payment_id,account_id,borrower_id,event_at,payment_reference,amount,payment_status,payment_method,provider_id
PAYMENT0006960,ACC0026390,BRW0002297,2026-03-31 07:28:31,TXN0000041837,64173.98,SUCCESS,NACH,VND0000015
PAYMENT0006961,ACC0022228,BRW0011543,2026-06-12 14:31:17,TXN0000038479,130036.23,SUCCESS,CASH,VND0000003
PAYMENT0006962,ACC0010927,BRW0004801,2026-03-20 04:52:20,TXN0000013404,32532.6,SUCCESS,NACH,VND0000012
PAYMENT0006963,ACC0021369,BRW0009305,2026-01-22 01:01:46,TXN0000039454,128766.77,SUCCESS,NACH,VND0000015
PAYMENT0006964,ACC0018216,BRW0009208,2026-03-28 17:02:01,TXN0000028891,10123.99,SUCCESS,NETBANKING,VND0000013
PAYMENT0006965,ACC0013709,BRW0009281,2026-06-01 17:30:10,TXN0000015766,78448.61,SUCCESS,UPI,VND0000001
PAYMENT0006966,ACC0013994,BRW0001253,2026-01-03 10:19:07,TXN0000023086,147563.81,FAILED,CARD,VND0000008
PAYMENT0006967,ACC0006173,BRW0010216,2026-05-15 12:11:29,TXN0000068940,115669.76,PENDING,NETBANKING,VND0000002
PAYMENT0006968,ACC0022000,BRW0009026,2026-06-23 09:03:57,TXN0000038954,63716.1,SUCCESS,NETBANKING,VND0000008
PAYMENT0006969,ACC0007836,BRW0010010,2026-06-30 12:39:31,TXN0000026607,134315.19,SUCCESS,UPI,VND0000010
PAYMENT0006970,ACC0010723,BRW0010570,2026-05-23 18:46:37,TXN0000039249,9958.79,SUCCESS,NACH,VND0000013
PAYMENT0006971,ACC0008712,BRW0004257,2026-01-16 22:58:44,TXN0000023705,32430.57,SUCCESS,CASH,VND0000009
PAYMENT0006972,ACC0012155,BRW0003208,2026-07-11 11:29:10,TXN0000030630,56410.84,FAILED,CASH,VND0000009
PAYMENT0006973,ACC0028991,BRW0003277,2026-07-31 00:58:22,TXN0000037796,27264.17,REVERSED,UPI,VND0000002
PAYMENT0006974,ACC0004168,BRW0004350,2026-07-15 02:19:50,TXN0000021476,86422.19,SUCCESS,CASH,VND0000003
PAYMENT0006975,ACC0012992,BRW0009821,2026-05-22 03:32:48,TXN0000008894,102160.44,SUCCESS,UPI,VND0000004
PAYMENT0006976,ACC0017489,BRW0005790,2026-02-04 18:54:21,TXN0000046346,98131.87,SUCCESS,NACH,VND0000004
PAYMENT0006977,ACC0012176,BRW0006736,2026-03-04 10:29:08,TXN0000027391,77397.05,SUCCESS,CARD,VND0000009
PAYMENT0006978,ACC0007052,BRW0011769,2026-07-05 12:33:25,TXN0000064005,72871.68,SUCCESS,CASH,VND0000014
PAYMENT0006979,ACC0024265,BRW0001976,2026-05-24 01:59:55,TXN0000015450,132258.82,SUCCESS,UPI,VND0000009
PAYMENT0006980,ACC0020020,BRW0006616,2026-08-05 18:32:22,TXN0000022931,118292.71,SUCCESS,NACH,VND0000003
PAYMENT0006981,ACC0000953,BRW0011978,2026-02-19 15:16:26,TXN0000038997,100522.67,REVERSED,UPI,VND0000008
PAYMENT0006982,ACC0018840,BRW0009177,2026-04-16 13:45:37,TXN0000065448,72731.3,SUCCESS,UPI,VND0000006
PAYMENT0006983,ACC0020804,BRW0002888,2026-03-10 23:44:53,TXN0000020609,44982.33,SUCCESS,NACH,VND0000014
PAYMENT0006984,ACC0013934,BRW0004621,2026-05-30 10:21:35,TXN0000009845,109655.56,FAILED,CASH,VND0000003
PAYMENT0006985,ACC0019203,BRW0002807,2026-06-12 16:03:23,TXN0000008630,17156.62,SUCCESS,NACH,VND0000010
PAYMENT0006986,ACC0025392,BRW0008447,2026-02-28 10:12:59,TXN0000069417,41544.48,PENDING,CARD,VND0000007
PAYMENT0006987,ACC0007314,BRW0011439,2026-03-12 12:10:05,TXN0000067923,42852.92,SUCCESS,NACH,VND0000004
PAYMENT0006988,ACC0023311,BRW0006319,2026-06-11 06:24:23,TXN0000002413,38994.39,SUCCESS,CASH,VND0000004
PAYMENT0006989,ACC0016264,BRW0010479,2026-03-13 04:28:35,TXN0000057322,70646.74,SUCCESS,CASH,VND0000001
PAYMENT0006990,ACC0024913,BRW0010151,2026-08-01 14:05:07,TXN0000027854,9873.1,SUCCESS,NETBANKING,VND0000006
PAYMENT0006991,ACC0013794,BRW0008760,2026-03-23 10:09:18,TXN0000047625,14728.24,PENDING,CARD,VND0000013
PAYMENT0006992,ACC0026671,BRW0002175,2026-08-08 14:04:15,TXN0000045704,67002.68,SUCCESS,UPI,VND0000008
PAYMENT0006993,ACC0003905,BRW0002618,2026-07-01 08:16:13,TXN0000064795,50935.15,FAILED,CASH,VND0000006
PAYMENT0006994,ACC0004151,BRW0004304,2026-07-23 10:14:49,TXN0000017660,3294.94,SUCCESS,NETBANKING,VND0000015
PAYMENT0006995,ACC0027838,BRW0004460,2026-07-04 23:24:06,TXN0000002067,100786.72,FAILED,NACH,VND0000002
PAYMENT0006996,ACC0006492,BRW0006187,2026-01-05 12:43:24,TXN0000026082,127739.78,SUCCESS,UPI,VND0000010
PAYMENT0006997,ACC0003315,BRW0006143,2026-03-15 14:43:25,TXN0000027447,106217.77,SUCCESS,NACH,VND0000009
PAYMENT0006998,ACC0002443,BRW0003888,2026-05-16 18:27:27,TXN0000020620,76734.46,SUCCESS,NACH,VND0000015
PAYMENT0006999,ACC0015451,BRW0009212,2026-07-10 18:01:02,TXN0000010690,121635.5,SUCCESS,NETBANKING,VND0000002
PAYMENT0007000,ACC0027500,BRW0001784,2026-03-11 17:06:31,TXN0000065914,109752.32,SUCCESS,CARD,VND0000002
PAYMENT0007001,ACC0023064,BRW0006777,2026-02-13 01:21:43,TXN0000059973,70743.0,PENDING,CASH,VND0000002
PAYMENT0007002,ACC0028453,BRW0003765,2026-04-07 07:44:12,TXN0000057251,96768.37,SUCCESS,NETBANKING,VND0000015
PAYMENT0007003,ACC0028214,BRW0003471,2026-01-20 22:27:47,TXN0000026615,69250.67,FAILED,CASH,VND0000011
PAYMENT0007004,ACC0027053,BRW0002907,2026-05-18 14:43:55,,7377.69,REVERSED,NACH,VND0000014
PAYMENT0007005,ACC0004057,BRW0009022,2026-03-02 10:53:23,TXN0000045720,149345.63,SUCCESS,NACH,VND0000011
PAYMENT0007006,ACC0019629,BRW0009710,2026-04-24 11:06:51,TXN0000041457,83108.79,SUCCESS,NETBANKING,VND0000006
PAYMENT0007007,ACC0023302,BRW0006163,2026-07-08 10:50:54,TXN0000067089,57694.91,SUCCESS,NACH,VND0000005
PAYMENT0007008,ACC0007601,BRW0005974,2026-08-04 20:21:09,TXN0000039158,99098.04,SUCCESS,NETBANKING,VND0000007
PAYMENT0007009,ACC0028788,BRW0006056,2026-04-21 09:12:44,TXN0000011580,50014.54,SUCCESS,NETBANKING,VND0000008
PAYMENT0007010,ACC0013980,BRW0000220,2026-04-07 16:30:57,TXN0000057445,99267.22,SUCCESS,CARD,VND0000001
PAYMENT0007011,ACC0004987,BRW0004236,2026-05-12 19:02:20,TXN0000023314,94918.6,PENDING,CASH,VND0000002
PAYMENT0007012,ACC0028134,BRW0011208,2026-06-24 14:26:03,TXN0000043570,118361.57,SUCCESS,NETBANKING,VND0000014
PAYMENT0007013,ACC0029692,BRW0003346,2026-01-14 16:57:28,TXN0000030444,43762.16,SUCCESS,NETBANKING,VND0000015
PAYMENT0007014,ACC0007719,BRW0002806,2026-01-15 07:45:13,TXN0000004113,64550.67,SUCCESS,CARD,VND0000002
PAYMENT0007015,ACC0017120,BRW0002914,2026-02-11 11:43:54,TXN0000068060,23289.64,SUCCESS,UPI,VND0000010
PAYMENT0007016,ACC0019450,BRW0010493,2026-07-31 02:15:45,TXN0000032330,87296.3,SUCCESS,CASH,VND0000014
PAYMENT0007017,ACC0013073,BRW0008821,2026-04-27 01:08:00,TXN0000056386,50228.55,SUCCESS,CASH,VND0000015
PAYMENT0007018,ACC0022539,BRW0009769,2026-01-08 03:52:02,TXN0000032271,65224.38,FAILED,NETBANKING,VND0000002
PAYMENT0007019,ACC0003473,BRW0005116,2026-02-02 06:58:13,TXN0000025935,47605.84,SUCCESS,CARD,VND0000002
PAYMENT0007020,ACC0017969,BRW0009898,2026-03-04 19:42:32,TXN0000017859,70406.51,SUCCESS,NETBANKING,VND0000011
PAYMENT0007021,ACC0022069,BRW0003832,2026-03-18 05:46:04,TXN0000069068,6046.71,REVERSED,NETBANKING,VND0000011
PAYMENT0007022,ACC0022168,BRW0004209,2026-05-09 19:15:38,TXN0000007884,17484.49,SUCCESS,CARD,VND0000007
PAYMENT0007023,ACC0016214,BRW0006630,2026-04-21 15:04:01,TXN0000047579,97021.87,SUCCESS,UPI,VND0000010
PAYMENT0007024,ACC0018951,BRW0002392,2026-03-13 15:41:41,TXN0000026609,52755.46,REVERSED,CARD,VND0000008
PAYMENT0007025,ACC0023210,BRW0002444,2026-03-16 02:20:33,TXN0000060313,4715.96,PENDING,CARD,VND0000011
PAYMENT0007026,ACC0021413,BRW0002448,2026-01-13 05:35:46,TXN0000059811,4763.0,SUCCESS,NETBANKING,VND0000001
PAYMENT0007027,ACC0007025,BRW0002231,2026-04-07 14:15:34,TXN0000023687,106279.87,SUCCESS,UPI,VND0000001
PAYMENT0007028,ACC0024093,BRW0006362,2026-02-24 21:27:52,TXN0000015540,48502.52,SUCCESS,NETBANKING,VND0000010
PAYMENT0007029,ACC0027254,BRW0010842,2026-05-28 19:45:56,TXN0000033785,96251.67,SUCCESS,UPI,VND0000006
PAYMENT0007030,ACC0027718,BRW0001663,2026-04-04 18:38:01,TXN0000062000,133168.65,FAILED,CARD,VND0000008
PAYMENT0007031,ACC0022449,BRW0000321,2026-02-13 10:06:03,TXN0000054676,133230.62,SUCCESS,NACH,VND0000007
PAYMENT0007032,ACC0016789,BRW0004470,2026-03-14 14:03:08,TXN0000002839,13700.98,PENDING,NETBANKING,VND0000004
PAYMENT0007033,ACC0012439,BRW0008011,2026-07-30 14:50:05,TXN0000050193,25974.65,PENDING,CARD,VND0000003
PAYMENT0007034,ACC0020220,BRW0002267,2026-05-15 04:07:24,TXN0000029570,74957.41,FAILED,CARD,VND0000012
PAYMENT0007035,ACC0015710,BRW0000981,2026-05-23 06:56:31,TXN0000037094,139793.03,SUCCESS,CASH,VND0000014
PAYMENT0007036,ACC0026234,BRW0009522,2026-03-18 23:36:42,TXN0000061922,147525.96,SUCCESS,CASH,VND0000004
PAYMENT0007037,ACC0004487,BRW0004224,2026-04-16 11:48:44,TXN0000039234,38365.6,SUCCESS,CARD,VND0000011
PAYMENT0007038,ACC0020500,BRW0005260,2026-01-08 21:28:48,TXN0000033914,29878.23,SUCCESS,NACH,VND0000015
PAYMENT0007039,ACC0017141,BRW0001532,2026-01-27 13:29:11,TXN0000049635,2562.74,PENDING,CARD,VND0000008
PAYMENT0007040,ACC0014915,BRW0009587,2026-05-15 03:29:52,TXN0000018924,76497.29,SUCCESS,NACH,VND0000007
PAYMENT0007041,ACC0024618,BRW0008534,2026-07-24 12:24:52,TXN0000065281,69983.57,FAILED,CASH,VND0000004
PAYMENT0007042,ACC0025114,BRW0001034,2026-08-01 18:03:26,TXN0000060966,106162.08,SUCCESS,NETBANKING,VND0000004
PAYMENT0007043,ACC0017515,BRW0003698,2026-04-12 16:12:42,TXN0000023275,44796.12,FAILED,UPI,VND0000011
PAYMENT0007044,ACC0005711,BRW0010893,2026-06-12 19:51:15,TXN0000065231,83187.34,FAILED,UPI,VND0000007
PAYMENT0007045,ACC0000111,BRW0008139,2026-03-19 05:19:26,TXN0000059439,74027.66,SUCCESS,NETBANKING,VND0000009
PAYMENT0007046,ACC0021600,BRW0000319,2026-04-04 00:00:32,TXN0000062063,29057.3,SUCCESS,CARD,VND0000003
PAYMENT0007047,ACC0004129,BRW0006346,2026-05-01 13:07:33,TXN0000001678,19555.38,PENDING,NACH,VND0000015
PAYMENT0007048,ACC0003974,BRW0007112,2026-06-07 05:03:42,TXN0000052625,138735.52,SUCCESS,CARD,VND0000013
PAYMENT0007049,ACC0006951,BRW0008491,2026-03-11 06:56:05,TXN0000030659,94634.4,SUCCESS,NETBANKING,VND0000007
PAYMENT0007050,ACC0012074,BRW0006506,2026-07-24 23:38:42,TXN0000053590,59949.79,REVERSED,CASH,VND0000004
PAYMENT0007051,ACC0021130,BRW0006178,2026-01-14 10:30:19,TXN0000034055,7631.51,FAILED,CASH,VND0000014
PAYMENT0007052,ACC0013584,BRW0011020,2026-07-21 06:40:04,TXN0000058891,124326.3,SUCCESS,UPI,VND0000004
PAYMENT0007053,ACC0022745,BRW0005763,2026-01-14 20:06:34,TXN0000008764,107613.54,FAILED,CARD,VND0000012
PAYMENT0007054,ACC0018151,BRW0006275,2026-04-27 20:50:57,TXN0000028944,129924.4,SUCCESS,CARD,VND0000009
PAYMENT0007055,ACC0011437,BRW0002111,2026-08-05 20:57:00,TXN0000022133,66466.06,SUCCESS,CASH,VND0000001
PAYMENT0007056,ACC0020860,BRW0003511,2026-06-11 02:06:39,TXN0000043150,18010.87,FAILED,CASH,VND0000013
PAYMENT0007057,ACC0013907,BRW0011482,2026-05-16 06:43:01,TXN0000024042,136198.2,SUCCESS,NETBANKING,VND0000010
PAYMENT0007058,ACC0028959,BRW0009125,2026-02-27 00:24:35,TXN0000041683,127436.44,SUCCESS,NETBANKING,VND0000008
PAYMENT0007059,ACC0028551,BRW0006887,2026-01-01 20:45:50,TXN0000022753,44863.58,SUCCESS,NETBANKING,VND0000006
PAYMENT0007060,ACC0028242,BRW0005611,2026-04-12 01:48:24,TXN0000050151,90284.19,REVERSED,NACH,VND0000007
PAYMENT0007061,ACC0019278,BRW0005088,2026-01-01 18:57:23,TXN0000061703,3687.72,SUCCESS,CASH,VND0000006
PAYMENT0007062,ACC0007389,BRW0003496,2026-07-26 23:52:47,TXN0000007209,124262.41,FAILED,CASH,VND0000014
PAYMENT0007063,ACC0013694,BRW0005688,2026-01-14 06:55:14,TXN0000060214,37069.6,SUCCESS,CASH,VND0000005
PAYMENT0007064,ACC0012655,BRW0000309,2026-01-30 00:11:30,TXN0000048609,142009.82,SUCCESS,NACH,VND0000001
PAYMENT0007065,ACC0015195,BRW0007298,2026-02-17 14:52:53,TXN0000049649,137862.0,SUCCESS,CARD,VND0000004
PAYMENT0007066,ACC0014382,BRW0003803,2026-05-03 19:33:28,TXN0000062203,65927.1,SUCCESS,NACH,VND0000008
PAYMENT0007067,ACC0014718,BRW0003574,2026-01-17 01:28:01,TXN0000061369,74393.94,SUCCESS,CASH,VND0000007
PAYMENT0007068,ACC0019301,BRW0006355,2026-07-28 11:06:33,TXN0000022503,67625.21,SUCCESS,CARD,VND0000015
PAYMENT0007069,ACC0009483,BRW0003342,2026-01-20 06:40:35,TXN0000024350,8867.99,SUCCESS,UPI,VND0000013
PAYMENT0007070,ACC0017873,BRW0006033,2026-08-07 00:04:07,TXN0000022190,42478.41,SUCCESS,UPI,VND0000012
PAYMENT0007071,ACC0008347,BRW0002595,2026-04-04 22:52:28,TXN0000066170,120649.5,SUCCESS,UPI,VND0000001
PAYMENT0007072,ACC0003386,BRW0001333,2026-02-08 04:42:49,TXN0000019499,87145.89,SUCCESS,CASH,VND0000002
PAYMENT0007073,ACC0009867,BRW0005884,2026-07-22 17:07:00,TXN0000042556,84813.47,PENDING,UPI,VND0000012
PAYMENT0007074,ACC0019964,BRW0004763,2026-06-10 07:00:21,TXN0000067335,52077.49,SUCCESS,NACH,VND0000005
PAYMENT0007075,ACC0005782,BRW0010249,2026-02-15 19:37:39,TXN0000025122,9934.76,SUCCESS,NETBANKING,VND0000006
PAYMENT0007076,ACC0026208,BRW0007155,2026-04-01 15:51:30,TXN0000014318,92889.55,SUCCESS,NACH,VND0000010
PAYMENT0007077,ACC0026098,BRW0001585,2026-07-06 15:08:22,TXN0000050439,120045.49,SUCCESS,NACH,VND0000004
PAYMENT0007078,ACC0023930,BRW0006146,2026-02-08 16:40:48,TXN0000037276,5232.28,FAILED,UPI,VND0000006
PAYMENT0007079,ACC0013171,BRW0006659,2026-07-02 05:08:48,TXN0000003333,14804.36,SUCCESS,UPI,VND0000009
PAYMENT0007080,ACC0010058,BRW0008111,2026-07-18 01:55:47,TXN0000039863,21745.5,SUCCESS,NETBANKING,VND0000005
PAYMENT0007081,ACC0018182,BRW0007364,2026-04-01 10:09:11,,75611.0,SUCCESS,CASH,VND0000005
PAYMENT0007082,ACC0000412,BRW0000522,2026-02-08 09:43:29,TXN0000007238,18880.31,SUCCESS,UPI,VND0000003
PAYMENT0007083,ACC0007649,BRW0003275,2026-05-19 01:38:48,TXN0000049833,4105.8,SUCCESS,NACH,VND0000007
PAYMENT0007084,ACC0007007,BRW0002854,2026-06-28 18:02:25,TXN0000001198,68402.73,SUCCESS,CASH,VND0000003
PAYMENT0007085,ACC0026212,BRW0000174,2026-01-16 21:20:12,TXN0000015662,128705.64,SUCCESS,NETBANKING,VND0000014
PAYMENT0007086,ACC0015625,BRW0003346,2026-03-24 02:43:24,TXN0000051983,3371.9,SUCCESS,NACH,VND0000002
PAYMENT0007087,ACC0015329,BRW0010146,2026-03-17 05:34:42,TXN0000003205,149173.73,SUCCESS,UPI,VND0000002
PAYMENT0007088,ACC0009705,BRW0005772,2026-03-27 21:08:51,TXN0000026026,62496.92,FAILED,CARD,VND0000006
PAYMENT0007089,ACC0006735,BRW0008813,2026-07-19 04:08:45,TXN0000045595,132712.05,SUCCESS,NACH,VND0000001
PAYMENT0007090,ACC0023158,BRW0010088,2026-04-27 09:11:16,TXN0000055430,16694.4,PENDING,CASH,VND0000012
PAYMENT0007091,ACC0024725,BRW0011691,2026-06-27 02:30:30,TXN0000005172,738.09,FAILED,CARD,VND0000001
PAYMENT0007092,ACC0020065,BRW0002863,2026-03-28 10:52:22,TXN0000068307,119495.73,SUCCESS,CASH,VND0000008
PAYMENT0007093,ACC0004423,BRW0007597,2026-07-08 09:35:22,TXN0000047560,65862.76,SUCCESS,NETBANKING,VND0000003
PAYMENT0007094,ACC0027175,BRW0003581,2026-03-02 13:04:35,TXN0000058500,19942.65,SUCCESS,CASH,VND0000006
PAYMENT0007095,ACC0019138,BRW0001916,2026-03-10 16:35:14,TXN0000065021,60662.37,SUCCESS,NACH,VND0000014
PAYMENT0007096,ACC0021176,BRW0001086,2026-02-07 22:59:13,TXN0000032610,9823.76,SUCCESS,CASH,VND0000010
PAYMENT0007097,ACC0010627,BRW0009283,2026-04-05 00:47:51,TXN0000050828,113879.32,REVERSED,NETBANKING,VND0000009
PAYMENT0007098,ACC0019942,BRW0011882,2026-01-18 04:00:51,TXN0000041457,5351.43,SUCCESS,NETBANKING,VND0000007
PAYMENT0007099,ACC0011169,BRW0008723,2026-06-26 06:17:07,TXN0000021910,97889.76,REVERSED,CARD,VND0000014
PAYMENT0007100,ACC0018320,BRW0003712,2026-05-13 18:52:47,TXN0000009899,59231.88,PENDING,CASH,VND0000009
PAYMENT0007101,ACC0001013,BRW0002832,2026-04-01 10:03:37,TXN0000014558,30494.24,SUCCESS,NETBANKING,VND0000009
PAYMENT0007102,ACC0008167,BRW0001491,2026-03-07 17:44:28,TXN0000006189,135810.77,SUCCESS,NETBANKING,VND0000013
PAYMENT0007103,ACC0022683,BRW0002484,2026-05-28 01:22:57,TXN0000027592,123082.26,SUCCESS,NACH,VND0000010
PAYMENT0007104,ACC0009211,BRW0011352,2026-05-05 17:13:33,TXN0000039260,68469.99,FAILED,UPI,VND0000003
PAYMENT0007105,ACC0023928,BRW0009072,2026-01-21 04:03:57,TXN0000012052,142759.47,SUCCESS,NACH,VND0000010
PAYMENT0007106,ACC0000870,BRW0008275,2026-02-04 11:04:28,TXN0000067557,61077.3,SUCCESS,CASH,VND0000009
PAYMENT0007107,ACC0015680,BRW0000669,2026-06-08 15:03:46,TXN0000052612,124312.53,SUCCESS,CARD,VND0000003
PAYMENT0007108,ACC0006174,BRW0002143,2026-01-19 07:44:09,TXN0000024554,49538.53,FAILED,NACH,VND0000002
PAYMENT0007109,ACC0002693,BRW0010201,2026-02-22 05:06:30,TXN0000010541,143918.78,SUCCESS,CARD,VND0000003
PAYMENT0007110,ACC0025207,BRW0005417,2026-08-05 19:12:44,TXN0000053138,99914.98,SUCCESS,CASH,VND0000003
PAYMENT0007111,ACC0026535,BRW0007519,2026-08-08 12:45:49,TXN0000004969,62501.07,SUCCESS,NETBANKING,VND0000006
PAYMENT0007112,ACC0013639,BRW0010325,2026-05-18 07:48:09,TXN0000019171,10905.05,FAILED,UPI,VND0000002
PAYMENT0007113,ACC0011369,BRW0005950,2026-03-27 05:03:09,TXN0000044225,16668.83,SUCCESS,NACH,VND0000005
PAYMENT0007114,ACC0001732,BRW0008581,2026-05-30 15:39:48,TXN0000053481,145084.01,SUCCESS,UPI,VND0000006
PAYMENT0007115,ACC0006551,BRW0010605,2026-04-30 13:29:03,TXN0000024054,29222.88,SUCCESS,UPI,VND0000001
PAYMENT0007116,ACC0029475,BRW0000067,2026-08-08 02:16:52,TXN0000052961,97011.06,SUCCESS,UPI,VND0000013
PAYMENT0007117,ACC0007981,BRW0008772,2026-02-09 00:52:47,TXN0000057587,14374.7,PENDING,NETBANKING,VND0000008
PAYMENT0007118,ACC0023926,BRW0005919,2026-05-15 13:24:03,TXN0000026830,48328.78,SUCCESS,CARD,VND0000013
PAYMENT0007119,ACC0024407,BRW0010885,2026-01-26 05:26:50,TXN0000031748,55899.11,SUCCESS,CARD,VND0000002
PAYMENT0007120,ACC0006902,BRW0005920,2026-05-26 15:36:17,TXN0000055365,41441.21,SUCCESS,NACH,VND0000007
PAYMENT0007121,ACC0016546,BRW0011827,2026-06-13 14:02:57,TXN0000066243,58945.57,SUCCESS,UPI,VND0000009
PAYMENT0007122,ACC0019048,BRW0005488,2026-01-20 02:31:29,TXN0000017285,144384.62,SUCCESS,NETBANKING,VND0000015
PAYMENT0007123,ACC0020199,BRW0005797,2026-04-10 16:14:07,TXN0000057711,70609.47,SUCCESS,CASH,VND0000010
PAYMENT0007124,ACC0024843,BRW0004618,2026-07-28 16:27:11,TXN0000002153,38927.73,SUCCESS,CARD,VND0000013
PAYMENT0007125,ACC0007695,BRW0004048,2026-01-25 14:38:41,TXN0000016463,113484.31,SUCCESS,NACH,VND0000001
PAYMENT0007126,ACC0017682,BRW0008398,2026-05-22 19:38:24,TXN0000020977,138712.5,SUCCESS,CARD,VND0000011
PAYMENT0007127,ACC0002434,BRW0011466,2026-06-12 12:05:36,TXN0000057330,148208.77,SUCCESS,NETBANKING,VND0000007
PAYMENT0007128,ACC0013561,BRW0011021,2026-06-14 00:07:59,TXN0000058273,47923.36,SUCCESS,NACH,VND0000014
PAYMENT0007129,ACC0021487,BRW0001520,2026-07-13 05:22:41,TXN0000069151,6586.8,SUCCESS,NACH,VND0000010
PAYMENT0007130,ACC0003437,BRW0004691,2026-06-04 14:06:04,TXN0000028650,103544.04,FAILED,NETBANKING,VND0000008
PAYMENT0007131,ACC0014154,BRW0009069,2026-03-08 07:49:12,TXN0000007062,94671.1,SUCCESS,NETBANKING,VND0000012
PAYMENT0007132,ACC0001667,BRW0000023,2026-04-05 20:47:54,TXN0000025582,139998.27,SUCCESS,NETBANKING,VND0000008
PAYMENT0007133,ACC0016304,BRW0010094,2026-06-16 08:07:10,TXN0000041798,4072.91,FAILED,NETBANKING,VND0000006
PAYMENT0007134,ACC0009009,BRW0011964,2026-03-13 11:45:06,TXN0000041477,127651.97,FAILED,UPI,VND0000006
PAYMENT0007135,ACC0018974,BRW0007917,2026-01-26 06:16:19,TXN0000060031,46630.44,SUCCESS,UPI,VND0000002
PAYMENT0007136,ACC0003644,BRW0008174,2026-08-08 13:24:51,TXN0000057896,126098.88,SUCCESS,CARD,VND0000002
PAYMENT0007137,ACC0013505,BRW0005433,2026-06-22 18:22:27,TXN0000007681,31509.6,SUCCESS,CARD,VND0000002
PAYMENT0007138,ACC0010701,BRW0006569,2026-05-07 08:46:20,TXN0000036448,62403.89,SUCCESS,NACH,VND0000005
PAYMENT0007139,ACC0018069,BRW0001733,2026-05-05 09:51:20,TXN0000026292,34799.86,SUCCESS,CASH,VND0000015
PAYMENT0007140,ACC0023573,BRW0003268,2026-04-25 07:48:19,TXN0000068956,149131.07,SUCCESS,CASH,VND0000003
PAYMENT0007141,ACC0008766,BRW0000159,2026-05-15 11:34:51,TXN0000061306,128994.57,SUCCESS,NACH,VND0000002
PAYMENT0007142,ACC0015046,BRW0000252,2026-08-07 15:47:55,TXN0000007140,8639.26,FAILED,CASH,VND0000012
PAYMENT0007143,ACC0022538,BRW0002258,2026-04-22 14:41:35,TXN0000046736,7160.65,SUCCESS,NACH,VND0000005
PAYMENT0007144,ACC0029389,BRW0009761,2026-07-04 03:16:59,TXN0000039295,89466.84,PENDING,CARD,VND0000011
PAYMENT0007145,ACC0026634,BRW0004772,2026-04-09 10:56:32,TXN0000055497,47270.63,SUCCESS,UPI,VND0000014
PAYMENT0007146,ACC0002370,BRW0004768,2026-07-12 01:28:43,TXN0000018909,45573.56,PENDING,CARD,VND0000009
PAYMENT0007147,ACC0017307,BRW0004523,2026-05-08 00:58:44,TXN0000018560,80493.21,SUCCESS,CARD,VND0000012
PAYMENT0007148,ACC0009567,BRW0001573,2026-05-05 20:59:35,TXN0000052741,86695.87,SUCCESS,CARD,VND0000011
PAYMENT0007149,ACC0022500,BRW0004004,2026-06-24 16:02:16,TXN0000006688,117481.75,SUCCESS,NACH,VND0000009
PAYMENT0007150,ACC0015555,BRW0002572,2026-03-09 14:22:39,TXN0000014200,64860.39,SUCCESS,CARD,VND0000013
PAYMENT0007151,ACC0026935,BRW0011018,2026-05-19 21:22:39,TXN0000047126,33085.84,FAILED,CARD,VND0000012
PAYMENT0007152,ACC0025988,BRW0001880,2026-02-10 01:20:20,TXN0000028761,18485.01,SUCCESS,NACH,VND0000008
PAYMENT0007153,ACC0010701,BRW0000724,2026-07-25 08:40:28,TXN0000051597,57235.63,REVERSED,UPI,VND0000009
PAYMENT0007154,ACC0014791,BRW0005581,2026-06-22 11:48:53,TXN0000042214,12739.36,SUCCESS,UPI,VND0000009
PAYMENT0007155,ACC0015309,BRW0002514,2026-02-07 10:37:05,TXN0000059079,50607.83,FAILED,UPI,VND0000007
PAYMENT0007156,ACC0013987,BRW0011288,2026-04-22 16:40:28,TXN0000023238,37446.28,SUCCESS,NETBANKING,VND0000011
PAYMENT0007157,ACC0025794,BRW0002989,2026-05-19 16:46:58,TXN0000056172,100161.68,SUCCESS,NACH,VND0000015
PAYMENT0007158,ACC0011941,BRW0011593,2026-03-15 04:30:27,TXN0000029907,74792.39,SUCCESS,NETBANKING,VND0000013
PAYMENT0007159,ACC0012766,BRW0004965,2026-04-16 02:03:35,TXN0000010939,30180.32,REVERSED,UPI,VND0000004
PAYMENT0007160,ACC0027496,BRW0003901,2026-01-21 16:28:37,TXN0000019532,13360.6,PENDING,NETBANKING,VND0000002
PAYMENT0007161,ACC0002743,BRW0005926,2026-06-15 20:42:20,TXN0000069963,113720.0,SUCCESS,CASH,VND0000009
PAYMENT0007162,ACC0005454,BRW0006084,2026-01-14 00:13:50,TXN0000005242,99959.6,PENDING,NACH,VND0000011
PAYMENT0007163,ACC0024412,BRW0000229,2026-01-21 12:22:32,TXN0000026457,137082.68,FAILED,CARD,VND0000011
PAYMENT0007164,ACC0003465,BRW0006588,2026-02-27 04:06:46,TXN0000054332,26519.0,SUCCESS,NETBANKING,VND0000015
PAYMENT0007165,ACC0022099,BRW0008218,2026-05-03 18:52:57,TXN0000046305,59345.27,FAILED,CASH,VND0000009
PAYMENT0007166,ACC0022803,BRW0007193,2026-02-17 07:24:20,TXN0000022188,97752.74,SUCCESS,NETBANKING,VND0000009
PAYMENT0007167,ACC0007353,BRW0006274,2026-08-06 09:33:46,TXN0000000147,54133.77,SUCCESS,UPI,VND0000001
