attempt_id,account_id,borrower_id,event_at,call_id,agent_id,attempt_no,vendor_id,attempt_status
ATTEMPT0022493,ACC0023368,BRW0004949,2026-02-01 22:41:49,CALL0024417,AGT0000222,2,VND0000001,FAILED
ATTEMPT0022494,ACC0025734,BRW0009863,2026-04-24 00:23:03,CALL0005914,AGT0000339,2,VND0000012,NO_ANSWER
ATTEMPT0022495,ACC0002891,BRW0002563,2026-02-01 17:07:08,CALL0071489,AGT0000481,2,VND0000004,CONNECTED
ATTEMPT0022496,ACC0008030,BRW0008244,2026-07-29 07:30:26,CALL0086280,AGT0000496,4,VND0000010,FAILED
ATTEMPT0022497,ACC0011948,BRW0009330,2026-01-14 19:37:12,CALL0030459,AGT0000028,6,VND0000002,CONNECTED
ATTEMPT0022498,ACC0022518,BRW0004665,2026-07-17 06:44:18,CALL0026308,AGT0000559,5,VND0000015,BUSY
ATTEMPT0022499,ACC0028519,BRW0005288,2026-05-01 03:14:35,CALL0085282,AGT0000702,3,VND0000009,FAILED
ATTEMPT0022500,ACC0023827,BRW0000989,2026-02-06 03:34:07,CALL0016704,AGT0000323,5,VND0000013,CONNECTED
ATTEMPT0022501,ACC0004623,BRW0007629,2026-07-30 01:31:40,CALL0069869,AGT0000504,2,VND0000011,CONNECTED
ATTEMPT0022502,ACC0019169,BRW0002373,2026-05-22 12:07:52,CALL0015668,AGT0000595,1,VND0000014,NO_ANSWER
ATTEMPT0022503,ACC0009960,BRW0004138,2026-06-13 02:45:30,CALL0008929,AGT0000410,6,VND0000013,RINGING
ATTEMPT0022504,ACC0015877,BRW0006539,2026-04-05 11:28:51,CALL0042922,AGT0000642,3,VND0000007,FAILED
ATTEMPT0022505,ACC0003979,BRW0002686,2026-04-03 13:53:59,CALL0013331,AGT0000173,5,VND0000004,CONNECTED
ATTEMPT0022506,ACC0019407,BRW0000170,2026-07-27 03:19:39,CALL0053427,AGT0000355,2,VND0000010,BUSY
ATTEMPT0022507,ACC0026630,BRW0005150,2026-03-07 12:26:26,CALL0068117,AGT0000774,4,VND0000005,CONNECTED
ATTEMPT0022508,ACC0006138,BRW0010008,2026-01-07 04:48:10,CALL0020211,AGT0000047,3,VND0000002,BUSY
ATTEMPT0022509,ACC0024187,BRW0003432,2026-01-02 22:42:58,CALL0055344,AGT0000082,3,VND0000014,RINGING
ATTEMPT0022510,ACC0026462,BRW0002904,2026-07-11 18:04:11,CALL0027987,AGT0000751,2,VND0000004,NO_ANSWER
ATTEMPT0022511,ACC0015801,BRW0004760,2026-06-24 12:45:35,CALL0066732,AGT0000848,4,VND0000001,BUSY
ATTEMPT0022512,ACC0009369,BRW0000356,2026-04-15 20:34:17,CALL0015977,AGT0000472,7,VND0000015,BUSY
ATTEMPT0022513,ACC0004369,BRW0002585,2026-05-23 19:06:48,CALL0041196,AGT0000685,3,VND0000009,CONNECTED
ATTEMPT0022514,ACC0018395,BRW0010233,2026-04-13 12:04:33,CALL0083773,AGT0000744,5,VND0000015,BUSY
ATTEMPT0022515,ACC0016232,BRW0009191,2026-05-06 18:53:05,CALL0083056,AGT0000296,2,VND0000015,FAILED
ATTEMPT0022516,ACC0015737,BRW0010557,2026-05-04 22:56:05,CALL0018555,AGT0000100,5,VND0000007,FAILED
ATTEMPT0022517,ACC0016073,BRW0009623,2026-06-09 07:34:12,CALL0018048,AGT0000125,4,VND0000002,BUSY
ATTEMPT0022518,ACC0028684,BRW0009859,2026-05-30 16:22:50,CALL0001743,AGT0000801,5,VND0000006,BUSY
ATTEMPT0022519,ACC0024571,BRW0000121,2026-07-07 07:01:44,CALL0063508,AGT0000165,7,VND0000010,NO_ANSWER
ATTEMPT0022520,ACC0012588,BRW0004455,2026-08-01 14:39:52,CALL0000519,AGT0000315,7,VND0000005,RINGING
ATTEMPT0022521,ACC0013957,BRW0005928,2026-05-24 12:01:00,CALL0087239,AGT0000487,5,VND0000006,FAILED
ATTEMPT0022522,ACC0014817,BRW0002645,2026-04-22 10:13:21,CALL0077046,AGT0000010,6,VND0000003,BUSY
ATTEMPT0022523,ACC0021722,BRW0003044,2026-01-28 21:31:17,CALL0063915,AGT0000653,1,VND0000001,FAILED
ATTEMPT0022524,ACC0008205,BRW0002998,2026-04-16 14:51:13,CALL0072566,AGT0000836,3,VND0000013,CONNECTED
ATTEMPT0022525,ACC0005345,BRW0011357,2026-04-04 09:48:39,CALL0078191,AGT0000023,2,VND0000009,CONNECTED
ATTEMPT0022526,ACC0000439,BRW0002182,2026-02-03 17:40:32,CALL0085826,AGT0000857,6,VND0000014,BUSY
ATTEMPT0022527,ACC0027393,BRW0006475,2026-03-14 07:46:19,CALL0058296,AGT0000656,7,VND0000009,FAILED
ATTEMPT0022528,ACC0025274,BRW0008498,2026-05-27 03:46:12,CALL0065373,AGT0000883,2,VND0000011,RINGING
ATTEMPT0022529,ACC0029497,BRW0007772,2026-03-16 05:12:05,CALL0074310,AGT0000653,3,VND0000001,RINGING
ATTEMPT0022530,ACC0002398,BRW0008008,2026-02-27 09:07:39,CALL0038202,AGT0000291,5,VND0000002,BUSY
ATTEMPT0022531,ACC0012020,BRW0001731,2026-08-04 19:36:19,CALL0065146,AGT0000178,1,VND0000011,BUSY
ATTEMPT0022532,ACC0000475,BRW0010454,2026-05-11 20:34:34,CALL0018325,AGT0000845,6,VND0000009,RINGING
ATTEMPT0022533,ACC0004028,BRW0008713,2026-02-27 12:14:25,CALL0033143,AGT0000938,3,VND0000012,CONNECTED
ATTEMPT0022534,ACC0011391,BRW0007974,2026-01-31 17:33:55,CALL0068054,AGT0000639,3,VND0000002,BUSY
ATTEMPT0022535,ACC0011003,BRW0001426,2026-06-22 03:37:54,CALL0010483,AGT0000388,4,,RINGING
ATTEMPT0022536,ACC0012053,BRW0002505,2026-07-19 12:20:59,CALL0004817,AGT0000590,1,VND0000012,RINGING
ATTEMPT0022537,ACC0003848,BRW0001904,2026-05-11 13:56:39,CALL0007939,AGT0000900,1,VND0000013,CONNECTED
ATTEMPT0022538,ACC0009090,BRW0006634,2026-01-26 20:24:56,CALL0082048,AGT0000865,2,VND0000015,NO_ANSWER
ATTEMPT0022539,ACC0016425,BRW0011919,2026-02-22 20:02:31,CALL0000184,AGT0000024,5,VND0000013,RINGING
ATTEMPT0022540,ACC0026777,BRW0004917,2026-07-21 14:38:40,CALL0001093,AGT0000849,5,VND0000006,RINGING
ATTEMPT0022541,ACC0025896,BRW0005620,2026-01-20 19:07:43,CALL0029037,AGT0000977,7,VND0000009,FAILED
ATTEMPT0022542,ACC0012364,BRW0004791,2026-04-13 03:39:19,CALL0030370,AGT0000563,1,VND0000008,CONNECTED
ATTEMPT0022543,ACC0018055,BRW0004622,2026-05-18 01:19:09,CALL0012268,AGT0000357,7,VND0000013,RINGING
ATTEMPT0022544,ACC0013963,BRW0004645,2026-04-30 03:28:07,CALL0011816,AGT0000489,2,VND0000001,RINGING
ATTEMPT0022545,ACC0000254,BRW0010032,2026-04-22 00:17:07,CALL0011682,AGT0000698,6,VND0000012,FAILED
ATTEMPT0022546,ACC0029637,BRW0000283,2026-02-15 09:28:46,CALL0000667,AGT0000393,7,VND0000002,BUSY
ATTEMPT0022547,ACC0004625,BRW0009216,2026-02-07 05:29:58,CALL0068058,AGT0000380,3,VND0000010,CONNECTED
ATTEMPT0022548,ACC0009979,BRW0003911,2026-03-07 05:45:13,CALL0050319,AGT0000811,4,VND0000008,RINGING
ATTEMPT0022549,ACC0005268,BRW0007876,2026-05-20 16:16:48,CALL0080059,AGT0000978,3,VND0000002,RINGING
ATTEMPT0022550,ACC0012083,BRW0009094,2026-03-31 05:32:34,CALL0022818,AGT0000247,6,VND0000001,BUSY
ATTEMPT0022551,ACC0012177,BRW0001760,2026-06-16 07:50:56,CALL0046529,AGT0000824,3,VND0000007,NO_ANSWER
ATTEMPT0022552,ACC0027171,BRW0000143,2026-06-01 09:50:18,CALL0013051,AGT0000280,2,VND0000006,NO_ANSWER
ATTEMPT0022553,ACC0028855,BRW0003759,2026-05-19 09:31:18,CALL0086012,AGT0000355,1,VND0000008,CONNECTED
ATTEMPT0022554,ACC0006834,BRW0002318,2026-04-27 00:42:17,CALL0021476,AGT0000119,1,VND0000010,NO_ANSWER
ATTEMPT0022555,ACC0003483,BRW0002224,2026-06-13 03:15:07,CALL0002722,AGT0000108,6,VND0000004,BUSY
ATTEMPT0022556,ACC0010633,BRW0001721,2026-06-07 15:46:09,CALL0002641,AGT0000108,6,VND0000006,CONNECTED
ATTEMPT0022557,ACC0001370,BRW0005572,2026-04-14 13:34:17,CALL0043257,AGT0000831,5,VND0000002,BUSY
ATTEMPT0022558,ACC0023786,BRW0005630,2026-04-26 16:52:33,CALL0031919,AGT0000458,6,VND0000005,RINGING
ATTEMPT0022559,ACC0000251,BRW0007329,2026-01-24 12:43:19,CALL0005691,AGT0000459,6,VND0000004,RINGING
ATTEMPT0022560,ACC0025215,BRW0009884,2026-02-04 03:15:01,CALL0054356,AGT0000490,7,VND0000008,NO_ANSWER
ATTEMPT0022561,ACC0007415,BRW0004287,2026-01-03 19:31:55,CALL0019441,AGT0000182,3,VND0000014,NO_ANSWER
ATTEMPT0022562,ACC0007522,BRW0003453,2026-05-22 01:18:01,CALL0088498,AGT0000315,6,VND0000009,FAILED
ATTEMPT0022563,ACC0007563,BRW0010560,2026-02-28 17:19:41,CALL0053264,AGT0000359,6,VND0000015,NO_ANSWER
ATTEMPT0022564,ACC0021368,BRW0006014,2026-05-03 08:56:46,CALL0087490,AGT0000004,6,VND0000011,BUSY
ATTEMPT0022565,ACC0016920,BRW0005348,2026-04-29 13:49:46,CALL0049806,AGT0000468,2,VND0000006,FAILED
ATTEMPT0022566,ACC0029207,BRW0010993,2026-05-17 15:05:51,CALL0036566,AGT0000816,6,VND0000004,BUSY
ATTEMPT0022567,ACC0017494,BRW0011870,2026-03-25 18:08:06,CALL0022862,AGT0000916,2,VND0000003,FAILED
ATTEMPT0022568,ACC0016638,BRW0001399,2026-04-06 17:29:00,CALL0066958,AGT0000506,4,VND0000012,BUSY
ATTEMPT0022569,ACC0020744,BRW0010683,2026-03-16 11:32:06,CALL0010326,AGT0000171,2,,CONNECTED
ATTEMPT0022570,ACC0025127,BRW0004738,2026-06-19 00:28:10,CALL0018746,AGT0000101,1,VND0000009,CONNECTED
ATTEMPT0022571,ACC0012692,BRW0003302,2026-02-21 19:47:21,CALL0073603,AGT0000914,2,VND0000003,RINGING
ATTEMPT0022572,ACC0015248,BRW0002890,2026-05-21 09:31:31,CALL0023404,AGT0000659,4,VND0000009,BUSY
ATTEMPT0022573,ACC0020132,BRW0001804,2026-06-24 20:30:07,CALL0022631,AGT0000515,5,VND0000009,FAILED
ATTEMPT0022574,ACC0006474,BRW0003591,2026-05-09 09:20:38,CALL0023307,AGT0000652,5,VND0000009,NO_ANSWER
ATTEMPT0022575,ACC0011992,BRW0001297,2026-04-23 04:41:09,CALL0060900,AGT0000349,3,VND0000008,FAILED
ATTEMPT0022576,ACC0026123,BRW0006863,2026-01-14 23:50:34,CALL0024256,AGT0000341,6,VND0000003,CONNECTED
ATTEMPT0022577,ACC0005734,BRW0003653,2026-07-18 12:47:13,CALL0016357,AGT0000397,1,VND0000006,RINGING
ATTEMPT0022578,ACC0010210,BRW0011296,2026-02-04 17:47:59,CALL0047414,AGT0000404,2,VND0000009,FAILED
ATTEMPT0022579,ACC0000913,BRW0009437,2026-04-10 03:30:36,CALL0030527,AGT0000611,3,VND0000009,NO_ANSWER
ATTEMPT0022580,ACC0015897,BRW0003386,2026-07-07 14:45:51,CALL0041568,AGT0000640,2,VND0000012,BUSY
ATTEMPT0022581,ACC0023560,BRW0008482,2026-07-27 06:53:45,CALL0042710,AGT0000225,3,VND0000011,BUSY
ATTEMPT0022582,ACC0015387,BRW0008080,2026-05-16 04:34:40,CALL0043707,AGT0000021,4,VND0000006,RINGING
ATTEMPT0022583,ACC0007288,BRW0003179,2026-07-26 05:46:21,CALL0002675,AGT0000679,6,VND0000014,NO_ANSWER
ATTEMPT0022584,ACC0002298,BRW0010001,2026-04-08 18:07:12,CALL0068210,AGT0000624,4,VND0000009,RINGING
ATTEMPT0022585,ACC0015111,BRW0010029,2026-07-31 19:47:34,CALL0057741,AGT0000680,4,VND0000011,NO_ANSWER
ATTEMPT0022586,ACC0010440,BRW0006205,2026-03-28 10:27:34,CALL0035232,AGT0000225,3,VND0000012,RINGING
ATTEMPT0022587,ACC0019962,BRW0001598,2026-04-13 11:42:47,CALL0038078,AGT0000341,7,VND0000010,FAILED
ATTEMPT0022588,ACC0027193,BRW0008254,2026-02-24 09:12:34,CALL0025430,AGT0000706,6,VND0000009,FAILED
ATTEMPT0022589,ACC0007562,BRW0008314,2026-07-15 13:21:25,CALL0047490,AGT0000631,6,VND0000012,RINGING
ATTEMPT0022590,ACC0014642,BRW0000059,2026-04-25 01:20:26,CALL0081436,AGT0000725,4,VND0000003,BUSY
ATTEMPT0022591,ACC0011896,BRW0005410,2026-04-06 13:08:23,CALL0050617,AGT0000153,7,VND0000015,BUSY
ATTEMPT0022592,ACC0025075,BRW0007954,2026-06-14 02:02:34,CALL0064694,AGT0000997,2,VND0000002,BUSY
ATTEMPT0022593,ACC0008780,BRW0000286,2026-01-09 04:48:38,CALL0056917,AGT0000303,1,VND0000011,RINGING
ATTEMPT0022594,ACC0024993,BRW0007411,2026-01-19 11:14:06,CALL0039913,AGT0000164,6,VND0000002,NO_ANSWER
ATTEMPT0022595,ACC0017569,BRW0000124,2026-05-08 08:27:36,CALL0008182,AGT0000428,2,VND0000014,BUSY
ATTEMPT0022596,ACC0025083,BRW0005919,2026-06-16 12:59:30,CALL0086844,AGT0000732,2,VND0000012,CONNECTED
ATTEMPT0022597,ACC0000472,BRW0002034,2026-07-12 20:11:06,CALL0048863,AGT0000045,6,VND0000004,BUSY
ATTEMPT0022598,ACC0006783,BRW0001913,2026-03-26 08:36:49,CALL0001838,AGT0000891,3,VND0000010,CONNECTED
ATTEMPT0022599,ACC0003455,BRW0004398,2026-01-06 21:46:05,CALL0021320,AGT0000316,6,VND0000010,BUSY
ATTEMPT0022600,ACC0014823,BRW0002604,2026-05-24 16:22:12,CALL0056512,AGT0000690,7,VND0000010,CONNECTED
ATTEMPT0022601,ACC0008062,BRW0000712,2026-07-17 08:58:45,CALL0002412,AGT0000495,2,VND0000003,FAILED
ATTEMPT0022602,ACC0023310,BRW0002078,2026-05-05 03:56:12,CALL0061923,AGT0000938,3,VND0000002,FAILED
ATTEMPT0022603,ACC0002135,BRW0002073,2026-08-04 11:26:33,CALL0000721,AGT0000013,5,VND0000009,RINGING
ATTEMPT0022604,ACC0017753,BRW0009497,2026-06-04 19:29:28,CALL0007057,AGT0000354,5,,CONNECTED
ATTEMPT0022605,ACC0021808,BRW0011336,2026-06-05 15:32:16,CALL0032990,AGT0000536,7,VND0000003,BUSY
ATTEMPT0022606,ACC0029548,BRW0003560,2026-02-17 10:30:29,CALL0002030,AGT0000649,5,VND0000006,RINGING
ATTEMPT0022607,ACC0004435,BRW0002923,2026-03-11 23:08:47,CALL0054903,AGT0000174,2,VND0000014,FAILED
ATTEMPT0022608,ACC0008680,BRW0004375,2026-04-05 13:30:10,CALL0050522,AGT0000781,1,VND0000005,CONNECTED
ATTEMPT0022609,ACC0009068,BRW0010393,2026-06-06 10:02:40,CALL0027097,AGT0000413,2,VND0000004,FAILED
ATTEMPT0022610,ACC0013895,BRW0002526,2026-01-16 00:43:52,CALL0028137,AGT0000351,7,VND0000014,FAILED
ATTEMPT0022611,ACC0006355,BRW0011275,2026-01-28 13:54:06,CALL0060024,AGT0000861,6,VND0000004,CONNECTED
ATTEMPT0022612,ACC0026725,BRW0004066,2026-07-26 22:32:19,CALL0039005,AGT0000241,5,VND0000008,BUSY
ATTEMPT0022613,ACC0022402,BRW0009833,2026-02-08 04:47:57,CALL0050624,AGT0000292,6,VND0000010,CONNECTED
ATTEMPT0022614,ACC0027514,BRW0009735,2026-05-13 14:56:12,CALL0071215,AGT0000445,6,VND0000014,RINGING
ATTEMPT0022615,ACC0001707,BRW0007256,2026-02-08 14:38:06,CALL0054272,AGT0000099,1,VND0000011,NO_ANSWER
ATTEMPT0022616,ACC0014888,BRW0005109,2026-06-17 18:52:54,CALL0078440,AGT0000346,3,VND0000015,FAILED
ATTEMPT0022617,ACC0024756,BRW0004256,2026-02-11 14:08:21,CALL0086876,AGT0000097,5,VND0000012,BUSY
ATTEMPT0022618,ACC0029300,BRW0009990,2026-03-10 06:22:07,CALL0077161,AGT0000355,7,VND0000015,FAILED
ATTEMPT0022619,ACC0004242,BRW0003198,2026-06-07 22:50:43,CALL0031153,AGT0000065,4,VND0000012,BUSY
ATTEMPT0022620,ACC0018821,BRW0007913,2026-08-02 19:38:30,CALL0063792,AGT0000385,6,,RINGING
ATTEMPT0022621,ACC0025339,BRW0009845,2026-05-12 16:58:19,CALL0054620,AGT0000923,3,VND0000009,BUSY
ATTEMPT0022622,ACC0020171,BRW0005664,2026-04-05 00:16:24,CALL0083829,AGT0000850,4,VND0000001,BUSY
ATTEMPT0022623,ACC0013878,BRW0011051,2026-04-15 07:16:07,CALL0089672,AGT0000083,6,VND0000014,NO_ANSWER
ATTEMPT0022624,ACC0012072,BRW0008559,2026-02-16 23:26:41,CALL0083204,AGT0000080,3,VND0000005,BUSY
ATTEMPT0022625,ACC0018273,BRW0009822,2026-06-08 05:31:30,CALL0087933,AGT0000213,7,VND0000013,FAILED
ATTEMPT0022626,ACC0009506,BRW0000403,2026-07-20 11:07:45,CALL0065148,AGT0000413,4,VND0000007,BUSY
ATTEMPT0022627,ACC0028296,BRW0004746,2026-06-11 16:39:42,CALL0039115,AGT0000553,3,VND0000007,NO_ANSWER
ATTEMPT0022628,ACC0003962,BRW0010136,2026-05-24 17:04:32,CALL0081723,AGT0000161,2,VND0000008,CONNECTED
ATTEMPT0022629,ACC0028810,BRW0010653,2026-02-19 05:55:18,CALL0022265,AGT0000740,5,VND0000011,FAILED
ATTEMPT0022630,ACC0016707,BRW0004848,2026-01-06 18:07:01,CALL0036808,AGT0000407,2,VND0000004,CONNECTED
ATTEMPT0022631,ACC0029889,BRW0009170,2026-04-28 05:30:00,CALL0072637,AGT0000965,5,VND0000013,BUSY
ATTEMPT0022632,ACC0004951,BRW0009991,2026-06-18 09:11:31,CALL0066530,AGT0000241,6,VND0000008,FAILED
ATTEMPT0022633,ACC0001150,BRW0002605,2026-03-02 17:49:22,CALL0025209,AGT0000890,2,VND0000006,CONNECTED
ATTEMPT0022634,ACC0011135,BRW0004245,2026-02-21 17:40:12,CALL0005455,AGT0000076,3,VND0000014,NO_ANSWER
ATTEMPT0022635,ACC0005648,BRW0005360,2026-04-23 16:59:46,CALL0010050,AGT0000440,2,VND0000013,NO_ANSWER
ATTEMPT0022636,ACC0006677,BRW0001839,2026-03-14 10:13:17,CALL0088422,AGT0000823,4,VND0000007,NO_ANSWER
ATTEMPT0022637,ACC0003267,BRW0005313,2026-06-17 06:57:55,CALL0065982,AGT0000384,3,VND0000004,BUSY
ATTEMPT0022638,ACC0017400,BRW0010236,2026-01-26 04:48:14,CALL0004024,AGT0000171,7,VND0000013,RINGING
ATTEMPT0022639,ACC0009201,BRW0005671,2026-06-01 22:35:40,CALL0008389,AGT0000928,1,VND0000001,BUSY
ATTEMPT0022640,ACC0015677,BRW0010259,2026-01-02 13:56:29,CALL0009928,AGT0000715,5,VND0000005,BUSY
ATTEMPT0022641,ACC0016372,BRW0008474,2026-02-16 16:04:15,CALL0007944,AGT0000899,1,VND0000009,RINGING
ATTEMPT0022642,ACC0024177,BRW0003701,2026-05-22 11:09:35,CALL0024857,AGT0000836,7,VND0000009,NO_ANSWER
ATTEMPT0022643,ACC0018096,BRW0003691,2026-04-28 20:47:34,CALL0086146,AGT0000600,3,VND0000003,BUSY
ATTEMPT0022644,ACC0000803,BRW0004474,2026-06-21 02:48:39,CALL0048963,AGT0000878,3,VND0000008,RINGING
ATTEMPT0022645,ACC0021356,BRW0002340,2026-05-04 10:15:05,CALL0082927,AGT0000556,2,VND0000011,NO_ANSWER
ATTEMPT0022646,ACC0016413,BRW0005489,2026-05-01 19:33:47,CALL0065051,AGT0000525,1,VND0000014,FAILED
ATTEMPT0022647,ACC0013637,BRW0011080,2026-05-15 08:27:56,CALL0027027,AGT0000015,7,VND0000004,FAILED
ATTEMPT0022648,ACC0014126,BRW0007480,2026-01-25 15:51:23,CALL0025398,AGT0000299,2,VND0000014,CONNECTED
ATTEMPT0022649,ACC0023434,BRW0000214,2026-08-05 13:07:26,CALL0066425,AGT0000874,2,VND0000002,BUSY
ATTEMPT0022650,ACC0025589,BRW0002398,2026-03-31 01:20:14,CALL0035721,AGT0000531,1,VND0000013,RINGING
ATTEMPT0022651,ACC0026318,BRW0000872,2026-02-23 08:06:36,CALL0071688,AGT0000617,3,VND0000005,RINGING
ATTEMPT0022652,ACC0006865,BRW0005081,2026-04-24 04:54:52,CALL0078864,AGT0000231,3,VND0000004,RINGING
ATTEMPT0022653,ACC0010267,BRW0009760,2026-05-23 14:18:58,CALL0063162,AGT0000940,7,VND0000002,CONNECTED
ATTEMPT0022654,ACC0024231,BRW0007473,2026-06-19 21:36:21,CALL0012143,AGT0000495,2,VND0000012,RINGING
ATTEMPT0022655,ACC0008474,BRW0005565,2026-04-16 16:46:38,CALL0021142,AGT0000098,4,VND0000007,NO_ANSWER
ATTEMPT0022656,ACC0020485,BRW0003433,2026-03-28 13:13:43,CALL0002346,AGT0000475,1,VND0000003,RINGING
ATTEMPT0022657,ACC0019034,BRW0001524,2026-03-17 02:06:14,CALL0037454,AGT0000732,1,,BUSY
ATTEMPT0022658,ACC0021918,BRW0006473,2026-02-10 01:36:55,CALL0021426,AGT0000626,5,VND0000014,NO_ANSWER
ATTEMPT0022659,ACC0009231,BRW0007951,2026-04-04 02:21:06,CALL0083518,AGT0000743,4,VND0000002,FAILED
ATTEMPT0022660,ACC0029384,BRW0010934,2026-07-10 20:41:08,CALL0068685,AGT0000063,6,VND0000009,NO_ANSWER
ATTEMPT0022661,ACC0001941,BRW0004379,2026-01-27 22:13:08,CALL0005670,AGT0000481,1,VND0000011,CONNECTED
ATTEMPT0022662,ACC0021878,BRW0000589,2026-02-15 20:54:17,CALL0087800,AGT0000373,2,VND0000002,NO_ANSWER
ATTEMPT0022663,ACC0022719,BRW0007252,2026-01-26 06:31:18,CALL0040446,AGT0000645,7,VND0000005,FAILED
ATTEMPT0022664,ACC0026185,BRW0009044,2026-01-12 17:48:43,CALL0080359,AGT0000868,2,VND0000006,BUSY
ATTEMPT0022665,ACC0015135,BRW0005491,2026-01-15 04:28:56,CALL0031168,AGT0000870,6,VND0000012,NO_ANSWER
ATTEMPT0022666,ACC0024786,BRW0006577,2026-01-01 07:02:25,CALL0004504,AGT0000109,4,VND0000003,FAILED
ATTEMPT0022667,ACC0021467,BRW0000975,2026-02-25 13:42:17,CALL0086896,AGT0000756,6,VND0000015,BUSY
ATTEMPT0022668,ACC0010387,BRW0006939,2026-03-21 12:06:52,CALL0042803,AGT0000298,4,VND0000010,BUSY
ATTEMPT0022669,ACC0013154,BRW0003364,2026-06-07 09:11:33,CALL0077616,AGT0000781,4,VND0000006,NO_ANSWER
ATTEMPT0022670,ACC0006267,BRW0009373,2026-01-10 06:13:00,CALL0008139,AGT0000289,3,VND0000009,RINGING
ATTEMPT0022671,ACC0002144,BRW0004326,2026-02-04 21:13:31,CALL0032358,AGT0000526,5,VND0000007,NO_ANSWER
ATTEMPT0022672,ACC0014415,BRW0005429,2026-03-22 08:54:04,CALL0022234,AGT0000777,2,VND0000010,NO_ANSWER
ATTEMPT0022673,ACC0004919,BRW0001261,2026-02-01 12:18:40,CALL0000740,AGT0000575,3,VND0000001,NO_ANSWER
ATTEMPT0022674,ACC0011055,BRW0007324,2026-07-27 01:05:33,CALL0044147,AGT0000782,5,VND0000007,CONNECTED
ATTEMPT0022675,ACC0025150,BRW0000089,2026-02-12 01:31:13,CALL0006136,AGT0000140,2,VND0000012,FAILED
ATTEMPT0022676,ACC0007270,BRW0008810,2026-01-29 17:09:32,CALL0005770,AGT0000011,5,VND0000001,RINGING
ATTEMPT0022677,ACC0018200,BRW0004099,2026-07-04 11:59:34,CALL0088025,AGT0000468,4,VND0000006,CONNECTED
ATTEMPT0022678,ACC0008948,BRW0008795,2026-07-09 15:29:55,CALL0004224,AGT0000768,7,VND0000014,BUSY
ATTEMPT0022679,ACC0006948,BRW0008060,2026-05-08 17:31:55,CALL0072438,AGT0000784,2,VND0000001,CONNECTED
ATTEMPT0022680,ACC0011143,BRW0004041,2026-02-07 18:15:52,CALL0013815,AGT0000559,6,VND0000010,FAILED
ATTEMPT0022681,ACC0025003,BRW0006514,2026-03-31 19:17:22,CALL0010282,AGT0000072,5,VND0000008,BUSY
ATTEMPT0022682,ACC0008293,BRW0003620,2026-03-23 06:04:12,CALL0060749,AGT0000419,6,VND0000005,NO_ANSWER
ATTEMPT0022683,ACC0001464,BRW0007147,2026-01-26 19:41:30,CALL0062290,AGT0000694,7,VND0000015,BUSY
ATTEMPT0022684,ACC0019807,BRW0004927,2026-04-30 06:26:04,CALL0084375,AGT0000152,5,VND0000001,NO_ANSWER
ATTEMPT0022685,ACC0002889,BRW0000312,2026-01-16 10:03:16,CALL0012660,AGT0000681,2,VND0000015,RINGING
ATTEMPT0022686,ACC0004104,BRW0004571,2026-07-11 17:19:12,CALL0069280,AGT0000524,7,VND0000014,BUSY
ATTEMPT0022687,ACC0000684,BRW0006484,2026-07-17 06:51:13,CALL0000244,AGT0000928,6,VND0000013,CONNECTED
ATTEMPT0022688,ACC0022290,BRW0008004,2026-05-21 02:03:43,CALL0067397,AGT0000229,1,VND0000010,BUSY
ATTEMPT0022689,ACC0009882,BRW0001455,2026-03-11 08:41:51,CALL0001452,AGT0000735,1,VND0000001,FAILED
ATTEMPT0022690,ACC0015685,BRW0009047,2026-05-30 13:19:48,CALL0075519,AGT0000814,7,VND0000011,RINGING
ATTEMPT0022691,ACC0028630,BRW0009525,2026-05-05 12:29:03,CALL0045895,AGT0000854,2,VND0000010,CONNECTED
ATTEMPT0022692,ACC0001737,BRW0006625,2026-06-02 00:12:52,CALL0020284,AGT0000313,2,VND0000011,CONNECTED
ATTEMPT0022693,ACC0002419,BRW0011813,2026-03-31 03:21:38,CALL0069828,AGT0000544,3,VND0000014,RINGING
ATTEMPT0022694,ACC0024607,BRW0007688,2026-05-31 08:45:13,CALL0030183,AGT0000125,5,VND0000001,CONNECTED
ATTEMPT0022695,ACC0005003,BRW0010108,2026-05-14 07:15:31,CALL0022452,AGT0000816,4,VND0000001,CONNECTED
ATTEMPT0022696,ACC0007329,BRW0004161,2026-02-28 20:43:53,CALL0078540,AGT0000593,7,VND0000002,RINGING
ATTEMPT0022697,ACC0018628,BRW0004302,2026-04-13 12:58:05,CALL0075420,AGT0000253,7,VND0000003,NO_ANSWER
ATTEMPT0022698,ACC0003357,BRW0004592,2026-03-04 07:40:39,CALL0038852,AGT0000342,3,VND0000001,FAILED
ATTEMPT0022699,ACC0008096,BRW0009761,2026-07-20 03:38:54,CALL0051606,AGT0000201,4,VND0000003,RINGING
ATTEMPT0022700,ACC0002190,BRW0006525,2026-06-20 22:11:57,CALL0071701,AGT0000979,6,VND0000004,RINGING
ATTEMPT0022701,ACC0015110,BRW0009811,2026-07-21 09:47:26,CALL0049384,AGT0000261,5,VND0000010,FAILED
ATTEMPT0022702,ACC0000253,BRW0006590,2026-05-24 09:45:45,CALL0069363,AGT0000325,4,VND0000004,FAILED
ATTEMPT0022703,ACC0000708,BRW0006502,2026-03-28 17:07:49,CALL0074210,AGT0000105,4,VND0000002,NO_ANSWER
