whatsapp_event_id,account_id,borrower_id,event_at,message_id,event_type,template_code,provider_id
WHATSAPP_EVENT0002768,ACC0014222,BRW0002920,2026-04-20 20:51:48,MSG000004343,SENT,PAYMENT_LINK,VND0000002
WHATSAPP_EVENT0002769,ACC0007407,BRW0005273,2026-05-07 12:34:56,MSG000004150,SENT,PTP_01,VND0000001
WHATSAPP_EVENT0002770,ACC0001446,BRW0011516,2026-07-10 17:16:54,MSG000012529,REPLIED,FIELD_VISIT,VND0000004
WHATSAPP_EVENT0002771,ACC0021314,BRW0003807,2026-06-03 10:49:12,MSG000043444,DELIVERED,LEGAL_NOTICE,VND0000006
WHATSAPP_EVENT0002772,ACC0024330,BRW0005737,2026-02-08 09:33:45,MSG000030741,READ,FIELD_VISIT,VND0000014
WHATSAPP_EVENT0002773,ACC0005253,BRW0001436,2026-04-07 19:35:04,MSG000012038,READ,FIELD_VISIT,VND0000014
WHATSAPP_EVENT0002774,ACC0011094,BRW0007197,2026-07-29 22:21:57,MSG000016000,DELIVERED,FIELD_VISIT,VND0000003
WHATSAPP_EVENT0002775,ACC0016585,BRW0006581,2026-07-04 21:14:10,MSG000041852,DELIVERED,REMINDER_01,VND0000003
WHATSAPP_EVENT0002776,ACC0020123,BRW0002378,2026-02-15 09:38:52,MSG000000280,DELIVERED,LEGAL_NOTICE,VND0000007
WHATSAPP_EVENT0002777,ACC0013781,BRW0000082,2026-02-18 07:39:14,MSG000037518,READ,PAYMENT_LINK,VND0000008
WHATSAPP_EVENT0002778,ACC0009862,BRW0001746,2026-04-29 15:13:15,MSG000008194,DELIVERED,PTP_01,VND0000012
WHATSAPP_EVENT0002779,ACC0001773,BRW0007901,2026-04-27 17:50:58,MSG000045374,SENT,PTP_01,VND0000011
WHATSAPP_EVENT0002780,ACC0013061,BRW0011639,2026-05-18 05:58:24,MSG000038999,SENT,PAYMENT_LINK,VND0000008
WHATSAPP_EVENT0002781,ACC0016482,BRW0003098,2026-04-05 07:41:06,MSG000022358,DELIVERED,REMINDER_01,VND0000011
WHATSAPP_EVENT0002782,ACC0021685,BRW0000107,2026-06-24 14:28:46,MSG000014437,SENT,LEGAL_NOTICE,VND0000003
WHATSAPP_EVENT0002783,ACC0025018,BRW0011820,2026-02-18 23:37:35,MSG000010131,FAILED,PAYMENT_LINK,VND0000011
WHATSAPP_EVENT0002784,ACC0005670,BRW0005275,2026-05-14 18:13:03,MSG000043092,READ,REMINDER_01,VND0000011
WHATSAPP_EVENT0002785,ACC0004077,BRW0010071,2026-04-19 20:03:12,MSG000003855,SENT,PAYMENT_LINK,VND0000013
WHATSAPP_EVENT0002786,ACC0008048,BRW0008149,2026-07-10 14:33:25,MSG000015864,REPLIED,LEGAL_NOTICE,VND0000003
WHATSAPP_EVENT0002787,ACC0010851,BRW0010957,2026-02-02 23:21:32,MSG000025217,READ,PTP_01,VND0000007
WHATSAPP_EVENT0002788,ACC0020748,BRW0007339,2026-04-10 10:51:38,MSG000027058,DELIVERED,PAYMENT_LINK,VND0000012
WHATSAPP_EVENT0002789,ACC0022142,BRW0009786,2026-02-03 10:14:43,MSG000013595,READ,PTP_01,VND0000012
WHATSAPP_EVENT0002790,ACC0028267,BRW0011845,2026-05-31 10:56:43,MSG000022445,READ,FIELD_VISIT,VND0000005
WHATSAPP_EVENT0002791,ACC0023298,BRW0002946,2026-04-23 00:07:24,MSG000029629,SENT,LEGAL_NOTICE,VND0000007
WHATSAPP_EVENT0002792,ACC0017207,BRW0001569,2026-02-21 19:13:14,MSG000014653,FAILED,REMINDER_01,VND0000006
WHATSAPP_EVENT0002793,ACC0028825,BRW0009538,2026-08-06 10:52:48,MSG000014786,FAILED,FIELD_VISIT,VND0000007
WHATSAPP_EVENT0002794,ACC0009949,BRW0000390,2026-05-17 20:26:26,MSG000023747,FAILED,PAYMENT_LINK,VND0000006
WHATSAPP_EVENT0002795,ACC0010344,BRW0004342,2026-02-19 18:57:48,MSG000015914,SENT,REMINDER_01,VND0000007
WHATSAPP_EVENT0002796,ACC0027671,BRW0001803,2026-01-22 04:22:03,MSG000000776,FAILED,REMINDER_01,VND0000006
WHATSAPP_EVENT0002797,ACC0021665,BRW0008302,2026-01-22 04:20:27,MSG000049982,SENT,LEGAL_NOTICE,VND0000007
WHATSAPP_EVENT0002798,ACC0028737,BRW0010029,2026-07-09 09:31:55,MSG000017412,DELIVERED,PTP_01,VND0000006
WHATSAPP_EVENT0002799,ACC0017727,BRW0007205,2026-04-20 09:52:34,MSG000047580,DELIVERED,REMINDER_01,VND0000008
WHATSAPP_EVENT0002800,ACC0010010,BRW0010094,2026-04-03 07:11:57,MSG000016352,SENT,LEGAL_NOTICE,VND0000004
WHATSAPP_EVENT0002801,ACC0012492,BRW0004978,2026-03-17 03:28:58,MSG000021355,FAILED,FIELD_VISIT,VND0000002
WHATSAPP_EVENT0002802,ACC0004437,BRW0009959,2026-06-09 05:07:25,MSG000018327,REPLIED,FIELD_VISIT,VND0000006
WHATSAPP_EVENT0002803,ACC0028470,BRW0001417,2026-07-29 15:16:05,MSG000025053,SENT,PTP_01,VND0000015
WHATSAPP_EVENT0002804,ACC0013991,BRW0004988,2026-03-27 06:58:36,MSG000023332,READ,PAYMENT_LINK,VND0000010
WHATSAPP_EVENT0002805,ACC0004227,BRW0002422,2026-02-14 15:36:57,MSG000049454,SENT,LEGAL_NOTICE,VND0000004
WHATSAPP_EVENT0002806,ACC0011643,BRW0006910,2026-07-17 04:59:58,MSG000004698,PAYMENT_CLICK,PTP_01,VND0000005
WHATSAPP_EVENT0002807,ACC0006080,BRW0009387,2026-01-12 07:43:28,MSG000006301,FAILED,PAYMENT_LINK,VND0000003
WHATSAPP_EVENT0002808,ACC0028835,BRW0005765,2026-02-10 12:25:30,MSG000033314,SENT,LEGAL_NOTICE,VND0000009
WHATSAPP_EVENT0002809,ACC0023937,BRW0009347,2026-03-23 14:34:51,MSG000020578,REPLIED,FIELD_VISIT,VND0000013
WHATSAPP_EVENT0002810,ACC0022710,BRW0003940,2026-04-30 02:20:02,MSG000015795,FAILED,PAYMENT_LINK,VND0000014
WHATSAPP_EVENT0002811,ACC0023620,BRW0010502,2026-08-06 10:52:08,MSG000004269,READ,PTP_01,VND0000014
WHATSAPP_EVENT0002812,ACC0008293,BRW0004270,2026-06-10 08:50:55,MSG000037906,SENT,PTP_01,VND0000015
WHATSAPP_EVENT0002813,ACC0026505,BRW0011750,2026-05-03 23:19:49,MSG000003184,FAILED,PTP_01,VND0000005
WHATSAPP_EVENT0002814,ACC0001962,BRW0003961,2026-06-28 01:52:35,MSG000014513,REPLIED,REMINDER_01,VND0000004
WHATSAPP_EVENT0002815,ACC0013812,BRW0008884,2026-05-08 17:44:02,MSG000029093,SENT,LEGAL_NOTICE,VND0000011
WHATSAPP_EVENT0002816,ACC0021936,BRW0005424,2026-02-28 20:40:38,MSG000025160,DELIVERED,PAYMENT_LINK,VND0000011
WHATSAPP_EVENT0002817,ACC0027439,BRW0002106,2026-04-20 20:01:47,MSG000040202,FAILED,REMINDER_01,VND0000012
WHATSAPP_EVENT0002818,ACC0010599,BRW0001399,2026-02-17 18:06:16,MSG000044285,READ,PAYMENT_LINK,VND0000014
WHATSAPP_EVENT0002819,ACC0018014,BRW0009622,2026-06-28 03:32:53,MSG000007309,REPLIED,PTP_01,VND0000006
WHATSAPP_EVENT0002820,ACC0012841,BRW0005489,2026-01-23 10:26:00,MSG000049570,PAYMENT_CLICK,REMINDER_01,VND0000012
WHATSAPP_EVENT0002821,ACC0029724,BRW0000523,2026-04-14 04:22:37,MSG000002745,SENT,LEGAL_NOTICE,VND0000006
WHATSAPP_EVENT0002822,ACC0001566,BRW0006875,2026-01-15 13:33:08,MSG000031835,FAILED,REMINDER_01,VND0000004
WHATSAPP_EVENT0002823,ACC0025953,BRW0005350,2026-05-28 17:54:07,MSG000030207,PAYMENT_CLICK,LEGAL_NOTICE,VND0000011
WHATSAPP_EVENT0002824,ACC0013190,BRW0010555,2026-06-25 10:09:34,MSG000034105,PAYMENT_CLICK,PAYMENT_LINK,VND0000005
WHATSAPP_EVENT0002825,ACC0027591,BRW0006441,2026-01-18 18:31:24,MSG000038544,REPLIED,FIELD_VISIT,VND0000008
WHATSAPP_EVENT0002826,ACC0000357,BRW0001390,2026-07-30 21:22:24,MSG000016133,PAYMENT_CLICK,PTP_01,VND0000013
WHATSAPP_EVENT0002827,ACC0007876,BRW0003681,2026-07-16 11:50:47,MSG000035285,SENT,LEGAL_NOTICE,VND0000010
WHATSAPP_EVENT0002828,ACC0005662,BRW0002914,2026-02-15 09:51:50,MSG000046770,READ,LEGAL_NOTICE,VND0000013
WHATSAPP_EVENT0002829,ACC0023930,BRW0003920,2026-05-12 21:58:46,MSG000034354,FAILED,LEGAL_NOTICE,VND0000007
WHATSAPP_EVENT0002830,ACC0009918,BRW0005648,2026-01-15 22:07:12,MSG000014419,DELIVERED,REMINDER_01,VND0000007
WHATSAPP_EVENT0002831,ACC0024058,BRW0010200,2026-04-03 04:00:49,MSG000045783,FAILED,REMINDER_01,VND0000010
WHATSAPP_EVENT0002832,ACC0019593,BRW0002829,2026-02-06 06:48:03,MSG000018079,REPLIED,REMINDER_01,VND0000009
WHATSAPP_EVENT0002833,ACC0026764,BRW0004975,2026-05-26 17:03:36,MSG000023585,PAYMENT_CLICK,PAYMENT_LINK,VND0000001
WHATSAPP_EVENT0002834,ACC0017884,BRW0006145,2026-02-02 23:09:10,MSG000020021,READ,REMINDER_01,VND0000006
WHATSAPP_EVENT0002835,ACC0025069,BRW0002783,2026-06-17 08:01:34,MSG000004174,SENT,PTP_01,VND0000013
WHATSAPP_EVENT0002836,ACC0003741,BRW0000048,2026-06-12 16:32:02,MSG000008830,REPLIED,FIELD_VISIT,VND0000010
WHATSAPP_EVENT0002837,ACC0021076,BRW0004599,2026-08-06 14:38:12,MSG000013877,PAYMENT_CLICK,PAYMENT_LINK,VND0000008
WHATSAPP_EVENT0002838,ACC0015452,BRW0002925,2026-06-29 22:28:39,MSG000012764,FAILED,PTP_01,VND0000009
WHATSAPP_EVENT0002839,ACC0027231,BRW0010140,2026-01-21 10:49:13,MSG000026399,SENT,FIELD_VISIT,VND0000008
WHATSAPP_EVENT0002840,ACC0000892,BRW0003285,2026-04-18 18:41:02,MSG000007227,REPLIED,PTP_01,VND0000013
WHATSAPP_EVENT0002841,ACC0001005,BRW0000983,2026-03-31 15:20:43,MSG000032490,FAILED,PAYMENT_LINK,VND0000011
WHATSAPP_EVENT0002842,ACC0020852,BRW0004592,2026-07-19 06:24:08,MSG000047147,FAILED,FIELD_VISIT,VND0000012
WHATSAPP_EVENT0002843,ACC0018076,BRW0001700,2026-05-01 01:02:34,MSG000048758,DELIVERED,PAYMENT_LINK,VND0000001
WHATSAPP_EVENT0002844,ACC0023180,BRW0005905,2026-06-23 07:05:41,MSG000006617,FAILED,PTP_01,VND0000013
WHATSAPP_EVENT0002845,ACC0025847,BRW0008886,2026-05-03 21:59:35,MSG000019237,PAYMENT_CLICK,PAYMENT_LINK,VND0000014
WHATSAPP_EVENT0002846,ACC0026155,BRW0002665,2026-06-24 14:11:30,MSG000049240,PAYMENT_CLICK,PTP_01,VND0000003
WHATSAPP_EVENT0002847,ACC0025815,BRW0008353,2026-01-10 12:48:31,MSG000044734,FAILED,LEGAL_NOTICE,VND0000007
WHATSAPP_EVENT0002848,ACC0020987,BRW0010242,2026-07-18 16:19:20,MSG000023422,FAILED,REMINDER_01,VND0000011
WHATSAPP_EVENT0002849,ACC0010851,BRW0002417,2026-06-03 14:30:20,MSG000016821,PAYMENT_CLICK,FIELD_VISIT,VND0000014
WHATSAPP_EVENT0002850,ACC0019831,BRW0006426,2026-07-08 17:56:16,MSG000025762,DELIVERED,PTP_01,VND0000009
WHATSAPP_EVENT0002851,ACC0001503,BRW0006960,2026-02-09 13:10:13,MSG000005756,REPLIED,PAYMENT_LINK,VND0000014
WHATSAPP_EVENT0002852,ACC0028597,BRW0007733,2026-06-12 12:30:09,MSG000045992,PAYMENT_CLICK,PAYMENT_LINK,VND0000014
WHATSAPP_EVENT0002853,ACC0012175,BRW0009429,2026-06-30 22:29:16,MSG000001281,FAILED,PTP_01,VND0000006
WHATSAPP_EVENT0002854,ACC0023209,BRW0002235,2026-03-13 03:06:54,MSG000041611,PAYMENT_CLICK,FIELD_VISIT,VND0000014
WHATSAPP_EVENT0002855,ACC0016715,BRW0000217,2026-07-13 03:22:35,MSG000032410,PAYMENT_CLICK,LEGAL_NOTICE,VND0000006
WHATSAPP_EVENT0002856,ACC0004871,BRW0008321,2026-06-18 21:07:08,MSG000036564,SENT,REMINDER_01,VND0000002
WHATSAPP_EVENT0002857,ACC0024008,BRW0004609,2026-03-01 17:26:43,MSG000006655,READ,PTP_01,VND0000008
WHATSAPP_EVENT0002858,ACC0013187,BRW0011786,2026-03-10 04:44:38,MSG000047482,READ,REMINDER_01,VND0000014
WHATSAPP_EVENT0002859,ACC0022959,BRW0005665,2026-01-15 10:01:15,MSG000012001,PAYMENT_CLICK,PTP_01,VND0000011
WHATSAPP_EVENT0002860,ACC0025214,BRW0008783,2026-06-04 00:14:28,MSG000010234,SENT,PAYMENT_LINK,VND0000012
WHATSAPP_EVENT0002861,ACC0007473,BRW0011818,2026-04-07 23:00:39,MSG000022627,PAYMENT_CLICK,PAYMENT_LINK,VND0000007
WHATSAPP_EVENT0002862,ACC0028064,BRW0010823,2026-02-16 16:40:58,MSG000048431,REPLIED,LEGAL_NOTICE,VND0000008
WHATSAPP_EVENT0002863,ACC0011526,BRW0009604,2026-06-11 06:01:08,MSG000036072,PAYMENT_CLICK,REMINDER_01,VND0000007
WHATSAPP_EVENT0002864,ACC0006667,BRW0002818,2026-04-06 02:14:55,MSG000001438,SENT,LEGAL_NOTICE,VND0000008
WHATSAPP_EVENT0002865,ACC0003703,BRW0011718,2026-05-03 17:41:57,MSG000009157,READ,PTP_01,VND0000007
WHATSAPP_EVENT0002866,ACC0001409,BRW0001876,2026-07-30 22:36:11,MSG000021725,PAYMENT_CLICK,PTP_01,VND0000015
WHATSAPP_EVENT0002867,ACC0012398,BRW0010401,2026-01-20 12:16:56,MSG000026934,DELIVERED,FIELD_VISIT,VND0000009
WHATSAPP_EVENT0002868,ACC0014843,BRW0007251,2026-01-02 04:15:17,MSG000012885,DELIVERED,PTP_01,VND0000008
WHATSAPP_EVENT0002869,ACC0025217,BRW0006824,2026-04-19 08:52:06,MSG000045525,PAYMENT_CLICK,LEGAL_NOTICE,VND0000010
WHATSAPP_EVENT0002870,ACC0016034,BRW0010360,2026-06-08 02:00:06,MSG000025338,SENT,LEGAL_NOTICE,VND0000005
WHATSAPP_EVENT0002871,ACC0025846,BRW0007689,2026-04-18 07:30:23,MSG000048241,READ,REMINDER_01,VND0000015
WHATSAPP_EVENT0002872,ACC0016741,BRW0001019,2026-03-08 13:16:25,MSG000022564,SENT,PAYMENT_LINK,VND0000008
WHATSAPP_EVENT0002873,ACC0018549,BRW0001307,2026-04-03 10:04:07,MSG000027407,PAYMENT_CLICK,PAYMENT_LINK,VND0000012
WHATSAPP_EVENT0002874,ACC0023004,BRW0010781,2026-03-11 21:08:49,MSG000019727,DELIVERED,REMINDER_01,VND0000009
WHATSAPP_EVENT0002875,ACC0008750,BRW0010222,2026-01-05 12:18:48,MSG000010980,FAILED,LEGAL_NOTICE,VND0000011
WHATSAPP_EVENT0002876,ACC0008159,BRW0010766,2026-02-01 13:18:58,MSG000039044,SENT,LEGAL_NOTICE,VND0000005
WHATSAPP_EVENT0002877,ACC0021272,BRW0007089,2026-03-18 05:47:46,MSG000040127,REPLIED,PTP_01,VND0000009
WHATSAPP_EVENT0002878,ACC0007094,BRW0001681,2026-07-18 04:12:46,MSG000008521,READ,PAYMENT_LINK,VND0000007
WHATSAPP_EVENT0002879,ACC0010218,BRW0006943,2026-04-10 02:14:47,MSG000010627,SENT,REMINDER_01,VND0000014
WHATSAPP_EVENT0002880,ACC0002712,BRW0011996,2026-07-14 11:06:56,MSG000024605,READ,REMINDER_01,VND0000013
WHATSAPP_EVENT0002881,ACC0019163,BRW0005263,2026-02-17 14:38:13,MSG000035610,REPLIED,FIELD_VISIT,VND0000013
WHATSAPP_EVENT0002882,ACC0023871,BRW0003291,2026-08-07 23:52:27,MSG000020799,SENT,PAYMENT_LINK,VND0000015
WHATSAPP_EVENT0002883,ACC0018222,BRW0004997,2026-02-19 00:23:39,MSG000023933,PAYMENT_CLICK,FIELD_VISIT,VND0000004
WHATSAPP_EVENT0002884,ACC0018570,BRW0009964,2026-03-13 14:39:51,MSG000018313,REPLIED,FIELD_VISIT,VND0000012
WHATSAPP_EVENT0002885,ACC0004832,BRW0011540,2026-07-16 19:27:23,MSG000010720,DELIVERED,FIELD_VISIT,VND0000008
WHATSAPP_EVENT0002886,ACC0023687,BRW0010282,2026-02-01 21:46:35,MSG000039371,PAYMENT_CLICK,PTP_01,VND0000008
WHATSAPP_EVENT0002887,ACC0005634,BRW0007696,2026-02-17 21:53:30,MSG000006843,PAYMENT_CLICK,PAYMENT_LINK,VND0000009
WHATSAPP_EVENT0002888,ACC0020757,BRW0008223,2026-04-20 07:26:31,MSG000019087,DELIVERED,FIELD_VISIT,VND0000015
WHATSAPP_EVENT0002889,ACC0023132,BRW0003836,2026-05-11 13:16:29,MSG000014075,READ,PAYMENT_LINK,VND0000013
WHATSAPP_EVENT0002890,ACC0017495,BRW0010170,2026-05-12 14:55:09,MSG000036782,PAYMENT_CLICK,REMINDER_01,VND0000002
WHATSAPP_EVENT0002891,ACC0018885,BRW0000019,2026-07-01 16:19:27,MSG000046039,FAILED,REMINDER_01,VND0000006
WHATSAPP_EVENT0002892,ACC0020356,BRW0007680,2026-07-12 04:42:42,MSG000006672,SENT,LEGAL_NOTICE,VND0000010
WHATSAPP_EVENT0002893,ACC0010120,BRW0009954,2026-07-07 00:54:18,MSG000012930,REPLIED,FIELD_VISIT,VND0000009
WHATSAPP_EVENT0002894,ACC0012143,BRW0009142,2026-06-06 13:53:59,MSG000045632,PAYMENT_CLICK,PTP_01,VND0000010
WHATSAPP_EVENT0002895,ACC0015867,BRW0011781,2026-06-22 23:22:23,MSG000028067,PAYMENT_CLICK,PAYMENT_LINK,VND0000012
WHATSAPP_EVENT0002896,ACC0013305,BRW0005740,2026-03-07 05:13:31,MSG000012071,FAILED,FIELD_VISIT,VND0000004
WHATSAPP_EVENT0002897,ACC0022412,BRW0004430,2026-05-07 03:36:52,MSG000043518,PAYMENT_CLICK,PTP_01,VND0000012
WHATSAPP_EVENT0002898,ACC0025477,BRW0009606,2026-05-09 02:49:18,MSG000035236,PAYMENT_CLICK,PTP_01,VND0000002
WHATSAPP_EVENT0002899,ACC0021582,BRW0010498,2026-02-08 00:36:14,MSG000005336,DELIVERED,REMINDER_01,VND0000012
WHATSAPP_EVENT0002900,ACC0029437,BRW0009090,2026-02-09 00:46:35,MSG000042912,SENT,FIELD_VISIT,VND0000005
WHATSAPP_EVENT0002901,ACC0021339,BRW0006324,2026-02-26 17:22:53,MSG000028537,READ,LEGAL_NOTICE,VND0000009
WHATSAPP_EVENT0002902,ACC0022658,BRW0009989,2026-02-22 15:19:54,MSG000030761,SENT,PTP_01,VND0000005
WHATSAPP_EVENT0002903,ACC0019632,BRW0008212,2026-04-29 08:21:55,MSG000011670,FAILED,REMINDER_01,VND0000008
WHATSAPP_EVENT0002904,ACC0025227,BRW0003113,2026-03-29 14:03:48,MSG000021280,DELIVERED,REMINDER_01,VND0000010
WHATSAPP_EVENT0002905,ACC0025132,BRW0008996,2026-01-20 18:25:58,MSG000026825,PAYMENT_CLICK,REMINDER_01,VND0000001
WHATSAPP_EVENT0002906,ACC0024067,BRW0008743,2026-03-22 15:54:28,MSG000011233,FAILED,FIELD_VISIT,VND0000005
WHATSAPP_EVENT0002907,ACC0013566,BRW0006964,2026-06-08 16:44:18,MSG000034255,PAYMENT_CLICK,PTP_01,VND0000008
WHATSAPP_EVENT0002908,ACC0007251,BRW0011151,2026-05-06 18:56:22,MSG000020665,PAYMENT_CLICK,LEGAL_NOTICE,VND0000010
WHATSAPP_EVENT0002909,ACC0015731,BRW0011478,2026-07-17 14:28:35,MSG000002766,SENT,PTP_01,VND0000002
WHATSAPP_EVENT0002910,ACC0027505,BRW0003579,2026-02-27 04:05:33,MSG000000474,PAYMENT_CLICK,LEGAL_NOTICE,VND0000004
WHATSAPP_EVENT0002911,ACC0002985,BRW0001263,2026-05-06 14:33:23,MSG000019956,READ,PTP_01,VND0000014
WHATSAPP_EVENT0002912,ACC0029288,BRW0001153,2026-03-13 01:29:11,MSG000034457,SENT,PTP_01,VND0000006
WHATSAPP_EVENT0002913,ACC0029622,BRW0007560,2026-06-15 03:11:41,MSG000044363,SENT,FIELD_VISIT,VND0000003
WHATSAPP_EVENT0002914,ACC0027777,BRW0003188,2026-01-15 11:10:05,MSG000006036,SENT,PAYMENT_LINK,VND0000011
WHATSAPP_EVENT0002915,ACC0017431,BRW0008306,2026-07-02 06:55:28,MSG000029598,REPLIED,REMINDER_01,VND0000010
WHATSAPP_EVENT0002916,ACC0001782,BRW0003017,2026-04-26 09:28:59,MSG000013521,SENT,REMINDER_01,VND0000002
WHATSAPP_EVENT0002917,ACC0014277,BRW0000194,2026-06-05 14:15:10,MSG000032588,DELIVERED,PTP_01,VND0000001
WHATSAPP_EVENT0002918,ACC0002929,BRW0006613,2026-01-20 21:28:25,MSG000036407,PAYMENT_CLICK,FIELD_VISIT,VND0000005
WHATSAPP_EVENT0002919,ACC0021578,BRW0000521,2026-05-09 17:32:29,MSG000045616,READ,REMINDER_01,VND0000002
WHATSAPP_EVENT0002920,ACC0009008,BRW0010827,2026-07-24 01:10:53,MSG000027498,DELIVERED,PTP_01,VND0000014
WHATSAPP_EVENT0002921,ACC0019658,BRW0010479,2026-06-28 02:00:22,MSG000025613,REPLIED,FIELD_VISIT,VND0000002
WHATSAPP_EVENT0002922,ACC0014529,BRW0004960,2026-01-19 03:00:54,MSG000009131,PAYMENT_CLICK,REMINDER_01,VND0000008
WHATSAPP_EVENT0002923,ACC0007076,BRW0001194,2026-06-29 23:59:02,MSG000023026,FAILED,PTP_01,VND0000010
WHATSAPP_EVENT0002924,ACC0019863,BRW0004492,2026-02-03 20:39:51,MSG000026147,SENT,FIELD_VISIT,VND0000013
WHATSAPP_EVENT0002925,ACC0027222,BRW0011616,2026-08-04 15:16:28,MSG000032968,FAILED,PTP_01,VND0000013
WHATSAPP_EVENT0002926,ACC0021377,BRW0009134,2026-03-27 21:03:12,MSG000005293,PAYMENT_CLICK,PTP_01,VND0000010
WHATSAPP_EVENT0002927,ACC0003312,BRW0007944,2026-07-11 19:26:59,MSG000049354,DELIVERED,LEGAL_NOTICE,VND0000014
WHATSAPP_EVENT0002928,ACC0026183,BRW0005951,2026-02-11 07:54:06,MSG000030880,FAILED,LEGAL_NOTICE,VND0000013
WHATSAPP_EVENT0002929,ACC0016505,BRW0005947,2026-01-11 01:07:54,MSG000002455,READ,LEGAL_NOTICE,VND0000010
WHATSAPP_EVENT0002930,ACC0023447,BRW0003428,2026-02-20 03:16:41,MSG000008291,DELIVERED,PAYMENT_LINK,VND0000007
WHATSAPP_EVENT0002931,ACC0000706,BRW0007593,2026-05-08 00:34:03,MSG000018045,REPLIED,FIELD_VISIT,VND0000005
WHATSAPP_EVENT0002932,ACC0000958,BRW0009295,2026-07-26 12:41:26,MSG000027273,PAYMENT_CLICK,PTP_01,VND0000008
WHATSAPP_EVENT0002933,ACC0008307,BRW0010452,2026-04-27 19:54:09,MSG000026048,DELIVERED,REMINDER_01,VND0000009
WHATSAPP_EVENT0002934,ACC0000834,BRW0008023,2026-02-13 06:03:05,MSG000048291,READ,PAYMENT_LINK,VND0000001
WHATSAPP_EVENT0002935,ACC0029478,BRW0000822,2026-05-06 19:46:24,MSG000020235,FAILED,FIELD_VISIT,VND0000012
WHATSAPP_EVENT0002936,ACC0005885,BRW0008586,2026-02-23 05:35:34,MSG000021643,READ,FIELD_VISIT,VND0000006
WHATSAPP_EVENT0002937,ACC0013435,BRW0010216,2026-01-01 05:18:57,MSG000011406,DELIVERED,FIELD_VISIT,VND0000005
WHATSAPP_EVENT0002938,ACC0024281,BRW0002990,2026-03-23 09:40:15,MSG000044230,SENT,PTP_01,VND0000010
WHATSAPP_EVENT0002939,ACC0027907,BRW0010206,2026-07-11 09:23:04,MSG000005334,DELIVERED,PAYMENT_LINK,VND0000006
WHATSAPP_EVENT0002940,ACC0016886,BRW0000102,2026-04-10 10:33:34,MSG000041986,READ,FIELD_VISIT,VND0000003
WHATSAPP_EVENT0002941,ACC0014026,BRW0008668,2026-07-24 15:33:16,MSG000004154,PAYMENT_CLICK,LEGAL_NOTICE,VND0000010
WHATSAPP_EVENT0002942,ACC0029775,BRW0003628,2026-07-05 18:44:05,MSG000023336,REPLIED,PTP_01,VND0000010
WHATSAPP_EVENT0002943,ACC0025070,BRW0001880,2026-04-13 05:28:59,MSG000028275,READ,REMINDER_01,VND0000008
WHATSAPP_EVENT0002944,ACC0018690,BRW0002543,2026-03-19 07:12:09,MSG000036020,FAILED,FIELD_VISIT,VND0000010
WHATSAPP_EVENT0002945,ACC0012733,BRW0007770,2026-03-14 14:32:14,MSG000036131,DELIVERED,FIELD_VISIT,VND0000008
WHATSAPP_EVENT0002946,ACC0015066,BRW0005224,2026-04-27 13:14:20,MSG000047834,PAYMENT_CLICK,FIELD_VISIT,VND0000013
WHATSAPP_EVENT0002947,ACC0003543,BRW0002036,2026-05-05 03:45:58,MSG000004100,PAYMENT_CLICK,LEGAL_NOTICE,VND0000002
WHATSAPP_EVENT0002948,ACC0003832,BRW0004470,2026-06-17 18:08:56,MSG000021126,SENT,FIELD_VISIT,VND0000014
WHATSAPP_EVENT0002949,ACC0028666,BRW0007934,2026-06-21 01:17:48,MSG000037457,FAILED,REMINDER_01,VND0000003
WHATSAPP_EVENT0002950,ACC0010756,BRW0006931,2026-04-02 01:07:51,MSG000000879,READ,REMINDER_01,VND0000010
WHATSAPP_EVENT0002951,ACC0018537,BRW0010299,2026-07-16 11:13:02,MSG000015269,SENT,LEGAL_NOTICE,VND0000006
WHATSAPP_EVENT0002952,ACC0018248,BRW0005043,2026-02-28 08:17:00,MSG000041489,FAILED,PAYMENT_LINK,VND0000012
WHATSAPP_EVENT0002953,ACC0007389,BRW0007151,2026-04-08 14:07:02,MSG000006025,REPLIED,FIELD_VISIT,VND0000007
WHATSAPP_EVENT0002954,ACC0011580,BRW0007538,2026-03-25 19:46:00,MSG000031832,PAYMENT_CLICK,PTP_01,VND0000007
WHATSAPP_EVENT0002955,ACC0016671,BRW0008609,2026-02-24 10:19:35,MSG000000657,REPLIED,REMINDER_01,VND0000002
WHATSAPP_EVENT0002956,ACC0014359,BRW0002551,2026-02-08 21:35:51,MSG000009981,SENT,FIELD_VISIT,VND0000008
WHATSAPP_EVENT0002957,ACC0001456,BRW0009882,2026-05-20 12:32:47,MSG000016259,READ,FIELD_VISIT,VND0000015
WHATSAPP_EVENT0002958,ACC0009480,BRW0001206,2026-06-20 18:55:09,MSG000044463,READ,REMINDER_01,VND0000013
WHATSAPP_EVENT0002959,ACC0025314,BRW0004825,2026-03-20 13:58:44,MSG000009333,DELIVERED,REMINDER_01,VND0000008
WHATSAPP_EVENT0002960,ACC0011366,BRW0007765,2026-02-11 10:10:25,MSG000034984,REPLIED,FIELD_VISIT,VND0000015
WHATSAPP_EVENT0002961,ACC0025061,BRW0011070,2026-06-22 15:16:33,MSG000035725,REPLIED,REMINDER_01,VND0000003
WHATSAPP_EVENT0002962,ACC0027751,BRW0004355,2026-03-17 16:03:48,MSG000018306,DELIVERED,PAYMENT_LINK,VND0000013
