disposition_id,account_id,borrower_id,event_at,call_id,agent_id,disposition_code,disposition_version
DISPOSITION0003578,ACC0028682,BRW0002222,2026-06-30 03:42:02,CALL0057140,AGT0000105,WRONG_NUMBER,v1
DISPOSITION0003579,ACC0007501,BRW0007073,2026-06-05 02:43:52,CALL0021128,AGT0000231,NO_CONTACT,v1
DISPOSITION0003580,ACC0013333,BRW0000837,2026-07-12 16:25:54,CALL0002395,AGT0000458,PTP_BROKEN,v1
DISPOSITION0003581,ACC0006717,BRW0004107,2026-03-06 13:24:50,CALL0035190,AGT0000029,PAID,v1
DISPOSITION0003582,ACC0023442,BRW0001066,2026-02-06 00:29:46,CALL0032083,AGT0000408,DISPUTE,v1
DISPOSITION0003583,ACC0017807,BRW0002327,2026-02-20 20:15:36,CALL0011848,AGT0000782,PAID,v2
DISPOSITION0003584,ACC0018527,BRW0003438,2026-01-12 17:17:47,CALL0019576,AGT0000756,DISPUTE,legacy
DISPOSITION0003585,ACC0011148,BRW0007409,2026-06-02 17:21:42,CALL0062665,AGT0000558,PTP,v2
DISPOSITION0003586,ACC0024940,BRW0011692,2026-04-23 10:26:56,CALL0011538,AGT0000881,WRONG_NUMBER,legacy
DISPOSITION0003587,ACC0004983,BRW0009917,2026-04-16 01:59:39,CALL0011083,AGT0000744,PTP,legacy
DISPOSITION0003588,ACC0028071,BRW0002162,2026-07-26 21:53:20,CALL0015897,AGT0000048,PTP_BROKEN,legacy
DISPOSITION0003589,ACC0021897,BRW0008093,2026-04-21 22:24:58,CALL0081281,AGT0000591,PROMISE_TO_PAY,legacy
DISPOSITION0003590,ACC0018695,BRW0003899,2026-03-27 05:52:35,CALL0072147,AGT0000994,WRONG_NUMBER,v1
DISPOSITION0003591,ACC0017903,BRW0005265,2026-06-23 12:38:26,CALL0015688,AGT0000953,NO_CONTACT,legacy
DISPOSITION0003592,ACC0003557,BRW0001710,2026-04-23 17:12:47,CALL0088596,AGT0000609,REFUSED,legacy
DISPOSITION0003593,ACC0006585,BRW0007155,2026-02-16 05:49:43,CALL0017893,AGT0000841,PROMISE_TO_PAY,v2
DISPOSITION0003594,ACC0025423,BRW0010905,2026-05-22 10:32:47,CALL0059089,AGT0000739,CALLBACK,v1
DISPOSITION0003595,ACC0015350,BRW0002425,2026-02-23 13:03:40,CALL0088866,AGT0000100,NO_CONTACT,v2
DISPOSITION0003596,ACC0023112,BRW0010085,2026-04-13 16:59:16,CALL0082848,AGT0000479,WRONG_NUMBER,v2
DISPOSITION0003597,ACC0028230,BRW0001625,2026-07-23 01:26:08,CALL0017334,AGT0000889,PTP_BROKEN,v2
DISPOSITION0003598,ACC0021698,BRW0008614,2026-01-30 22:52:36,CALL0082198,AGT0000883,NO_CONTACT,legacy
DISPOSITION0003599,ACC0027146,BRW0003973,2026-06-01 03:01:11,CALL0032609,AGT0000489,PTP_BROKEN,legacy
DISPOSITION0003600,ACC0012365,BRW0001860,2026-02-16 17:43:23,CALL0052242,AGT0000817,PAID,v1
DISPOSITION0003601,ACC0025662,BRW0002799,2026-03-05 12:28:54,CALL0012500,AGT0000623,REFUSED,legacy
DISPOSITION0003602,ACC0011841,BRW0003289,2026-04-27 19:30:51,CALL0049736,AGT0000424,PTP,v2
DISPOSITION0003603,ACC0006221,BRW0002396,2026-04-23 09:39:47,CALL0057709,AGT0000033,PTP_BROKEN,legacy
DISPOSITION0003604,ACC0025950,BRW0009486,2026-03-11 05:41:49,CALL0016105,AGT0000516,CALLBACK,v1
DISPOSITION0003605,ACC0026660,BRW0010495,2026-06-04 06:09:38,CALL0086004,AGT0000059,NO_CONTACT,v1
DISPOSITION0003606,ACC0017058,BRW0009114,2026-06-24 05:35:52,CALL0067750,AGT0000050,CALLBACK,v1
DISPOSITION0003607,ACC0020552,BRW0008139,2026-05-12 13:32:33,CALL0005073,AGT0000427,PROMISE_TO_PAY,v1
DISPOSITION0003608,ACC0008377,BRW0005386,2026-04-15 21:07:24,CALL0001868,AGT0000014,NO_CONTACT,legacy
DISPOSITION0003609,ACC0021142,BRW0004698,2026-06-05 20:32:55,CALL0041603,AGT0000248,PAID,v2
DISPOSITION0003610,ACC0011875,BRW0005061,2026-02-02 08:02:18,CALL0087288,AGT0000713,NO_CONTACT,v1
DISPOSITION0003611,ACC0028196,BRW0005095,2026-02-20 14:53:54,CALL0052527,AGT0000920,PROMISE_TO_PAY,v2
DISPOSITION0003612,ACC0005237,BRW0003874,2026-06-14 12:55:46,CALL0005181,AGT0000375,PROMISE_TO_PAY,legacy
DISPOSITION0003613,ACC0020275,BRW0004597,2026-08-05 12:28:18,CALL0067807,AGT0000114,PROMISE_TO_PAY,legacy
DISPOSITION0003614,ACC0007489,BRW0005043,2026-05-01 09:07:30,CALL0089499,AGT0000758,REFUSED,v2
DISPOSITION0003615,ACC0011053,BRW0010594,2026-04-03 20:11:42,CALL0021584,AGT0000124,PROMISE_TO_PAY,v2
DISPOSITION0003616,ACC0022379,BRW0010651,2026-02-23 22:36:51,CALL0020013,AGT0000552,DISPUTE,legacy
DISPOSITION0003617,ACC0017984,BRW0006069,2026-04-26 08:40:24,CALL0060685,AGT0000963,DISPUTE,v1
DISPOSITION0003618,ACC0004290,BRW0009803,2026-05-25 14:30:48,CALL0050963,AGT0000086,PROMISE_TO_PAY,v2
DISPOSITION0003619,ACC0029955,BRW0006532,2026-05-03 20:40:36,CALL0042872,AGT0000101,PTP,v2
DISPOSITION0003620,ACC0006971,BRW0007315,2026-07-10 17:45:39,CALL0033272,AGT0000260,REFUSED,v2
DISPOSITION0003621,ACC0020603,BRW0006039,2026-03-27 22:43:07,CALL0026143,AGT0000404,PAID,v2
DISPOSITION0003622,ACC0022470,BRW0007196,2026-07-08 17:29:37,CALL0029118,AGT0000368,PTP,legacy
DISPOSITION0003623,ACC0015622,BRW0005093,2026-05-18 16:39:01,CALL0009351,AGT0000187,PTP_BROKEN,v1
DISPOSITION0003624,ACC0024565,BRW0008207,2026-06-03 04:15:33,CALL0000400,AGT0000580,PAID,v2
DISPOSITION0003625,ACC0023844,BRW0000179,2026-01-24 09:00:55,CALL0038588,AGT0000905,WRONG_NUMBER,legacy
DISPOSITION0003626,ACC0003359,BRW0001408,2026-05-07 18:15:57,CALL0054344,AGT0000538,PTP,v1
DISPOSITION0003627,ACC0020728,BRW0009228,2026-01-12 16:36:10,CALL0006694,AGT0000847,WRONG_NUMBER,v2
DISPOSITION0003628,ACC0022498,BRW0005712,2026-04-13 05:00:30,CALL0010268,AGT0000215,WRONG_NUMBER,legacy
DISPOSITION0003629,ACC0029721,BRW0010049,2026-03-02 22:22:25,CALL0047391,AGT0000275,PTP,v2
DISPOSITION0003630,ACC0019114,BRW0003659,2026-03-06 07:26:55,CALL0038189,AGT0000326,WRONG_NUMBER,legacy
DISPOSITION0003631,ACC0002458,BRW0006428,2026-05-01 15:20:02,CALL0007160,AGT0000882,PTP,legacy
DISPOSITION0003632,ACC0016135,BRW0001580,2026-08-08 15:43:41,CALL0039188,AGT0000881,PROMISE_TO_PAY,legacy
DISPOSITION0003633,ACC0022662,BRW0001918,2026-02-13 13:22:31,CALL0030962,AGT0000457,REFUSED,legacy
DISPOSITION0003634,ACC0027322,BRW0000374,2026-02-02 19:55:04,CALL0036076,AGT0000005,PTP_BROKEN,v2
DISPOSITION0003635,ACC0007202,BRW0002544,2026-02-17 16:15:10,CALL0036790,AGT0000718,DISPUTE,legacy
DISPOSITION0003636,ACC0023337,BRW0001448,2026-02-27 23:34:37,CALL0035578,AGT0000554,NO_CONTACT,v1
DISPOSITION0003637,ACC0021650,BRW0010809,2026-04-02 01:16:10,CALL0074292,AGT0000094,REFUSED,v1
DISPOSITION0003638,ACC0026887,BRW0009118,2026-03-19 22:38:07,CALL0067217,AGT0000058,PTP_BROKEN,v1
DISPOSITION0003639,ACC0020624,BRW0005921,2026-01-06 10:31:46,CALL0048678,AGT0000566,WRONG_NUMBER,v1
DISPOSITION0003640,ACC0024816,BRW0006180,2026-03-18 20:31:50,CALL0085779,AGT0000463,PTP,v1
DISPOSITION0003641,ACC0007936,BRW0010411,2026-07-14 03:27:58,CALL0030219,AGT0000644,CALLBACK,legacy
DISPOSITION0003642,ACC0012333,BRW0001265,2026-04-23 04:24:14,CALL0020030,AGT0000766,PAID,v1
DISPOSITION0003643,ACC0024717,BRW0006969,2026-05-26 03:24:22,CALL0057358,AGT0000315,REFUSED,legacy
DISPOSITION0003644,ACC0027709,BRW0011387,2026-01-20 15:19:27,CALL0021392,AGT0000608,WRONG_NUMBER,v1
DISPOSITION0003645,ACC0013023,BRW0002168,2026-04-14 17:37:53,CALL0048630,AGT0000396,NO_CONTACT,legacy
DISPOSITION0003646,ACC0000539,BRW0006354,2026-06-03 19:12:40,CALL0040743,AGT0000188,REFUSED,v1
DISPOSITION0003647,ACC0014437,BRW0000420,2026-08-08 07:10:24,CALL0059277,AGT0000871,NO_CONTACT,legacy
DISPOSITION0003648,ACC0007683,BRW0009458,2026-04-01 08:06:31,CALL0041327,AGT0000811,PTP,v1
DISPOSITION0003649,ACC0018687,BRW0000339,2026-03-15 18:50:17,CALL0069446,AGT0000002,CALLBACK,v1
DISPOSITION0003650,ACC0021469,BRW0009373,2026-02-27 16:39:56,CALL0082239,AGT0000929,CALLBACK,v2
DISPOSITION0003651,ACC0005040,BRW0000788,2026-04-25 08:46:31,CALL0005978,AGT0000007,CALLBACK,v1
DISPOSITION0003652,ACC0000638,BRW0010447,2026-07-04 05:37:11,CALL0043505,AGT0000646,PTP_BROKEN,v2
DISPOSITION0003653,ACC0019768,BRW0002333,2026-04-19 15:19:43,CALL0049361,AGT0000015,NO_CONTACT,v2
DISPOSITION0003654,ACC0009027,BRW0000199,2026-02-25 07:34:17,CALL0011408,AGT0000285,NO_CONTACT,legacy
DISPOSITION0003655,ACC0020021,BRW0007694,2026-05-06 04:31:01,CALL0058132,AGT0000378,CALLBACK,legacy
DISPOSITION0003656,ACC0025964,BRW0001123,2026-04-26 01:29:32,CALL0061339,AGT0000572,REFUSED,v1
DISPOSITION0003657,ACC0010732,BRW0006542,2026-01-27 11:40:07,CALL0057687,AGT0000985,REFUSED,legacy
DISPOSITION0003658,ACC0015190,BRW0003783,2026-07-01 03:13:03,CALL0067840,AGT0000112,PTP_BROKEN,legacy
DISPOSITION0003659,ACC0023685,BRW0006629,2026-07-27 12:06:54,CALL0023488,AGT0000912,PTP_BROKEN,v2
DISPOSITION0003660,ACC0028801,BRW0009682,2026-06-23 18:11:09,CALL0067065,AGT0000542,PTP,v2
DISPOSITION0003661,ACC0010885,BRW0000489,2026-07-22 11:12:26,CALL0059608,AGT0000974,PROMISE_TO_PAY,legacy
DISPOSITION0003662,ACC0024579,BRW0003361,2026-05-14 02:14:54,CALL0083996,AGT0000280,WRONG_NUMBER,legacy
DISPOSITION0003663,ACC0026158,BRW0002923,2026-05-28 13:04:27,CALL0035709,AGT0000086,PTP_BROKEN,legacy
DISPOSITION0003664,ACC0010728,BRW0001035,2026-02-08 17:59:53,CALL0071490,AGT0000304,WRONG_NUMBER,legacy
DISPOSITION0003665,ACC0024938,BRW0000054,2026-06-11 08:53:05,CALL0018433,AGT0000224,PROMISE_TO_PAY,v1
DISPOSITION0003666,ACC0000616,BRW0004527,2026-03-15 20:18:50,CALL0057236,AGT0000681,WRONG_NUMBER,v2
DISPOSITION0003667,ACC0015541,BRW0004923,2026-06-03 05:36:43,CALL0028606,AGT0000137,PTP,v1
DISPOSITION0003668,ACC0027850,BRW0002541,2026-03-20 13:20:34,CALL0001785,AGT0000467,PTP_BROKEN,v2
DISPOSITION0003669,ACC0026510,BRW0004147,2026-01-24 16:21:12,CALL0065936,AGT0000743,PTP,v1
DISPOSITION0003670,ACC0003740,BRW0002237,2026-01-23 11:28:41,CALL0036685,AGT0000807,CALLBACK,v1
DISPOSITION0003671,ACC0017840,BRW0003938,2026-01-18 01:54:45,CALL0067310,AGT0000785,WRONG_NUMBER,legacy
DISPOSITION0003672,ACC0029973,BRW0000470,2026-03-09 08:48:12,CALL0026352,AGT0000582,PAID,legacy
DISPOSITION0003673,ACC0013816,BRW0003661,2026-01-05 06:46:31,CALL0012291,AGT0000649,PTP,v2
DISPOSITION0003674,ACC0024916,BRW0005265,2026-02-09 21:48:20,CALL0005444,AGT0000470,NO_CONTACT,legacy
DISPOSITION0003675,ACC0004959,BRW0008964,2026-05-07 02:58:41,CALL0060405,AGT0000761,CALLBACK,legacy
DISPOSITION0003676,ACC0010120,BRW0004442,2026-01-22 20:33:43,CALL0046044,AGT0000086,PROMISE_TO_PAY,v2
DISPOSITION0003677,ACC0014281,BRW0009559,2026-03-09 07:53:58,CALL0009861,AGT0000045,NO_CONTACT,v1
DISPOSITION0003678,ACC0029483,BRW0007835,2026-06-15 11:55:56,CALL0082203,AGT0000683,CALLBACK,legacy
DISPOSITION0003679,ACC0017516,BRW0009469,2026-05-29 03:39:39,CALL0050367,AGT0000284,PROMISE_TO_PAY,legacy
DISPOSITION0003680,ACC0024962,BRW0008300,2026-08-02 02:31:23,CALL0052901,AGT0000512,DISPUTE,v1
DISPOSITION0003681,ACC0011753,BRW0011599,2026-07-06 07:33:35,CALL0053676,AGT0000513,NO_CONTACT,legacy
DISPOSITION0003682,ACC0022419,BRW0002825,2026-05-25 07:45:22,CALL0068475,AGT0000893,DISPUTE,v1
DISPOSITION0003683,ACC0013511,BRW0006531,2026-02-22 01:18:13,CALL0000664,AGT0000036,PAID,v1
DISPOSITION0003684,ACC0021615,BRW0001368,2026-04-07 16:08:03,CALL0067527,AGT0000139,CALLBACK,v2
DISPOSITION0003685,ACC0003737,BRW0011575,2026-06-17 15:22:07,CALL0074940,AGT0000940,PAID,v1
DISPOSITION0003686,ACC0020735,BRW0002357,2026-07-21 14:04:13,CALL0007621,AGT0000410,CALLBACK,legacy
DISPOSITION0003687,ACC0014828,BRW0005430,2026-06-19 18:28:21,CALL0043855,AGT0000062,DISPUTE,v2
DISPOSITION0003688,ACC0000388,BRW0011936,2026-02-11 06:11:24,CALL0033239,AGT0000873,CALLBACK,v2
DISPOSITION0003689,ACC0006318,BRW0009763,2026-03-10 18:52:54,CALL0035672,AGT0000415,PROMISE_TO_PAY,v1
DISPOSITION0003690,ACC0015674,BRW0001652,2026-02-27 04:29:01,CALL0001326,AGT0000849,PROMISE_TO_PAY,legacy
DISPOSITION0003691,ACC0018002,BRW0008616,2026-01-14 01:57:32,CALL0050683,AGT0000724,WRONG_NUMBER,v1
DISPOSITION0003692,ACC0022220,BRW0003898,2026-02-08 23:40:07,CALL0020602,AGT0000201,PTP_BROKEN,v2
DISPOSITION0003693,ACC0009063,BRW0005587,2026-04-06 23:30:06,CALL0042228,AGT0000724,DISPUTE,legacy
DISPOSITION0003694,ACC0026182,BRW0008442,2026-03-19 12:13:26,CALL0076259,AGT0000960,REFUSED,v2
DISPOSITION0003695,ACC0022470,BRW0004888,2026-07-14 08:48:11,CALL0072134,AGT0000816,CALLBACK,legacy
DISPOSITION0003696,ACC0009821,BRW0010716,2026-05-28 00:53:37,CALL0078598,AGT0000045,NO_CONTACT,v1
DISPOSITION0003697,ACC0003015,BRW0002326,2026-01-31 19:14:35,CALL0076799,AGT0000582,NO_CONTACT,v2
DISPOSITION0003698,ACC0018824,BRW0004443,2026-06-19 03:39:53,CALL0017646,AGT0000588,PROMISE_TO_PAY,v1
DISPOSITION0003699,ACC0005499,BRW0007968,2026-01-27 01:30:37,CALL0054861,AGT0000951,PAID,legacy
DISPOSITION0003700,ACC0023668,BRW0006319,2026-05-10 07:15:16,CALL0004395,AGT0000360,PROMISE_TO_PAY,v1
DISPOSITION0003701,ACC0013644,BRW0010867,2026-08-03 11:45:40,CALL0064760,AGT0000836,PTP_BROKEN,v1
DISPOSITION0003702,ACC0022485,BRW0007943,2026-01-12 16:47:19,CALL0033639,AGT0000491,PROMISE_TO_PAY,v1
DISPOSITION0003703,ACC0012899,BRW0007053,2026-06-26 21:37:44,CALL0074905,AGT0000791,PTP_BROKEN,v1
DISPOSITION0003704,ACC0015099,BRW0003438,2026-06-18 17:32:15,CALL0049786,AGT0000606,PTP,v1
DISPOSITION0003705,ACC0014274,BRW0001772,2026-01-18 12:50:20,CALL0008255,AGT0000155,NO_CONTACT,v1
DISPOSITION0003706,ACC0004281,BRW0001028,2026-01-27 03:51:47,CALL0018794,AGT0000168,DISPUTE,legacy
DISPOSITION0003707,ACC0029155,BRW0008473,2026-06-11 18:47:25,CALL0037722,AGT0000395,REFUSED,v1
DISPOSITION0003708,ACC0007252,BRW0007264,2026-01-30 02:13:18,CALL0067349,AGT0000185,DISPUTE,v2
DISPOSITION0003709,ACC0026039,BRW0008328,2026-05-31 03:18:01,CALL0032762,AGT0000930,CALLBACK,v2
DISPOSITION0003710,ACC0020856,BRW0008137,2026-05-25 00:16:34,CALL0015466,AGT0000338,NO_CONTACT,legacy
DISPOSITION0003711,ACC0027065,BRW0003350,2026-02-28 13:45:52,CALL0076221,AGT0000065,WRONG_NUMBER,v2
DISPOSITION0003712,ACC0017213,BRW0004849,2026-07-18 07:20:29,CALL0049860,AGT0000124,NO_CONTACT,v1
DISPOSITION0003713,ACC0014567,BRW0008620,2026-05-12 09:05:45,CALL0057184,AGT0000115,PTP_BROKEN,legacy
DISPOSITION0003714,ACC0003463,BRW0011791,2026-06-03 11:20:42,CALL0042025,AGT0000608,PTP,v1
DISPOSITION0003715,ACC0015408,BRW0003569,2026-03-11 00:06:40,CALL0042134,AGT0000948,DISPUTE,v1
DISPOSITION0003716,ACC0010738,BRW0001882,2026-05-10 18:07:53,CALL0014706,AGT0000543,CALLBACK,v1
DISPOSITION0003717,ACC0023865,BRW0003241,2026-07-06 04:06:25,CALL0064542,AGT0000028,PTP_BROKEN,v1
DISPOSITION0003718,ACC0000475,BRW0001827,2026-07-16 14:26:07,CALL0086983,AGT0000543,PTP_BROKEN,legacy
DISPOSITION0003719,ACC0016701,BRW0010706,2026-07-17 09:00:12,CALL0017873,AGT0000848,NO_CONTACT,legacy
DISPOSITION0003720,ACC0001780,BRW0011821,2026-03-02 00:02:04,CALL0049640,AGT0000826,WRONG_NUMBER,v2
DISPOSITION0003721,ACC0020504,BRW0011744,2026-04-03 03:12:02,CALL0016906,AGT0000786,NO_CONTACT,v1
DISPOSITION0003722,ACC0029508,BRW0009898,2026-01-05 02:22:30,CALL0062594,AGT0000841,PAID,v2
DISPOSITION0003723,ACC0026464,BRW0001702,2026-07-11 23:24:10,CALL0021660,AGT0000239,CALLBACK,v1
DISPOSITION0003724,ACC0021779,BRW0008217,2026-02-07 02:52:06,CALL0041633,AGT0000875,NO_CONTACT,v2
DISPOSITION0003725,ACC0010765,BRW0002587,2026-03-30 02:45:46,CALL0024717,AGT0000390,CALLBACK,v1
DISPOSITION0003726,ACC0021367,BRW0007388,2026-03-29 00:14:59,CALL0026678,AGT0000639,PTP_BROKEN,v2
DISPOSITION0003727,ACC0000201,BRW0000885,2026-05-11 19:44:11,CALL0067004,AGT0000174,PTP_BROKEN,v2
DISPOSITION0003728,ACC0007540,BRW0010040,2026-01-07 07:10:52,CALL0067929,AGT0000972,WRONG_NUMBER,v1
DISPOSITION0003729,ACC0019588,BRW0002635,2026-04-30 05:29:11,CALL0080849,AGT0000659,CALLBACK,v1
DISPOSITION0003730,ACC0028883,BRW0002725,2026-01-21 03:13:47,CALL0064434,AGT0000366,PTP,v1
DISPOSITION0003731,ACC0001345,BRW0007456,2026-01-12 04:25:06,CALL0056267,AGT0000197,NO_CONTACT,v2
DISPOSITION0003732,ACC0028172,BRW0000605,2026-03-29 08:13:30,CALL0039219,AGT0000141,PTP,v2
DISPOSITION0003733,ACC0010850,BRW0006892,2026-07-20 02:43:18,CALL0014786,AGT0000749,PTP,v2
DISPOSITION0003734,ACC0026351,BRW0011537,2026-06-02 22:12:29,CALL0063051,AGT0000183,PTP_BROKEN,v2
DISPOSITION0003735,ACC0007407,BRW0002552,2026-06-27 09:53:07,CALL0054205,AGT0000984,PTP_BROKEN,v1
DISPOSITION0003736,ACC0021891,BRW0010981,2026-05-21 16:13:40,CALL0047456,AGT0000025,PTP_BROKEN,v1
DISPOSITION0003737,ACC0029207,BRW0006936,2026-08-04 15:35:16,CALL0032923,AGT0000460,PAID,v2
DISPOSITION0003738,ACC0024139,BRW0006739,2026-02-03 03:41:27,CALL0042022,AGT0000828,CALLBACK,v1
DISPOSITION0003739,ACC0024190,BRW0005738,2026-02-04 11:30:49,CALL0026330,AGT0000545,NO_CONTACT,legacy
DISPOSITION0003740,ACC0003655,BRW0009299,2026-06-21 00:59:35,CALL0032642,AGT0000680,PAID,v2
DISPOSITION0003741,ACC0000678,BRW0000341,2026-07-18 10:13:36,CALL0027589,AGT0000497,PTP_BROKEN,v2
DISPOSITION0003742,ACC0012282,BRW0003312,2026-07-12 12:38:59,CALL0081656,AGT0000604,PTP_BROKEN,v2
DISPOSITION0003743,ACC0025188,BRW0004203,2026-02-26 07:04:12,CALL0084223,AGT0000670,REFUSED,legacy
DISPOSITION0003744,ACC0014690,BRW0008568,2026-03-16 15:06:09,CALL0079994,AGT0000544,NO_CONTACT,v2
DISPOSITION0003745,ACC0013083,BRW0005648,2026-04-29 10:52:55,CALL0005969,AGT0000607,PAID,v1
DISPOSITION0003746,ACC0015869,BRW0008157,2026-04-30 06:25:25,CALL0058645,AGT0000421,PTP,v1
DISPOSITION0003747,ACC0008873,BRW0008401,2026-06-28 01:32:40,CALL0037754,AGT0000926,DISPUTE,v1
DISPOSITION0003748,ACC0010867,BRW0006839,2026-04-02 03:27:57,CALL0052825,AGT0000763,CALLBACK,v1
DISPOSITION0003749,ACC0028174,BRW0009051,2026-07-12 01:14:22,CALL0042310,AGT0000411,NO_CONTACT,v2
DISPOSITION0003750,ACC0020816,BRW0001398,2026-03-20 04:02:32,CALL0056143,AGT0000121,PAID,v2
DISPOSITION0003751,ACC0021910,BRW0005825,2026-04-17 20:07:31,CALL0066554,AGT0000415,WRONG_NUMBER,v1
DISPOSITION0003752,ACC0018232,BRW0000780,2026-03-16 17:34:39,CALL0043855,AGT0000647,PROMISE_TO_PAY,legacy
DISPOSITION0003753,ACC0019856,BRW0011156,2026-07-18 16:37:07,CALL0019726,AGT0000763,PTP_BROKEN,v2
DISPOSITION0003754,ACC0006540,BRW0002255,2026-05-10 15:55:22,CALL0022991,AGT0000956,DISPUTE,v1
DISPOSITION0003755,ACC0026150,BRW0000130,2026-01-11 21:02:17,CALL0082392,AGT0000082,PTP,v2
DISPOSITION0003756,ACC0000045,BRW0003568,2026-06-24 08:59:54,CALL0017343,AGT0000628,CALLBACK,legacy
DISPOSITION0003757,ACC0014257,BRW0008625,2026-01-01 20:05:23,CALL0023767,AGT0000300,PAID,v1
DISPOSITION0003758,ACC0000037,BRW0009489,2026-08-05 00:10:26,CALL0057918,AGT0000215,WRONG_NUMBER,legacy
DISPOSITION0003759,ACC0009237,BRW0010039,2026-03-13 07:59:31,CALL0049930,AGT0000282,PTP_BROKEN,v2
DISPOSITION0003760,ACC0009628,BRW0002651,2026-07-26 04:59:20,CALL0012798,AGT0000242,PROMISE_TO_PAY,v1
DISPOSITION0003761,ACC0004636,BRW0005215,2026-05-16 06:55:06,CALL0029381,AGT0000637,PROMISE_TO_PAY,legacy
DISPOSITION0003762,ACC0014928,BRW0001693,2026-07-02 14:54:31,CALL0089646,AGT0000667,PAID,legacy
DISPOSITION0003763,ACC0010881,BRW0008295,2026-08-02 09:05:26,CALL0040589,AGT0000867,NO_CONTACT,v1
DISPOSITION0003764,ACC0007416,BRW0007107,2026-01-13 13:41:37,CALL0033798,AGT0000201,WRONG_NUMBER,legacy
DISPOSITION0003765,ACC0005092,BRW0005621,2026-07-03 17:46:38,CALL0087272,AGT0000375,WRONG_NUMBER,legacy
DISPOSITION0003766,ACC0002459,BRW0006715,2026-04-21 05:50:28,CALL0089965,AGT0000830,CALLBACK,v1
DISPOSITION0003767,ACC0027266,BRW0000009,2026-05-23 06:15:24,CALL0013730,AGT0000237,DISPUTE,v2
DISPOSITION0003768,ACC0017846,BRW0010695,2026-07-23 10:49:06,CALL0087642,AGT0000041,NO_CONTACT,v1
DISPOSITION0003769,ACC0029717,BRW0011877,2026-04-15 03:22:23,CALL0039541,AGT0000656,PTP_BROKEN,v1
DISPOSITION0003770,ACC0006199,BRW0003641,2026-04-12 20:50:19,CALL0081736,AGT0000530,PTP,v1
DISPOSITION0003771,ACC0007713,BRW0010937,2026-02-05 22:20:05,CALL0037234,AGT0000005,REFUSED,v1
DISPOSITION0003772,ACC0007954,BRW0004920,2026-06-10 10:02:29,CALL0025684,AGT0000282,PTP_BROKEN,v1
DISPOSITION0003773,ACC0005577,BRW0003126,2026-03-16 12:19:51,CALL0072345,AGT0000285,PTP,v1
DISPOSITION0003774,ACC0017792,BRW0003510,2026-02-24 05:26:02,CALL0056685,AGT0000731,DISPUTE,v2
DISPOSITION0003775,ACC0024888,BRW0002197,2026-06-27 08:16:49,CALL0022171,AGT0000921,NO_CONTACT,v1
DISPOSITION0003776,ACC0001399,BRW0011221,2026-01-17 17:51:11,CALL0080439,AGT0000565,PTP,v2
DISPOSITION0003777,ACC0004394,BRW0003831,2026-02-12 10:20:58,CALL0004938,AGT0000191,DISPUTE,v1
DISPOSITION0003778,ACC0000024,BRW0002648,2026-02-01 14:39:13,CALL0079929,AGT0000074,WRONG_NUMBER,v1
DISPOSITION0003779,ACC0001498,BRW0002545,2026-02-27 05:06:48,CALL0035642,AGT0000996,NO_CONTACT,v2
DISPOSITION0003780,ACC0021529,BRW0006025,2026-06-07 18:49:06,CALL0013837,AGT0000879,WRONG_NUMBER,v1
DISPOSITION0003781,ACC0001002,BRW0003482,2026-05-06 18:16:46,CALL0033903,AGT0000105,REFUSED,v1
DISPOSITION0003782,ACC0006923,BRW0002801,2026-03-19 19:06:40,CALL0073852,AGT0000513,CALLBACK,legacy
DISPOSITION0003783,ACC0008673,BRW0001623,2026-08-03 12:15:06,CALL0057607,AGT0000070,PTP,v1
DISPOSITION0003784,ACC0026340,BRW0009284,2026-07-24 18:50:56,CALL0006269,AGT0000707,WRONG_NUMBER,v1
DISPOSITION0003785,ACC0025774,BRW0010399,2026-02-13 20:59:26,CALL0006789,AGT0000675,NO_CONTACT,legacy
DISPOSITION0003786,ACC0025824,BRW0011671,2026-07-02 09:56:35,CALL0033274,AGT0000856,NO_CONTACT,v2
DISPOSITION0003787,ACC0023740,BRW0000081,2026-04-21 08:17:08,CALL0041720,AGT0000706,PAID,v2
DISPOSITION0003788,ACC0008967,BRW0010444,2026-05-15 09:53:06,CALL0008843,AGT0000536,PTP_BROKEN,legacy
DISPOSITION0003789,ACC0020066,BRW0002860,2026-01-30 01:42:49,CALL0019644,AGT0000510,PAID,legacy
DISPOSITION0003790,ACC0020336,BRW0011100,2026-02-05 23:35:34,CALL0001669,AGT0000337,CALLBACK,legacy
DISPOSITION0003791,ACC0013584,BRW0009091,2026-01-26 10:08:05,CALL0047459,AGT0000039,PAID,v2
DISPOSITION0003792,ACC0003522,BRW0008518,2026-07-07 02:17:43,CALL0034709,AGT0000555,PTP,legacy
DISPOSITION0003793,ACC0005511,BRW0009481,2026-07-07 08:24:42,CALL0084427,AGT0000683,NO_CONTACT,v2
DISPOSITION0003794,ACC0025823,BRW0001754,2026-08-07 03:37:01,CALL0010951,AGT0000134,PTP,legacy
DISPOSITION0003795,ACC0021153,BRW0002443,2026-02-10 12:18:27,CALL0038853,AGT0000060,PTP,v1
DISPOSITION0003796,ACC0023970,BRW0003064,2026-03-07 06:56:35,CALL0044205,AGT0000467,PAID,v1
DISPOSITION0003797,ACC0015031,BRW0011901,2026-04-24 09:44:44,CALL0089364,AGT0000641,REFUSED,v2
