sms_event_id,account_id,borrower_id,event_at,message_id,event_type,template_code,provider_id
SMS_EVENT0002928,ACC0010999,BRW0003615,2026-07-19 08:38:20,SMS000030633,DELIVERED,PTP_REMINDER,VND0000002
SMS_EVENT0002929,ACC0009851,BRW0002231,2026-04-11 13:56:26,SMS000016217,DELIVERED,DUE_REMINDER,VND0000001
SMS_EVENT0002930,ACC0029547,BRW0008385,2026-08-01 17:25:01,SMS000031825,FAILED,PTP_REMINDER,VND0000004
SMS_EVENT0002931,ACC0016661,BRW0007621,2026-06-16 07:15:00,SMS000002065,DELIVERED,PAYMENT_LINK,VND0000001
SMS_EVENT0002932,ACC0007528,BRW0008250,2026-05-10 16:15:32,SMS000006248,DELIVERED,DUE_REMINDER,VND0000012
SMS_EVENT0002933,ACC0000329,BRW0007271,2026-06-15 02:06:29,SMS000026315,FAILED,NOTICE,VND0000012
SMS_EVENT0002934,ACC0004316,BRW0009810,2026-05-16 13:54:48,SMS000031304,CLICKED,NOTICE,VND0000012
SMS_EVENT0002935,ACC0015172,BRW0001113,2026-03-25 00:34:09,SMS000033444,CLICKED,PTP_REMINDER,VND0000015
SMS_EVENT0002936,ACC0017672,BRW0006062,2026-08-04 11:49:14,SMS000012928,SENT,DUE_REMINDER,VND0000009
SMS_EVENT0002937,ACC0029919,BRW0008621,2026-07-14 15:02:41,SMS000017027,SENT,NOTICE,VND0000010
SMS_EVENT0002938,ACC0002870,BRW0001395,2026-03-27 09:50:10,SMS000034994,DELIVERED,PAYMENT_LINK,VND0000002
SMS_EVENT0002939,ACC0026391,BRW0004287,2026-02-12 23:45:45,SMS000019424,FAILED,DUE_REMINDER,VND0000014
SMS_EVENT0002940,ACC0009228,BRW0002223,2026-04-24 14:12:35,SMS000014558,DELIVERED,PAYMENT_LINK,VND0000008
SMS_EVENT0002941,ACC0015103,BRW0006280,2026-05-27 20:16:42,SMS000014581,CLICKED,NOTICE,VND0000011
SMS_EVENT0002942,ACC0029137,BRW0002017,2026-01-05 05:20:25,SMS000029939,FAILED,PAYMENT_LINK,VND0000011
SMS_EVENT0002943,ACC0007346,BRW0009477,2026-03-27 23:38:19,SMS000008181,DELIVERED,PAYMENT_LINK,VND0000003
SMS_EVENT0002944,ACC0010934,BRW0002832,2026-02-27 13:12:05,SMS000025524,CLICKED,DUE_REMINDER,VND0000014
SMS_EVENT0002945,ACC0004299,BRW0004909,2026-07-24 01:59:34,SMS000027556,CLICKED,DUE_REMINDER,VND0000003
SMS_EVENT0002946,ACC0005282,BRW0010729,2026-04-01 06:14:27,SMS000025377,CLICKED,PAYMENT_LINK,VND0000009
SMS_EVENT0002947,ACC0023662,BRW0010524,2026-03-17 05:38:02,SMS000033711,SENT,NOTICE,VND0000009
SMS_EVENT0002948,ACC0012928,BRW0006341,2026-06-16 02:18:50,SMS000025201,SENT,NOTICE,VND0000005
SMS_EVENT0002949,ACC0027726,BRW0008931,2026-05-05 20:15:56,SMS000034480,DELIVERED,NOTICE,VND0000011
SMS_EVENT0002950,ACC0012977,BRW0000321,2026-02-14 14:46:42,SMS000022594,FAILED,NOTICE,VND0000015
SMS_EVENT0002951,ACC0018586,BRW0006847,2026-03-26 06:38:28,SMS000006967,SENT,NOTICE,VND0000015
SMS_EVENT0002952,ACC0006275,BRW0002457,2026-07-10 16:30:07,SMS000039462,DELIVERED,PTP_REMINDER,VND0000013
SMS_EVENT0002953,ACC0012957,BRW0006114,2026-02-05 05:50:18,SMS000032908,SENT,PTP_REMINDER,VND0000006
SMS_EVENT0002954,ACC0021297,BRW0007977,2026-02-25 13:15:54,SMS000010099,CLICKED,NOTICE,VND0000011
SMS_EVENT0002955,ACC0008365,BRW0000126,2026-05-10 00:30:54,SMS000038541,FAILED,PAYMENT_LINK,VND0000010
SMS_EVENT0002956,ACC0013153,BRW0009510,2026-03-11 01:42:14,SMS000011974,CLICKED,NOTICE,VND0000005
SMS_EVENT0002957,ACC0003239,BRW0010893,2026-02-15 18:39:10,SMS000004669,SENT,PTP_REMINDER,VND0000003
SMS_EVENT0002958,ACC0015283,BRW0009163,2026-08-02 11:35:05,SMS000013623,CLICKED,PAYMENT_LINK,VND0000012
SMS_EVENT0002959,ACC0021140,BRW0001668,2026-02-08 13:52:38,SMS000010402,DELIVERED,NOTICE,VND0000004
SMS_EVENT0002960,ACC0028608,BRW0008268,2026-03-17 00:24:06,SMS000027854,DELIVERED,DUE_REMINDER,VND0000014
SMS_EVENT0002961,ACC0005923,BRW0000926,2026-07-31 00:09:43,SMS000026031,FAILED,PTP_REMINDER,VND0000014
SMS_EVENT0002962,ACC0027725,BRW0007235,2026-03-28 10:52:50,SMS000015615,FAILED,NOTICE,VND0000009
SMS_EVENT0002963,ACC0019947,BRW0001358,2026-01-14 05:29:33,SMS000001830,CLICKED,DUE_REMINDER,VND0000012
SMS_EVENT0002964,ACC0019902,BRW0007678,2026-04-29 22:22:24,SMS000012964,SENT,PTP_REMINDER,VND0000014
SMS_EVENT0002965,ACC0011936,BRW0009743,2026-05-12 21:12:45,SMS000024459,FAILED,NOTICE,VND0000012
SMS_EVENT0002966,ACC0009633,BRW0005553,2026-04-01 14:01:39,SMS000004997,CLICKED,DUE_REMINDER,VND0000002
SMS_EVENT0002967,ACC0016605,BRW0005443,2026-05-01 23:47:58,SMS000026193,CLICKED,DUE_REMINDER,VND0000003
SMS_EVENT0002968,ACC0007880,BRW0002351,2026-02-09 14:30:30,SMS000031017,CLICKED,PTP_REMINDER,VND0000001
SMS_EVENT0002969,ACC0002196,BRW0004228,2026-07-05 14:22:22,SMS000021746,DELIVERED,PAYMENT_LINK,VND0000007
SMS_EVENT0002970,ACC0013364,BRW0003510,2026-05-02 21:02:39,SMS000035556,DELIVERED,DUE_REMINDER,VND0000012
SMS_EVENT0002971,ACC0008068,BRW0006199,2026-02-22 23:27:42,SMS000021108,CLICKED,PTP_REMINDER,VND0000010
SMS_EVENT0002972,ACC0022438,BRW0010175,2026-07-27 16:25:22,SMS000002519,SENT,DUE_REMINDER,VND0000011
SMS_EVENT0002973,ACC0012478,BRW0011218,2026-08-05 03:19:26,SMS000011589,SENT,NOTICE,VND0000013
SMS_EVENT0002974,ACC0023046,BRW0009287,2026-06-06 21:49:36,SMS000002235,FAILED,DUE_REMINDER,VND0000008
SMS_EVENT0002975,ACC0003774,BRW0010544,2026-05-13 13:01:19,SMS000005238,FAILED,PAYMENT_LINK,VND0000014
SMS_EVENT0002976,ACC0007180,BRW0002351,2026-03-09 20:38:29,SMS000020493,FAILED,DUE_REMINDER,VND0000014
SMS_EVENT0002977,ACC0014386,BRW0008621,2026-06-25 18:08:10,SMS000024849,FAILED,PAYMENT_LINK,VND0000005
SMS_EVENT0002978,ACC0009225,BRW0000348,2026-03-04 05:01:10,SMS000005685,SENT,PAYMENT_LINK,VND0000001
SMS_EVENT0002979,ACC0011145,BRW0001889,2026-03-09 18:58:31,SMS000011505,DELIVERED,PAYMENT_LINK,VND0000013
SMS_EVENT0002980,ACC0006801,BRW0003077,2026-07-06 04:03:22,SMS000030102,FAILED,PAYMENT_LINK,VND0000013
SMS_EVENT0002981,ACC0008056,BRW0000283,2026-04-14 00:43:29,SMS000018092,DELIVERED,PTP_REMINDER,VND0000014
SMS_EVENT0002982,ACC0010281,BRW0005759,2026-01-15 03:31:19,SMS000004405,DELIVERED,NOTICE,VND0000004
SMS_EVENT0002983,ACC0000568,BRW0001259,2026-06-07 04:42:49,SMS000037681,FAILED,PTP_REMINDER,VND0000001
SMS_EVENT0002984,ACC0012958,BRW0007981,2026-03-25 03:48:42,SMS000030205,FAILED,NOTICE,VND0000015
SMS_EVENT0002985,ACC0022358,BRW0008375,2026-07-17 04:37:29,SMS000037615,CLICKED,PTP_REMINDER,VND0000013
SMS_EVENT0002986,ACC0019834,BRW0001862,2026-07-05 09:21:31,SMS000039297,CLICKED,NOTICE,VND0000007
SMS_EVENT0002987,ACC0013473,BRW0000421,2026-04-24 10:35:26,SMS000027552,CLICKED,PTP_REMINDER,VND0000006
SMS_EVENT0002988,ACC0027501,BRW0004121,2026-07-11 18:31:46,SMS000025756,CLICKED,DUE_REMINDER,VND0000003
SMS_EVENT0002989,ACC0002467,BRW0004791,2026-02-07 09:05:37,SMS000002602,CLICKED,DUE_REMINDER,VND0000009
SMS_EVENT0002990,ACC0024465,BRW0000563,2026-04-06 09:43:32,SMS000020709,CLICKED,PAYMENT_LINK,VND0000005
SMS_EVENT0002991,ACC0028474,BRW0006055,2026-02-06 23:48:59,SMS000015071,SENT,DUE_REMINDER,VND0000010
SMS_EVENT0002992,ACC0015711,BRW0010811,2026-07-24 21:32:00,SMS000024513,SENT,PTP_REMINDER,VND0000001
SMS_EVENT0002993,ACC0021357,BRW0011362,2026-01-26 21:59:24,SMS000032971,SENT,DUE_REMINDER,VND0000002
SMS_EVENT0002994,ACC0013796,BRW0003869,2026-02-08 03:39:56,SMS000024076,CLICKED,PAYMENT_LINK,VND0000001
SMS_EVENT0002995,ACC0015646,BRW0000156,2026-02-09 14:51:04,SMS000023958,CLICKED,NOTICE,VND0000014
SMS_EVENT0002996,ACC0010205,BRW0010883,2026-07-11 08:21:58,SMS000012605,DELIVERED,PAYMENT_LINK,VND0000009
SMS_EVENT0002997,ACC0004116,BRW0011616,2026-01-22 23:32:26,SMS000019842,FAILED,DUE_REMINDER,VND0000005
SMS_EVENT0002998,ACC0020118,BRW0000469,2026-01-30 19:43:42,SMS000002523,SENT,PAYMENT_LINK,VND0000004
SMS_EVENT0002999,ACC0005589,BRW0005058,2026-05-28 12:42:53,SMS000028243,SENT,NOTICE,VND0000012
SMS_EVENT0003000,ACC0016763,BRW0009070,2026-04-06 23:20:45,SMS000028467,CLICKED,NOTICE,VND0000004
SMS_EVENT0003001,ACC0010405,BRW0007422,2026-04-29 19:35:45,SMS000002681,FAILED,PTP_REMINDER,VND0000004
SMS_EVENT0003002,ACC0029766,BRW0001431,2026-04-11 01:22:20,SMS000031931,SENT,PAYMENT_LINK,VND0000008
SMS_EVENT0003003,ACC0002188,BRW0001701,2026-04-06 21:51:07,SMS000001043,DELIVERED,DUE_REMINDER,VND0000007
SMS_EVENT0003004,ACC0003156,BRW0009819,2026-07-28 01:37:49,SMS000033167,DELIVERED,NOTICE,VND0000012
SMS_EVENT0003005,ACC0012895,BRW0004834,2026-08-04 15:56:59,SMS000030445,SENT,PTP_REMINDER,VND0000012
SMS_EVENT0003006,ACC0029565,BRW0010200,2026-05-10 11:08:10,SMS000005688,CLICKED,NOTICE,VND0000013
SMS_EVENT0003007,ACC0001798,BRW0010444,2026-06-14 12:23:55,SMS000024880,CLICKED,NOTICE,VND0000006
SMS_EVENT0003008,ACC0023824,BRW0003032,2026-03-08 03:43:26,SMS000034982,FAILED,PAYMENT_LINK,VND0000004
SMS_EVENT0003009,ACC0009712,BRW0003523,2026-06-08 19:31:45,SMS000001044,FAILED,PAYMENT_LINK,VND0000007
SMS_EVENT0003010,ACC0026560,BRW0006228,2026-07-20 05:44:21,SMS000037435,CLICKED,NOTICE,VND0000001
SMS_EVENT0003011,ACC0028162,BRW0005737,2026-04-29 16:22:27,SMS000007848,SENT,DUE_REMINDER,VND0000009
SMS_EVENT0003012,ACC0029101,BRW0011829,2026-03-20 23:52:46,SMS000024127,CLICKED,PAYMENT_LINK,VND0000007
SMS_EVENT0003013,ACC0014759,BRW0001488,2026-05-20 02:13:00,SMS000009797,FAILED,PAYMENT_LINK,VND0000003
SMS_EVENT0003014,ACC0019120,BRW0011970,2026-07-26 05:12:17,SMS000026369,SENT,PAYMENT_LINK,VND0000012
SMS_EVENT0003015,ACC0011057,BRW0001262,2026-03-24 05:15:15,SMS000039449,DELIVERED,PAYMENT_LINK,VND0000002
SMS_EVENT0003016,ACC0001879,BRW0004834,2026-03-15 05:45:37,SMS000039306,DELIVERED,PAYMENT_LINK,VND0000005
SMS_EVENT0003017,ACC0007631,BRW0002669,2026-02-11 07:53:41,SMS000021692,SENT,DUE_REMINDER,VND0000015
SMS_EVENT0003018,ACC0021241,BRW0007604,2026-07-22 19:35:37,SMS000001001,SENT,PTP_REMINDER,VND0000002
SMS_EVENT0003019,ACC0017358,BRW0004372,2026-05-12 00:05:53,SMS000024461,DELIVERED,PTP_REMINDER,VND0000012
SMS_EVENT0003020,ACC0009605,BRW0008517,2026-01-22 06:46:01,SMS000009186,FAILED,PAYMENT_LINK,VND0000001
SMS_EVENT0003021,ACC0003085,BRW0001807,2026-07-19 01:52:38,SMS000008342,FAILED,PAYMENT_LINK,VND0000007
SMS_EVENT0003022,ACC0017279,BRW0009660,2026-02-28 07:09:51,SMS000016010,DELIVERED,PAYMENT_LINK,VND0000003
SMS_EVENT0003023,ACC0014038,BRW0009295,2026-05-24 07:54:28,SMS000006012,CLICKED,DUE_REMINDER,VND0000009
SMS_EVENT0003024,ACC0016185,BRW0010665,2026-06-15 18:52:14,SMS000010221,CLICKED,DUE_REMINDER,VND0000013
SMS_EVENT0003025,ACC0005104,BRW0004564,2026-03-25 01:57:55,SMS000039437,FAILED,NOTICE,VND0000001
SMS_EVENT0003026,ACC0015053,BRW0009055,2026-07-20 13:00:48,SMS000029744,FAILED,PTP_REMINDER,VND0000014
SMS_EVENT0003027,ACC0019123,BRW0001990,2026-07-25 14:52:50,SMS000004863,FAILED,DUE_REMINDER,VND0000003
SMS_EVENT0003028,ACC0001727,BRW0010230,2026-06-09 22:41:58,SMS000007005,FAILED,DUE_REMINDER,VND0000008
SMS_EVENT0003029,ACC0029115,BRW0009695,2026-04-11 21:32:27,SMS000022865,DELIVERED,DUE_REMINDER,VND0000008
SMS_EVENT0003030,ACC0028007,BRW0007554,2026-05-23 15:30:09,SMS000038813,CLICKED,PTP_REMINDER,VND0000003
SMS_EVENT0003031,ACC0003989,BRW0011091,2026-06-19 01:44:42,SMS000021928,DELIVERED,PAYMENT_LINK,VND0000014
SMS_EVENT0003032,ACC0012534,BRW0009734,2026-03-21 23:53:09,SMS000038306,CLICKED,NOTICE,VND0000001
SMS_EVENT0003033,ACC0025247,BRW0007785,2026-07-14 23:46:10,SMS000006747,DELIVERED,DUE_REMINDER,VND0000003
SMS_EVENT0003034,ACC0023859,BRW0006079,2026-01-13 03:42:35,SMS000012437,DELIVERED,NOTICE,VND0000012
SMS_EVENT0003035,ACC0012117,BRW0001137,2026-03-22 21:05:39,SMS000025024,CLICKED,PTP_REMINDER,VND0000001
SMS_EVENT0003036,ACC0014053,BRW0003154,2026-03-14 13:10:55,SMS000012348,CLICKED,NOTICE,VND0000013
SMS_EVENT0003037,ACC0018928,BRW0009876,2026-01-09 02:03:44,SMS000019329,CLICKED,PAYMENT_LINK,VND0000010
SMS_EVENT0003038,ACC0019352,BRW0007621,2026-06-11 04:59:50,SMS000037765,SENT,PTP_REMINDER,VND0000009
SMS_EVENT0003039,ACC0019192,BRW0001972,2026-05-13 10:34:11,SMS000017630,SENT,NOTICE,VND0000010
SMS_EVENT0003040,ACC0023817,BRW0000520,2026-05-04 22:07:37,SMS000022198,CLICKED,PAYMENT_LINK,VND0000004
SMS_EVENT0003041,ACC0016636,BRW0011612,2026-01-14 22:39:18,SMS000036711,CLICKED,DUE_REMINDER,VND0000012
SMS_EVENT0003042,ACC0025400,BRW0004485,2026-07-09 17:02:38,SMS000017395,CLICKED,PTP_REMINDER,VND0000009
SMS_EVENT0003043,ACC0013828,BRW0008264,2026-03-28 18:21:24,SMS000003792,FAILED,DUE_REMINDER,VND0000008
SMS_EVENT0003044,ACC0002050,BRW0011348,2026-06-14 04:06:41,SMS000035580,SENT,PTP_REMINDER,VND0000007
SMS_EVENT0003045,ACC0023985,BRW0003691,2026-03-01 12:07:15,SMS000038204,DELIVERED,DUE_REMINDER,VND0000011
SMS_EVENT0003046,ACC0001643,BRW0000738,2026-05-06 08:30:20,SMS000015486,DELIVERED,PTP_REMINDER,VND0000011
SMS_EVENT0003047,ACC0002157,BRW0011823,2026-02-09 17:05:36,SMS000030645,DELIVERED,PTP_REMINDER,VND0000014
SMS_EVENT0003048,ACC0026169,BRW0000600,2026-01-19 16:30:55,SMS000026845,SENT,NOTICE,VND0000011
SMS_EVENT0003049,ACC0017169,BRW0004844,2026-04-14 01:37:08,SMS000016933,CLICKED,PTP_REMINDER,VND0000015
SMS_EVENT0003050,ACC0017743,BRW0010659,2026-04-05 16:51:38,SMS000010927,CLICKED,DUE_REMINDER,VND0000014
SMS_EVENT0003051,ACC0020549,BRW0008859,2026-04-05 07:54:42,SMS000017827,SENT,NOTICE,VND0000008
SMS_EVENT0003052,ACC0026381,BRW0011849,2026-04-30 05:21:35,SMS000022486,SENT,PTP_REMINDER,VND0000014
SMS_EVENT0003053,ACC0014478,BRW0007714,2026-04-02 01:35:20,SMS000007619,CLICKED,NOTICE,VND0000005
SMS_EVENT0003054,ACC0020582,BRW0006303,2026-03-06 12:10:10,SMS000009727,FAILED,NOTICE,VND0000010
SMS_EVENT0003055,ACC0022415,BRW0009545,2026-01-16 23:04:05,SMS000016508,DELIVERED,NOTICE,VND0000007
SMS_EVENT0003056,ACC0026664,BRW0003380,2026-04-24 01:13:40,SMS000025448,SENT,NOTICE,VND0000013
SMS_EVENT0003057,ACC0017615,BRW0000616,2026-04-29 19:41:55,SMS000001849,CLICKED,DUE_REMINDER,VND0000011
SMS_EVENT0003058,ACC0009694,BRW0002471,2026-07-15 22:30:33,SMS000036823,FAILED,NOTICE,VND0000013
SMS_EVENT0003059,ACC0011957,BRW0000601,2026-04-16 02:46:32,SMS000010297,FAILED,NOTICE,VND0000003
SMS_EVENT0003060,ACC0021805,BRW0006204,2026-03-03 18:18:00,SMS000026627,FAILED,NOTICE,VND0000011
SMS_EVENT0003061,ACC0018852,BRW0007923,2026-02-28 02:09:52,SMS000012096,FAILED,NOTICE,VND0000002
SMS_EVENT0003062,ACC0018432,BRW0006905,2026-01-19 14:49:09,SMS000004711,FAILED,PAYMENT_LINK,VND0000004
SMS_EVENT0003063,ACC0011930,BRW0010314,2026-04-13 21:52:19,SMS000008545,DELIVERED,DUE_REMINDER,VND0000015
SMS_EVENT0003064,ACC0016622,BRW0001840,2026-04-30 05:42:52,SMS000014505,SENT,PTP_REMINDER,VND0000010
SMS_EVENT0003065,ACC0015914,BRW0007244,2026-04-05 08:39:04,SMS000026098,DELIVERED,PTP_REMINDER,VND0000008
SMS_EVENT0003066,ACC0025050,BRW0011140,2026-07-13 19:16:12,SMS000006330,CLICKED,NOTICE,VND0000007
SMS_EVENT0003067,ACC0029470,BRW0009458,2026-03-19 04:06:28,SMS000038269,FAILED,NOTICE,VND0000001
SMS_EVENT0003068,ACC0006281,BRW0009973,2026-01-10 18:38:55,SMS000013395,DELIVERED,PTP_REMINDER,VND0000009
SMS_EVENT0003069,ACC0007596,BRW0011311,2026-02-02 23:43:48,SMS000009246,SENT,NOTICE,VND0000006
SMS_EVENT0003070,ACC0018313,BRW0000204,2026-03-02 03:46:55,SMS000011994,FAILED,NOTICE,VND0000015
SMS_EVENT0003071,ACC0013032,BRW0007942,2026-02-10 01:05:34,SMS000001113,DELIVERED,PTP_REMINDER,VND0000014
SMS_EVENT0003072,ACC0002418,BRW0007856,2026-02-10 14:37:22,SMS000037556,FAILED,PAYMENT_LINK,VND0000003
SMS_EVENT0003073,ACC0021258,BRW0000419,2026-02-14 06:04:48,SMS000030223,CLICKED,PTP_REMINDER,VND0000015
SMS_EVENT0003074,ACC0007657,BRW0009226,2026-02-02 01:22:34,SMS000003431,FAILED,PAYMENT_LINK,VND0000009
SMS_EVENT0003075,ACC0012307,BRW0004939,2026-04-08 21:04:46,SMS000029743,FAILED,DUE_REMINDER,VND0000007
SMS_EVENT0003076,ACC0019525,BRW0000221,2026-07-19 10:21:08,SMS000037540,FAILED,DUE_REMINDER,VND0000012
SMS_EVENT0003077,ACC0025409,BRW0010019,2026-01-30 12:55:19,SMS000022793,FAILED,PTP_REMINDER,VND0000002
SMS_EVENT0003078,ACC0012064,BRW0005396,2026-07-02 00:08:45,SMS000008901,FAILED,PAYMENT_LINK,VND0000003
SMS_EVENT0003079,ACC0017333,BRW0000127,2026-07-07 02:32:16,SMS000023427,FAILED,PTP_REMINDER,VND0000012
SMS_EVENT0003080,ACC0027454,BRW0004159,2026-07-27 03:28:07,SMS000020330,FAILED,PAYMENT_LINK,VND0000006
SMS_EVENT0003081,ACC0027749,BRW0002733,2026-04-11 06:20:14,SMS000017942,CLICKED,PAYMENT_LINK,VND0000013
SMS_EVENT0003082,ACC0015882,BRW0003437,2026-01-27 19:00:42,SMS000021301,SENT,DUE_REMINDER,VND0000011
SMS_EVENT0003083,ACC0013930,BRW0010020,2026-07-20 09:13:20,SMS000019471,FAILED,NOTICE,VND0000010
SMS_EVENT0003084,ACC0004889,BRW0008477,2026-05-22 19:21:08,SMS000031071,DELIVERED,DUE_REMINDER,VND0000005
SMS_EVENT0003085,ACC0002132,BRW0002122,2026-05-23 08:58:54,SMS000000652,CLICKED,DUE_REMINDER,VND0000005
SMS_EVENT0003086,ACC0003758,BRW0007929,2026-02-14 13:11:29,SMS000018100,SENT,PTP_REMINDER,VND0000002
SMS_EVENT0003087,ACC0010172,BRW0005112,2026-07-07 13:46:46,SMS000020034,CLICKED,DUE_REMINDER,VND0000009
SMS_EVENT0003088,ACC0022569,BRW0005548,2026-07-22 19:26:53,SMS000011011,SENT,DUE_REMINDER,VND0000002
SMS_EVENT0003089,ACC0008097,BRW0011292,2026-01-02 21:50:10,SMS000002271,CLICKED,NOTICE,VND0000012
SMS_EVENT0003090,ACC0025502,BRW0001720,2026-01-05 13:39:45,SMS000015891,CLICKED,PAYMENT_LINK,VND0000001
SMS_EVENT0003091,ACC0026717,BRW0009489,2026-02-18 09:20:43,SMS000035629,FAILED,NOTICE,VND0000005
SMS_EVENT0003092,ACC0025472,BRW0003117,2026-05-08 22:25:17,SMS000022282,FAILED,DUE_REMINDER,VND0000001
SMS_EVENT0003093,ACC0011741,BRW0011924,2026-01-28 10:37:32,SMS000038683,FAILED,NOTICE,VND0000013
SMS_EVENT0003094,ACC0022589,BRW0008762,2026-05-25 07:24:44,SMS000005530,DELIVERED,PAYMENT_LINK,VND0000006
SMS_EVENT0003095,ACC0024342,BRW0010322,2026-04-21 02:50:17,SMS000030791,FAILED,PAYMENT_LINK,VND0000003
SMS_EVENT0003096,ACC0029968,BRW0005833,2026-03-23 20:40:23,SMS000023971,SENT,DUE_REMINDER,VND0000009
SMS_EVENT0003097,ACC0020863,BRW0009660,2026-01-01 08:33:58,SMS000005730,SENT,PTP_REMINDER,VND0000002
SMS_EVENT0003098,ACC0026967,BRW0007539,2026-01-23 13:00:52,SMS000037509,CLICKED,DUE_REMINDER,VND0000011
SMS_EVENT0003099,ACC0029458,BRW0011547,2026-07-10 10:52:41,SMS000028990,FAILED,DUE_REMINDER,VND0000014
SMS_EVENT0003100,ACC0015097,BRW0005124,2026-07-22 10:26:32,SMS000010434,FAILED,NOTICE,VND0000012
SMS_EVENT0003101,ACC0029981,BRW0009023,2026-03-18 04:21:42,SMS000022843,FAILED,DUE_REMINDER,VND0000002
SMS_EVENT0003102,ACC0008408,BRW0005097,2026-01-14 21:11:06,SMS000021255,DELIVERED,PAYMENT_LINK,VND0000008
SMS_EVENT0003103,ACC0015126,BRW0002598,2026-06-02 23:48:45,SMS000022675,FAILED,PTP_REMINDER,VND0000004
SMS_EVENT0003104,ACC0025521,BRW0005765,2026-07-24 15:18:57,SMS000024734,FAILED,NOTICE,VND0000001
SMS_EVENT0003105,ACC0013142,BRW0007491,2026-05-17 04:36:08,SMS000000075,CLICKED,DUE_REMINDER,VND0000014
SMS_EVENT0003106,ACC0010930,BRW0005509,2026-07-21 05:00:17,SMS000000172,DELIVERED,PTP_REMINDER,VND0000009
SMS_EVENT0003107,ACC0016941,BRW0006611,2026-01-29 19:30:31,SMS000023523,CLICKED,PTP_REMINDER,VND0000015
SMS_EVENT0003108,ACC0017395,BRW0010930,2026-05-12 06:03:12,SMS000035296,DELIVERED,PTP_REMINDER,VND0000007
SMS_EVENT0003109,ACC0008042,BRW0004456,2026-02-06 23:42:29,SMS000037284,FAILED,NOTICE,VND0000014
SMS_EVENT0003110,ACC0023365,BRW0011771,2026-06-16 18:40:42,SMS000015747,FAILED,PAYMENT_LINK,VND0000009
SMS_EVENT0003111,ACC0028021,BRW0006099,2026-03-22 07:53:43,SMS000006720,FAILED,PAYMENT_LINK,VND0000013
SMS_EVENT0003112,ACC0017765,BRW0005547,2026-08-02 23:38:59,SMS000002662,CLICKED,DUE_REMINDER,VND0000006
SMS_EVENT0003113,ACC0005361,BRW0009242,2026-02-13 03:57:18,SMS000036932,FAILED,PTP_REMINDER,VND0000013
SMS_EVENT0003114,ACC0026507,BRW0003558,2026-01-01 01:34:17,SMS000011447,CLICKED,PAYMENT_LINK,VND0000009
SMS_EVENT0003115,ACC0005725,BRW0005856,2026-03-20 20:16:56,SMS000004506,CLICKED,PTP_REMINDER,VND0000012
SMS_EVENT0003116,ACC0015609,BRW0001586,2026-08-08 16:07:51,SMS000012959,SENT,PTP_REMINDER,VND0000007
SMS_EVENT0003117,ACC0000523,BRW0002818,2026-07-02 14:12:05,SMS000039672,FAILED,NOTICE,VND0000009
SMS_EVENT0003118,ACC0029456,BRW0001637,2026-03-26 09:29:55,SMS000017226,SENT,DUE_REMINDER,VND0000010
SMS_EVENT0003119,ACC0024384,BRW0005520,2026-03-26 09:58:30,SMS000004918,CLICKED,NOTICE,VND0000006
SMS_EVENT0003120,ACC0012388,BRW0007766,2026-06-15 16:19:34,SMS000000979,FAILED,PTP_REMINDER,VND0000007
SMS_EVENT0003121,ACC0018242,BRW0009913,2026-06-06 13:20:20,SMS000008577,SENT,PTP_REMINDER,VND0000007
SMS_EVENT0003122,ACC0017183,BRW0007913,2026-03-09 03:07:18,SMS000007449,SENT,NOTICE,VND0000005
SMS_EVENT0003123,ACC0025962,BRW0001952,2026-05-26 18:24:16,SMS000010992,CLICKED,DUE_REMINDER,VND0000009
SMS_EVENT0003124,ACC0005333,BRW0004541,2026-03-03 17:59:38,SMS000004680,DELIVERED,DUE_REMINDER,VND0000002
SMS_EVENT0003125,ACC0018173,BRW0005885,2026-02-28 13:30:41,SMS000030166,CLICKED,NOTICE,VND0000003
SMS_EVENT0003126,ACC0011179,BRW0003280,2026-07-26 07:01:45,SMS000002002,CLICKED,PTP_REMINDER,VND0000002
SMS_EVENT0003127,ACC0017817,BRW0002865,2026-05-24 23:40:07,SMS000009394,SENT,DUE_REMINDER,VND0000011
SMS_EVENT0003128,ACC0009615,BRW0003022,2026-06-25 19:38:54,SMS000012673,SENT,DUE_REMINDER,VND0000006
SMS_EVENT0003129,ACC0005218,BRW0011219,2026-07-20 22:36:08,SMS000007727,FAILED,PTP_REMINDER,VND0000001
SMS_EVENT0003130,ACC0017943,BRW0001507,2026-07-29 00:26:15,SMS000011224,FAILED,PTP_REMINDER,VND0000001
SMS_EVENT0003131,ACC0008137,BRW0004621,2026-02-10 22:07:32,SMS000022543,SENT,PTP_REMINDER,VND0000013
SMS_EVENT0003132,ACC0022299,BRW0002023,2026-01-25 10:44:32,SMS000014767,FAILED,PTP_REMINDER,VND0000010
SMS_EVENT0003133,ACC0007585,BRW0004230,2026-06-23 22:35:21,SMS000008440,FAILED,PTP_REMINDER,VND0000001
SMS_EVENT0003134,ACC0021457,BRW0006002,2026-05-03 05:27:33,SMS000004851,CLICKED,PAYMENT_LINK,VND0000010
SMS_EVENT0003135,ACC0028077,BRW0009426,2026-02-04 20:41:16,SMS000020622,DELIVERED,DUE_REMINDER,VND0000004
SMS_EVENT0003136,ACC0005825,BRW0009777,2026-01-29 11:16:33,SMS000027960,CLICKED,DUE_REMINDER,VND0000013
