target_id,account_id,campaign_id,target_date,priority,recommended_channel,status
TGT0007069,ACC0020261,CMP0000023,2026-03-23,1,VOICE,EXPIRED
TGT0007070,ACC0002456,CMP0000073,2026-01-31,4,SMS,CONTACTED
TGT0007071,ACC0012783,CMP0000012,2026-01-21,4,SMS,QUEUED
TGT0007072,ACC0004783,CMP0000089,2026-03-04,1,WHATSAPP,QUEUED
TGT0007073,ACC0019576,CMP0000115,2026-01-14,4,FIELD,QUEUED
TGT0007074,ACC0007626,CMP0000108,2026-05-20,9,VOICE,SKIPPED
TGT0007075,ACC0026661,CMP0000017,2026-02-20,4,VOICE,QUEUED
TGT0007076,ACC0007448,CMP0000061,2026-02-08,3,FIELD,QUEUED
TGT0007077,ACC0012527,CMP0000011,2026-07-07,2,WHATSAPP,CONTACTED
TGT0007078,ACC0022697,CMP0000109,2026-01-12,3,FIELD,SKIPPED
TGT0007079,ACC0027829,CMP0000071,2026-01-02,4,SMS,EXPIRED
TGT0007080,ACC0014369,CMP0000033,2026-07-15,9,FIELD,EXPIRED
TGT0007081,ACC0025486,CMP0000065,2026-03-30,7,SMS,SKIPPED
TGT0007082,ACC0012191,CMP0000019,2026-02-17,4,VOICE,EXPIRED
TGT0007083,ACC0009866,CMP0000060,2026-03-22,2,WHATSAPP,SKIPPED
TGT0007084,ACC0007706,CMP0000063,2026-04-04,3,WHATSAPP,EXPIRED
TGT0007085,ACC0029766,CMP0000117,2026-07-23,1,FIELD,SKIPPED
TGT0007086,ACC0020574,CMP0000081,2026-01-28,8,WHATSAPP,EXPIRED
TGT0007087,ACC0029334,CMP0000024,2026-05-10,4,WHATSAPP,EXPIRED
TGT0007088,ACC0003146,CMP0000009,2026-06-23,8,FIELD,SKIPPED
TGT0007089,ACC0004310,CMP0000038,2026-01-23,6,FIELD,EXPIRED
TGT0007090,ACC0003256,CMP0000026,2026-06-20,6,FIELD,SKIPPED
TGT0007091,ACC0006251,CMP0000096,2026-01-28,3,FIELD,EXPIRED
TGT0007092,ACC0004212,CMP0000111,2026-03-01,6,WHATSAPP,EXPIRED
TGT0007093,ACC0007647,CMP0000105,2026-05-03,3,VOICE,CONTACTED
TGT0007094,ACC0005557,CMP0000003,2026-02-23,4,SMS,CONTACTED
TGT0007095,ACC0005875,CMP0000087,2026-06-26,9,FIELD,QUEUED
TGT0007096,ACC0021504,CMP0000098,2026-01-16,10,FIELD,SKIPPED
TGT0007097,ACC0014379,CMP0000116,2026-04-27,9,SMS,CONTACTED
TGT0007098,ACC0015419,CMP0000060,2026-02-07,1,SMS,EXPIRED
TGT0007099,ACC0019264,CMP0000063,2026-01-14,4,SMS,SKIPPED
TGT0007100,ACC0019747,CMP0000058,2026-06-15,2,FIELD,EXPIRED
TGT0007101,ACC0000687,CMP0000080,2026-01-10,10,FIELD,CONTACTED
TGT0007102,ACC0005832,CMP0000099,2026-03-29,9,VOICE,SKIPPED
TGT0007103,ACC0011467,CMP0000103,2026-01-30,6,VOICE,QUEUED
TGT0007104,ACC0001086,CMP0000069,2026-01-09,9,SMS,SKIPPED
TGT0007105,ACC0022559,CMP0000025,2026-01-20,6,FIELD,CONTACTED
TGT0007106,ACC0021824,CMP0000005,2026-02-22,5,VOICE,SKIPPED
TGT0007107,ACC0023065,CMP0000036,2026-06-15,2,SMS,SKIPPED
TGT0007108,ACC0013625,CMP0000009,2026-08-03,4,FIELD,QUEUED
TGT0007109,ACC0009469,CMP0000050,2026-07-06,4,FIELD,SKIPPED
TGT0007110,ACC0016539,CMP0000009,2026-06-16,3,WHATSAPP,SKIPPED
TGT0007111,ACC0025313,CMP0000048,2026-03-29,4,SMS,SKIPPED
TGT0007112,ACC0019490,CMP0000046,2026-02-08,8,WHATSAPP,CONTACTED
TGT0007113,ACC0013625,CMP0000087,2026-01-11,3,WHATSAPP,EXPIRED
TGT0007114,ACC0001962,CMP0000049,2026-07-21,8,WHATSAPP,EXPIRED
TGT0007115,ACC0020630,CMP0000031,2026-01-07,9,SMS,QUEUED
TGT0007116,ACC0018112,CMP0000031,2026-02-18,1,SMS,CONTACTED
TGT0007117,ACC0026897,CMP0000058,2026-03-05,7,FIELD,QUEUED
TGT0007118,ACC0014237,CMP0000066,2026-06-09,3,WHATSAPP,QUEUED
TGT0007119,ACC0000075,CMP0000049,2026-06-12,3,FIELD,SKIPPED
TGT0007120,ACC0006215,CMP0000024,2026-08-02,1,VOICE,QUEUED
TGT0007121,ACC0012217,CMP0000053,2026-04-19,8,VOICE,QUEUED
TGT0007122,ACC0016583,CMP0000007,2026-06-17,2,FIELD,CONTACTED
TGT0007123,ACC0023136,CMP0000080,2026-05-25,10,VOICE,QUEUED
TGT0007124,ACC0001728,CMP0000007,2026-01-12,8,VOICE,CONTACTED
TGT0007125,ACC0028053,CMP0000023,2026-04-20,10,VOICE,QUEUED
TGT0007126,ACC0001327,CMP0000074,2026-07-16,4,WHATSAPP,CONTACTED
TGT0007127,ACC0011293,CMP0000009,2026-07-31,1,VOICE,SKIPPED
TGT0007128,ACC0002747,CMP0000064,2026-05-17,5,WHATSAPP,CONTACTED
TGT0007129,ACC0017920,CMP0000103,2026-04-06,9,SMS,QUEUED
TGT0007130,ACC0014868,CMP0000118,2026-04-05,1,WHATSAPP,QUEUED
TGT0007131,ACC0011794,CMP0000015,2026-05-03,9,VOICE,QUEUED
TGT0007132,ACC0012967,CMP0000002,2026-05-06,2,WHATSAPP,CONTACTED
TGT0007133,ACC0021255,CMP0000041,2026-07-23,5,SMS,CONTACTED
TGT0007134,ACC0029053,CMP0000008,2026-02-25,6,WHATSAPP,QUEUED
TGT0007135,ACC0015111,CMP0000051,2026-05-20,6,WHATSAPP,CONTACTED
TGT0007136,ACC0013422,CMP0000016,2026-03-16,3,FIELD,CONTACTED
TGT0007137,ACC0000117,CMP0000036,2026-04-02,6,FIELD,EXPIRED
TGT0007138,ACC0005180,CMP0000014,2026-03-28,1,VOICE,SKIPPED
TGT0007139,ACC0029068,CMP0000119,2026-01-30,4,VOICE,EXPIRED
TGT0007140,ACC0008579,CMP0000080,2026-05-28,5,SMS,QUEUED
TGT0007141,ACC0005819,CMP0000033,2026-03-14,8,WHATSAPP,QUEUED
TGT0007142,ACC0004007,CMP0000118,2026-02-16,2,WHATSAPP,QUEUED
TGT0007143,ACC0021443,CMP0000101,2026-06-10,8,SMS,SKIPPED
TGT0007144,ACC0004680,CMP0000015,2026-05-22,5,FIELD,CONTACTED
TGT0007145,ACC0021881,CMP0000100,2026-01-20,1,SMS,EXPIRED
TGT0007146,ACC0014442,CMP0000048,2026-07-13,3,WHATSAPP,EXPIRED
TGT0007147,ACC0007070,CMP0000036,2026-01-11,5,FIELD,QUEUED
TGT0007148,ACC0023609,CMP0000087,2026-04-02,5,SMS,QUEUED
TGT0007149,ACC0028932,CMP0000086,2026-01-29,7,WHATSAPP,QUEUED
TGT0007150,ACC0017013,CMP0000025,2026-06-12,3,SMS,CONTACTED
TGT0007151,ACC0019582,CMP0000051,2026-01-26,9,FIELD,CONTACTED
TGT0007152,ACC0026433,CMP0000051,2026-01-29,2,SMS,SKIPPED
TGT0007153,ACC0027554,CMP0000045,2026-06-24,2,WHATSAPP,QUEUED
TGT0007154,ACC0000774,CMP0000096,2026-01-29,4,SMS,EXPIRED
TGT0007155,ACC0004306,CMP0000068,2026-04-29,10,SMS,EXPIRED
TGT0007156,ACC0022647,CMP0000088,2026-06-20,2,VOICE,QUEUED
TGT0007157,ACC0019623,CMP0000083,2026-07-21,3,SMS,QUEUED
TGT0007158,ACC0005497,CMP0000089,2026-01-26,2,WHATSAPP,QUEUED
TGT0007159,ACC0027978,CMP0000086,2026-02-17,2,SMS,CONTACTED
TGT0007160,ACC0014316,CMP0000063,2026-04-11,4,FIELD,QUEUED
TGT0007161,ACC0015766,CMP0000074,2026-03-24,10,FIELD,CONTACTED
TGT0007162,ACC0017035,CMP0000032,2026-06-22,4,SMS,CONTACTED
TGT0007163,ACC0006612,CMP0000020,2026-07-17,7,SMS,SKIPPED
TGT0007164,ACC0027906,CMP0000114,2026-05-27,7,WHATSAPP,SKIPPED
TGT0007165,ACC0012072,CMP0000022,2026-03-03,8,SMS,SKIPPED
TGT0007166,ACC0002155,CMP0000109,2026-05-05,9,SMS,EXPIRED
TGT0007167,ACC0025350,CMP0000055,2026-05-27,6,FIELD,EXPIRED
TGT0007168,ACC0016904,CMP0000118,2026-02-07,8,VOICE,SKIPPED
TGT0007169,ACC0022086,CMP0000032,2026-07-21,10,SMS,CONTACTED
TGT0007170,ACC0004339,CMP0000086,2026-01-11,8,WHATSAPP,SKIPPED
TGT0007171,ACC0000065,CMP0000064,2026-05-16,6,FIELD,EXPIRED
TGT0007172,ACC0013567,CMP0000111,2026-06-27,4,VOICE,CONTACTED
TGT0007173,ACC0023664,CMP0000098,2026-02-25,3,WHATSAPP,CONTACTED
TGT0007174,ACC0010692,CMP0000109,2026-06-30,1,FIELD,EXPIRED
TGT0007175,ACC0022859,CMP0000039,2026-06-09,1,WHATSAPP,SKIPPED
TGT0007176,ACC0017156,CMP0000096,2026-07-02,2,VOICE,QUEUED
TGT0007177,ACC0025471,CMP0000056,2026-03-22,1,FIELD,EXPIRED
TGT0007178,ACC0018935,CMP0000007,2026-05-30,9,SMS,EXPIRED
TGT0007179,ACC0013587,CMP0000118,2026-06-26,7,WHATSAPP,CONTACTED
TGT0007180,ACC0015707,CMP0000027,2026-04-16,5,WHATSAPP,SKIPPED
TGT0007181,ACC0025837,CMP0000004,2026-07-19,1,VOICE,CONTACTED
TGT0007182,ACC0000573,CMP0000012,2026-03-01,3,VOICE,CONTACTED
TGT0007183,ACC0028014,CMP0000104,2026-07-16,10,FIELD,EXPIRED
TGT0007184,ACC0018197,CMP0000092,2026-07-30,2,SMS,EXPIRED
TGT0007185,ACC0016565,CMP0000083,2026-02-18,10,WHATSAPP,SKIPPED
TGT0007186,ACC0001421,CMP0000012,2026-07-30,3,WHATSAPP,EXPIRED
TGT0007187,ACC0026803,CMP0000018,2026-02-23,1,FIELD,SKIPPED
TGT0007188,ACC0012551,CMP0000044,2026-08-02,3,FIELD,SKIPPED
TGT0007189,ACC0002736,CMP0000036,2026-06-09,1,WHATSAPP,EXPIRED
TGT0007190,ACC0022668,CMP0000027,2026-04-07,8,VOICE,SKIPPED
TGT0007191,ACC0028056,CMP0000058,2026-05-21,10,SMS,QUEUED
TGT0007192,ACC0014233,CMP0000017,2026-02-09,1,SMS,EXPIRED
TGT0007193,ACC0012304,CMP0000035,2026-02-07,8,WHATSAPP,CONTACTED
TGT0007194,ACC0022532,CMP0000041,2026-01-01,10,FIELD,QUEUED
TGT0007195,ACC0027107,CMP0000120,2026-05-08,5,SMS,CONTACTED
TGT0007196,ACC0019990,CMP0000073,2026-03-14,3,VOICE,QUEUED
TGT0007197,ACC0015835,CMP0000069,2026-03-25,10,SMS,QUEUED
TGT0007198,ACC0013835,CMP0000104,2026-07-16,6,SMS,QUEUED
TGT0007199,ACC0001957,CMP0000010,2026-06-27,2,SMS,EXPIRED
TGT0007200,ACC0004811,CMP0000083,2026-01-19,3,SMS,SKIPPED
TGT0007201,ACC0014960,CMP0000100,2026-05-24,9,FIELD,EXPIRED
TGT0007202,ACC0024885,CMP0000085,2026-05-29,8,FIELD,EXPIRED
TGT0007203,ACC0007417,CMP0000032,2026-04-09,10,VOICE,CONTACTED
TGT0007204,ACC0024598,CMP0000103,2026-05-18,3,VOICE,QUEUED
TGT0007205,ACC0007765,CMP0000050,2026-02-13,3,SMS,QUEUED
TGT0007206,ACC0020882,CMP0000072,2026-04-18,8,SMS,CONTACTED
TGT0007207,ACC0011095,CMP0000066,2026-03-13,8,SMS,EXPIRED
TGT0007208,ACC0025881,CMP0000073,2026-01-31,3,WHATSAPP,SKIPPED
TGT0007209,ACC0029181,CMP0000105,2026-07-13,2,SMS,CONTACTED
TGT0007210,ACC0021790,CMP0000066,2026-04-10,7,VOICE,SKIPPED
TGT0007211,ACC0021859,CMP0000082,2026-08-03,3,SMS,EXPIRED
TGT0007212,ACC0016086,CMP0000060,2026-02-23,2,SMS,QUEUED
TGT0007213,ACC0013581,CMP0000076,2026-04-21,8,FIELD,SKIPPED
TGT0007214,ACC0016451,CMP0000009,2026-07-01,2,SMS,QUEUED
TGT0007215,ACC0011426,CMP0000042,2026-04-25,8,VOICE,QUEUED
TGT0007216,ACC0020029,CMP0000092,2026-02-06,9,WHATSAPP,CONTACTED
TGT0007217,ACC0026989,CMP0000036,2026-06-09,5,FIELD,QUEUED
TGT0007218,ACC0007396,CMP0000034,2026-06-11,9,SMS,EXPIRED
TGT0007219,ACC0021650,CMP0000114,2026-05-09,5,SMS,QUEUED
TGT0007220,ACC0018831,CMP0000070,2026-04-26,1,VOICE,EXPIRED
TGT0007221,ACC0028932,CMP0000017,2026-06-21,2,FIELD,SKIPPED
TGT0007222,ACC0007769,CMP0000109,2026-03-26,8,WHATSAPP,EXPIRED
TGT0007223,ACC0020827,CMP0000016,2026-01-24,6,FIELD,QUEUED
TGT0007224,ACC0013531,CMP0000014,2026-07-30,7,SMS,SKIPPED
TGT0007225,ACC0021382,CMP0000046,2026-03-16,2,WHATSAPP,SKIPPED
TGT0007226,ACC0008484,CMP0000110,2026-07-24,6,FIELD,SKIPPED
TGT0007227,ACC0010269,CMP0000063,2026-02-13,4,SMS,QUEUED
TGT0007228,ACC0012150,CMP0000076,2026-03-17,9,WHATSAPP,QUEUED
TGT0007229,ACC0002855,CMP0000021,2026-03-24,4,VOICE,QUEUED
TGT0007230,ACC0009025,CMP0000089,2026-02-09,9,FIELD,CONTACTED
TGT0007231,ACC0025262,CMP0000017,2026-05-30,10,VOICE,QUEUED
TGT0007232,ACC0007050,CMP0000096,2026-01-31,6,WHATSAPP,EXPIRED
TGT0007233,ACC0007958,CMP0000003,2026-02-25,7,VOICE,SKIPPED
TGT0007234,ACC0000641,CMP0000118,2026-01-03,8,VOICE,EXPIRED
TGT0007235,ACC0003102,CMP0000069,2026-03-04,9,FIELD,EXPIRED
TGT0007236,ACC0006127,CMP0000051,2026-03-03,5,SMS,SKIPPED
TGT0007237,ACC0002950,CMP0000062,2026-05-23,4,SMS,QUEUED
TGT0007238,ACC0017974,CMP0000054,2026-01-19,3,WHATSAPP,CONTACTED
TGT0007239,ACC0004883,CMP0000082,2026-06-10,4,VOICE,EXPIRED
TGT0007240,ACC0017144,CMP0000032,2026-01-06,5,FIELD,CONTACTED
TGT0007241,ACC0020982,CMP0000008,2026-03-18,5,WHATSAPP,EXPIRED
TGT0007242,ACC0010865,CMP0000044,2026-07-21,5,VOICE,QUEUED
TGT0007243,ACC0020939,CMP0000088,2026-03-20,6,SMS,SKIPPED
TGT0007244,ACC0020072,CMP0000083,2026-08-05,7,SMS,SKIPPED
TGT0007245,ACC0016658,CMP0000064,2026-02-02,6,FIELD,CONTACTED
TGT0007246,ACC0025422,CMP0000076,2026-03-24,7,FIELD,CONTACTED
TGT0007247,ACC0020416,CMP0000094,2026-08-01,9,FIELD,QUEUED
TGT0007248,ACC0027746,CMP0000013,2026-03-12,3,VOICE,CONTACTED
TGT0007249,ACC0011181,CMP0000111,2026-07-22,8,WHATSAPP,SKIPPED
TGT0007250,ACC0008389,CMP0000055,2026-07-30,4,VOICE,CONTACTED
TGT0007251,ACC0011945,CMP0000110,2026-06-01,4,VOICE,SKIPPED
TGT0007252,ACC0014599,CMP0000089,2026-02-11,1,WHATSAPP,SKIPPED
TGT0007253,ACC0014144,CMP0000109,2026-02-15,6,WHATSAPP,EXPIRED
TGT0007254,ACC0003763,CMP0000064,2026-03-20,9,WHATSAPP,EXPIRED
TGT0007255,ACC0019331,CMP0000002,2026-01-18,3,VOICE,EXPIRED
TGT0007256,ACC0004114,CMP0000100,2026-05-18,6,SMS,QUEUED
TGT0007257,ACC0004354,CMP0000116,2026-06-15,3,SMS,SKIPPED
TGT0007258,ACC0015204,CMP0000065,2026-07-22,3,VOICE,SKIPPED
TGT0007259,ACC0023594,CMP0000112,2026-04-30,10,SMS,EXPIRED
TGT0007260,ACC0011607,CMP0000108,2026-08-01,9,WHATSAPP,EXPIRED
TGT0007261,ACC0004475,CMP0000057,2026-05-28,5,FIELD,EXPIRED
TGT0007262,ACC0013911,CMP0000093,2026-06-06,2,WHATSAPP,CONTACTED
TGT0007263,ACC0010929,CMP0000028,2026-04-25,4,FIELD,SKIPPED
TGT0007264,ACC0026815,CMP0000114,2026-02-18,10,FIELD,SKIPPED
TGT0007265,ACC0029394,CMP0000111,2026-04-11,8,VOICE,QUEUED
TGT0007266,ACC0012249,CMP0000009,2026-04-18,3,WHATSAPP,SKIPPED
TGT0007267,ACC0003465,CMP0000001,2026-07-06,5,FIELD,SKIPPED
TGT0007268,ACC0013157,CMP0000040,2026-03-11,9,WHATSAPP,EXPIRED
TGT0007269,ACC0015069,CMP0000097,2026-06-02,9,VOICE,QUEUED
TGT0007270,ACC0017555,CMP0000042,2026-02-03,8,FIELD,EXPIRED
TGT0007271,ACC0002292,CMP0000036,2026-05-25,8,SMS,CONTACTED
TGT0007272,ACC0016342,CMP0000078,2026-02-21,2,FIELD,EXPIRED
TGT0007273,ACC0017014,CMP0000044,2026-04-03,4,WHATSAPP,EXPIRED
TGT0007274,ACC0026243,CMP0000095,2026-03-09,1,VOICE,EXPIRED
TGT0007275,ACC0025134,CMP0000102,2026-02-07,6,WHATSAPP,QUEUED
TGT0007276,ACC0015103,CMP0000095,2026-06-17,6,FIELD,CONTACTED
TGT0007277,ACC0000465,CMP0000050,2026-01-06,7,FIELD,CONTACTED
TGT0007278,ACC0009833,CMP0000037,2026-04-12,9,FIELD,SKIPPED
TGT0007279,ACC0020238,CMP0000032,2026-05-06,7,FIELD,CONTACTED
TGT0007280,ACC0014697,CMP0000073,2026-03-18,9,SMS,CONTACTED
TGT0007281,ACC0029266,CMP0000092,2026-06-15,8,FIELD,SKIPPED
TGT0007282,ACC0001264,CMP0000097,2026-06-06,10,FIELD,SKIPPED
TGT0007283,ACC0004598,CMP0000002,2026-05-28,9,VOICE,CONTACTED
TGT0007284,ACC0016256,CMP0000062,2026-05-13,1,SMS,QUEUED
TGT0007285,ACC0008187,CMP0000059,2026-01-31,7,WHATSAPP,SKIPPED
TGT0007286,ACC0022415,CMP0000090,2026-06-19,1,FIELD,SKIPPED
TGT0007287,ACC0000867,CMP0000009,2026-04-28,5,FIELD,CONTACTED
TGT0007288,ACC0028282,CMP0000079,2026-06-28,4,VOICE,CONTACTED
TGT0007289,ACC0004633,CMP0000086,2026-01-07,6,SMS,SKIPPED
TGT0007290,ACC0004521,CMP0000089,2026-07-06,8,VOICE,QUEUED
TGT0007291,ACC0029471,CMP0000078,2026-01-12,3,WHATSAPP,EXPIRED
TGT0007292,ACC0027092,CMP0000080,2026-02-04,6,WHATSAPP,SKIPPED
TGT0007293,ACC0024039,CMP0000081,2026-07-16,6,WHATSAPP,QUEUED
TGT0007294,ACC0009347,CMP0000107,2026-03-20,3,WHATSAPP,EXPIRED
TGT0007295,ACC0017660,CMP0000032,2026-07-06,7,WHATSAPP,SKIPPED
TGT0007296,ACC0014203,CMP0000079,2026-01-29,10,WHATSAPP,SKIPPED
TGT0007297,ACC0025163,CMP0000056,2026-04-07,2,VOICE,QUEUED
TGT0007298,ACC0026111,CMP0000111,2026-08-08,9,FIELD,QUEUED
TGT0007299,ACC0007206,CMP0000114,2026-05-04,9,VOICE,SKIPPED
TGT0007300,ACC0029937,CMP0000030,2026-03-21,8,VOICE,CONTACTED
TGT0007301,ACC0002035,CMP0000053,2026-02-07,5,FIELD,SKIPPED
TGT0007302,ACC0020937,CMP0000023,2026-08-02,6,WHATSAPP,QUEUED
TGT0007303,ACC0023168,CMP0000034,2026-06-05,1,WHATSAPP,CONTACTED
TGT0007304,ACC0014071,CMP0000061,2026-04-27,3,SMS,SKIPPED
TGT0007305,ACC0008952,CMP0000111,2026-05-29,8,SMS,SKIPPED
TGT0007306,ACC0008348,CMP0000117,2026-03-19,10,WHATSAPP,EXPIRED
TGT0007307,ACC0024774,CMP0000055,2026-05-08,3,VOICE,EXPIRED
TGT0007308,ACC0001016,CMP0000050,2026-01-29,1,WHATSAPP,EXPIRED
TGT0007309,ACC0029875,CMP0000076,2026-02-17,1,VOICE,EXPIRED
TGT0007310,ACC0025378,CMP0000004,2026-01-22,8,SMS,EXPIRED
TGT0007311,ACC0003679,CMP0000099,2026-03-16,7,SMS,SKIPPED
TGT0007312,ACC0001105,CMP0000011,2026-03-20,10,VOICE,QUEUED
TGT0007313,ACC0024615,CMP0000077,2026-03-10,7,WHATSAPP,QUEUED
TGT0007314,ACC0026176,CMP0000091,2026-01-11,6,SMS,SKIPPED
TGT0007315,ACC0017111,CMP0000116,2026-03-19,3,FIELD,SKIPPED
TGT0007316,ACC0012685,CMP0000116,2026-03-21,3,WHATSAPP,EXPIRED
TGT0007317,ACC0001013,CMP0000113,2026-08-02,8,FIELD,EXPIRED
TGT0007318,ACC0013069,CMP0000114,2026-05-14,1,SMS,EXPIRED
TGT0007319,ACC0005578,CMP0000113,2026-03-31,1,WHATSAPP,SKIPPED
TGT0007320,ACC0006243,CMP0000036,2026-06-29,9,WHATSAPP,SKIPPED
TGT0007321,ACC0000517,CMP0000118,2026-04-25,2,WHATSAPP,EXPIRED
TGT0007322,ACC0013722,CMP0000016,2026-04-04,9,VOICE,CONTACTED
TGT0007323,ACC0011549,CMP0000087,2026-07-28,1,VOICE,CONTACTED
TGT0007324,ACC0019334,CMP0000058,2026-02-24,1,FIELD,CONTACTED
TGT0007325,ACC0003215,CMP0000036,2026-05-13,10,FIELD,EXPIRED
TGT0007326,ACC0004779,CMP0000010,2026-07-24,4,VOICE,EXPIRED
TGT0007327,ACC0015373,CMP0000043,2026-04-24,6,FIELD,EXPIRED
TGT0007328,ACC0027592,CMP0000034,2026-07-08,10,WHATSAPP,EXPIRED
TGT0007329,ACC0006769,CMP0000066,2026-03-27,1,SMS,CONTACTED
TGT0007330,ACC0000390,CMP0000040,2026-06-17,6,SMS,SKIPPED
TGT0007331,ACC0012103,CMP0000017,2026-05-22,10,VOICE,SKIPPED
TGT0007332,ACC0004626,CMP0000083,2026-04-25,5,FIELD,SKIPPED
TGT0007333,ACC0019018,CMP0000100,2026-08-04,1,FIELD,CONTACTED
TGT0007334,ACC0024690,CMP0000070,2026-07-01,8,WHATSAPP,CONTACTED
TGT0007335,ACC0002448,CMP0000072,2026-03-14,4,VOICE,QUEUED
TGT0007336,ACC0020209,CMP0000041,2026-05-11,5,FIELD,CONTACTED
TGT0007337,ACC0024597,CMP0000021,2026-06-09,1,SMS,CONTACTED
TGT0007338,ACC0018327,CMP0000054,2026-05-11,7,WHATSAPP,QUEUED
TGT0007339,ACC0002665,CMP0000091,2026-01-09,10,SMS,CONTACTED
TGT0007340,ACC0021627,CMP0000045,2026-05-21,8,FIELD,QUEUED
TGT0007341,ACC0009111,CMP0000088,2026-03-04,6,SMS,QUEUED
TGT0007342,ACC0006610,CMP0000033,2026-06-23,7,VOICE,QUEUED
TGT0007343,ACC0018128,CMP0000074,2026-03-17,8,WHATSAPP,QUEUED
TGT0007344,ACC0015880,CMP0000111,2026-03-30,5,SMS,QUEUED
TGT0007345,ACC0016797,CMP0000022,2026-06-25,9,FIELD,SKIPPED
TGT0007346,ACC0019761,CMP0000011,2026-07-04,2,WHATSAPP,CONTACTED
TGT0007347,ACC0009954,CMP0000080,2026-02-17,6,VOICE,CONTACTED
TGT0007348,ACC0019724,CMP0000048,2026-02-12,7,VOICE,CONTACTED
TGT0007349,ACC0018876,CMP0000102,2026-03-21,1,SMS,CONTACTED
TGT0007350,ACC0009528,CMP0000120,2026-05-10,3,SMS,SKIPPED
TGT0007351,ACC0006010,CMP0000081,2026-01-25,10,VOICE,CONTACTED
TGT0007352,ACC0019464,CMP0000071,2026-07-29,10,VOICE,EXPIRED
TGT0007353,ACC0018803,CMP0000115,2026-04-14,8,FIELD,QUEUED
TGT0007354,ACC0020569,CMP0000099,2026-06-16,2,SMS,SKIPPED
TGT0007355,ACC0028485,CMP0000032,2026-04-20,4,FIELD,EXPIRED
TGT0007356,ACC0000992,CMP0000052,2026-01-04,10,FIELD,SKIPPED
TGT0007357,ACC0016175,CMP0000068,2026-05-20,9,VOICE,QUEUED
TGT0007358,ACC0014375,CMP0000079,2026-02-05,7,FIELD,CONTACTED
TGT0007359,ACC0017127,CMP0000056,2026-03-11,1,WHATSAPP,EXPIRED
TGT0007360,ACC0023578,CMP0000012,2026-02-28,9,FIELD,EXPIRED
TGT0007361,ACC0002624,CMP0000020,2026-01-27,5,WHATSAPP,CONTACTED
TGT0007362,ACC0026369,CMP0000094,2026-03-10,2,FIELD,EXPIRED
TGT0007363,ACC0018661,CMP0000024,2026-03-28,4,VOICE,SKIPPED
TGT0007364,ACC0010569,CMP0000035,2026-04-03,3,VOICE,CONTACTED
TGT0007365,ACC0009121,CMP0000107,2026-02-02,3,SMS,EXPIRED
TGT0007366,ACC0024364,CMP0000006,2026-01-07,9,FIELD,QUEUED
TGT0007367,ACC0024766,CMP0000104,2026-02-16,1,FIELD,EXPIRED
TGT0007368,ACC0010601,CMP0000012,2026-04-16,8,WHATSAPP,QUEUED
TGT0007369,ACC0025489,CMP0000118,2026-05-02,4,WHATSAPP,CONTACTED
TGT0007370,ACC0003303,CMP0000004,2026-03-29,1,WHATSAPP,QUEUED
TGT0007371,ACC0004836,CMP0000002,2026-03-25,2,FIELD,EXPIRED
TGT0007372,ACC0029824,CMP0000022,2026-07-05,7,FIELD,EXPIRED
TGT0007373,ACC0027964,CMP0000112,2026-05-25,10,SMS,QUEUED
TGT0007374,ACC0022243,CMP0000101,2026-05-31,10,FIELD,QUEUED
TGT0007375,ACC0019923,CMP0000039,2026-03-06,4,VOICE,QUEUED
TGT0007376,ACC0000285,CMP0000047,2026-07-26,4,FIELD,CONTACTED
TGT0007377,ACC0019602,CMP0000104,2026-05-15,3,FIELD,QUEUED
TGT0007378,ACC0003390,CMP0000100,2026-07-17,6,SMS,CONTACTED
TGT0007379,ACC0000959,CMP0000078,2026-01-11,3,VOICE,QUEUED
TGT0007380,ACC0029484,CMP0000049,2026-01-20,8,VOICE,EXPIRED
TGT0007381,ACC0020089,CMP0000019,2026-04-26,8,WHATSAPP,QUEUED
TGT0007382,ACC0022310,CMP0000099,2026-01-14,5,FIELD,QUEUED
TGT0007383,ACC0002471,CMP0000012,2026-02-08,6,WHATSAPP,SKIPPED
TGT0007384,ACC0004580,CMP0000078,2026-04-16,7,WHATSAPP,CONTACTED
TGT0007385,ACC0014127,CMP0000041,2026-01-09,4,SMS,SKIPPED
TGT0007386,ACC0028810,CMP0000043,2026-07-13,3,FIELD,QUEUED
TGT0007387,ACC0005385,CMP0000016,2026-03-19,4,WHATSAPP,CONTACTED
TGT0007388,ACC0020887,CMP0000101,2026-06-01,2,SMS,EXPIRED
TGT0007389,ACC0023296,CMP0000023,2026-07-12,10,FIELD,CONTACTED
TGT0007390,ACC0019194,CMP0000090,2026-01-14,8,SMS,EXPIRED
TGT0007391,ACC0011553,CMP0000056,2026-02-18,3,FIELD,SKIPPED
TGT0007392,ACC0016475,CMP0000052,2026-07-19,4,WHATSAPP,EXPIRED
TGT0007393,ACC0028799,CMP0000074,2026-01-12,7,SMS,CONTACTED
TGT0007394,ACC0018501,CMP0000077,2026-05-07,10,WHATSAPP,CONTACTED
TGT0007395,ACC0028513,CMP0000006,2026-03-10,3,VOICE,SKIPPED
TGT0007396,ACC0012386,CMP0000035,2026-02-19,9,WHATSAPP,SKIPPED
TGT0007397,ACC0027264,CMP0000045,2026-03-24,10,WHATSAPP,QUEUED
TGT0007398,ACC0006839,CMP0000011,2026-06-26,10,WHATSAPP,SKIPPED
