call_id,account_id,borrower_id,event_at,agent_id,campaign_id,direction,vendor_id,call_status,duration_sec,timezone
CALL0011350,ACC0007822,BRW0004882,2026-04-23 20:41:32,AGT0000178,CMP0000056,OUTBOUND,VND0000013,NO_ANSWER,727,UTC
CALL0011351,ACC0006094,BRW0009122,2026-05-17 02:52:02,AGT0000263,CMP0000066,OUTBOUND,VND0000010,NO_ANSWER,554,Asia/Kolkata
CALL0011352,ACC0005463,BRW0002475,2026-04-23 09:59:15,AGT0000737,CMP0000119,OUTBOUND,VND0000015,ANSWERED,380,Asia/Kolkata
CALL0011353,ACC0000311,BRW0004356,2026-03-21 14:33:15,AGT0000981,CMP0000034,OUTBOUND,VND0000007,ANSWERED,243,UTC
CALL0011354,ACC0014687,BRW0004971,2026-07-16 12:18:22,AGT0000930,CMP0000095,OUTBOUND,VND0000015,NO_ANSWER,262,Asia/Kolkata
CALL0011355,ACC0016511,BRW0006789,2026-01-11 16:42:23,AGT0000924,CMP0000031,OUTBOUND,VND0000015,ANSWERED,500,UTC
CALL0011356,ACC0007143,BRW0000217,2026-04-04 09:18:25,,CMP0000092,OUTBOUND,VND0000002,ANSWERED,763,Asia/Dubai
CALL0011357,ACC0011840,BRW0001492,2026-06-17 03:37:56,AGT0000593,CMP0000061,OUTBOUND,VND0000014,ANSWERED,454,Asia/Kolkata
CALL0011358,ACC0023942,BRW0004829,2026-03-23 01:42:54,AGT0000292,CMP0000025,OUTBOUND,VND0000008,BUSY,323,UTC
CALL0011359,ACC0016028,BRW0010410,2026-04-06 22:45:43,AGT0000236,CMP0000029,OUTBOUND,VND0000012,VOICEMAIL,304,Asia/Kolkata
CALL0011360,ACC0010142,BRW0003845,2026-06-23 18:40:39,AGT0000186,CMP0000104,OUTBOUND,VND0000013,VOICEMAIL,771,Asia/Dubai
CALL0011361,ACC0020360,BRW0006497,2026-08-02 15:02:15,AGT0000106,CMP0000007,OUTBOUND,VND0000011,BUSY,398,Asia/Kolkata
CALL0011362,ACC0027587,BRW0003901,2026-04-09 05:40:23,AGT0000239,CMP0000019,OUTBOUND,VND0000011,ANSWERED,419,UTC
CALL0011363,ACC0006153,BRW0009142,2026-06-18 06:56:18,AGT0000580,CMP0000075,OUTBOUND,VND0000013,NO_ANSWER,586,UTC
CALL0011364,ACC0021025,BRW0010544,2026-06-15 03:28:16,AGT0000533,CMP0000080,OUTBOUND,VND0000009,NO_ANSWER,748,Asia/Dubai
CALL0011365,ACC0013956,BRW0000604,2026-04-08 04:35:54,AGT0000675,CMP0000022,OUTBOUND,VND0000011,VOICEMAIL,357,UTC
CALL0011366,ACC0014814,BRW0003724,2026-02-11 08:05:23,AGT0000087,CMP0000087,OUTBOUND,VND0000007,NO_ANSWER,528,UTC
CALL0011367,ACC0001185,BRW0002317,2026-01-02 12:29:42,AGT0000458,CMP0000024,OUTBOUND,VND0000002,ANSWERED,131,UTC
CALL0011368,ACC0004428,BRW0009824,2026-05-06 22:50:42,AGT0000909,CMP0000109,INBOUND,VND0000014,BUSY,422,Asia/Kolkata
CALL0011369,ACC0005838,BRW0001686,2026-02-16 05:25:06,AGT0000203,CMP0000117,OUTBOUND,VND0000003,VOICEMAIL,224,UTC
CALL0011370,ACC0006546,BRW0009330,2026-01-20 06:53:50,AGT0000314,CMP0000003,OUTBOUND,VND0000008,FAILED,710,UTC
CALL0011371,ACC0026560,BRW0001195,2026-05-09 22:19:08,AGT0000145,CMP0000100,INBOUND,VND0000013,FAILED,572,UTC
CALL0011372,ACC0022603,BRW0002750,2026-01-24 03:49:54,AGT0000512,CMP0000091,OUTBOUND,VND0000004,FAILED,139,Asia/Dubai
CALL0011373,ACC0020807,BRW0001035,2026-06-02 12:00:54,AGT0000877,CMP0000058,OUTBOUND,VND0000011,ANSWERED,657,UTC
CALL0011374,ACC0024167,BRW0005870,2026-05-24 03:14:08,AGT0000420,CMP0000033,OUTBOUND,VND0000012,BUSY,432,Asia/Kolkata
CALL0011375,ACC0026995,BRW0003705,2026-06-12 22:37:08,AGT0000126,CMP0000048,OUTBOUND,VND0000006,FAILED,485,Asia/Kolkata
CALL0011376,ACC0012765,BRW0002736,2026-05-25 18:56:02,AGT0000760,CMP0000083,OUTBOUND,VND0000011,BUSY,533,Asia/Kolkata
CALL0011377,ACC0017971,BRW0001064,2026-07-23 22:05:29,AGT0000495,CMP0000013,OUTBOUND,VND0000013,ANSWERED,465,Asia/Kolkata
CALL0011378,ACC0021383,BRW0010607,2026-07-21 03:46:24,AGT0000268,CMP0000069,OUTBOUND,VND0000011,BUSY,335,Asia/Dubai
CALL0011379,ACC0018988,BRW0003948,2026-06-22 07:45:11,,CMP0000094,OUTBOUND,VND0000011,VOICEMAIL,570,Asia/Kolkata
CALL0011380,ACC0011683,BRW0008988,2026-02-17 12:37:18,AGT0000746,CMP0000019,OUTBOUND,VND0000010,BUSY,368,UTC
CALL0011381,ACC0028803,BRW0009484,2026-02-26 15:37:03,AGT0000469,CMP0000068,OUTBOUND,VND0000005,FAILED,763,Asia/Dubai
CALL0011382,ACC0026026,BRW0011449,2026-04-24 19:24:24,AGT0000907,CMP0000037,OUTBOUND,VND0000005,ANSWERED,232,UTC
CALL0011383,ACC0022985,BRW0011706,2026-01-30 17:25:09,AGT0000567,CMP0000046,OUTBOUND,VND0000015,BUSY,412,Asia/Kolkata
CALL0011384,ACC0023670,BRW0004704,2026-06-15 05:53:28,AGT0000637,CMP0000004,OUTBOUND,VND0000015,NO_ANSWER,29,Asia/Kolkata
CALL0011385,ACC0001812,BRW0004941,2026-06-13 09:24:51,AGT0000017,CMP0000029,OUTBOUND,VND0000008,BUSY,74,UTC
CALL0011386,ACC0013773,BRW0005615,2026-07-19 14:34:32,AGT0000004,CMP0000006,OUTBOUND,VND0000007,VOICEMAIL,179,Asia/Kolkata
CALL0011387,ACC0008712,BRW0005589,2026-01-24 20:08:56,AGT0000422,CMP0000109,OUTBOUND,VND0000008,NO_ANSWER,546,Asia/Dubai
CALL0011388,ACC0027153,BRW0001863,2026-07-08 02:22:42,AGT0000317,CMP0000079,OUTBOUND,VND0000007,NO_ANSWER,758,Asia/Dubai
CALL0011389,ACC0016515,BRW0004321,2026-06-26 14:14:50,AGT0000705,CMP0000025,OUTBOUND,VND0000007,ANSWERED,177,Asia/Dubai
CALL0011390,ACC0007648,BRW0004401,2026-05-09 17:58:13,AGT0000056,CMP0000115,OUTBOUND,VND0000011,FAILED,300,Asia/Dubai
CALL0011391,ACC0010130,BRW0004660,2026-02-07 04:39:57,AGT0000431,CMP0000114,OUTBOUND,VND0000010,NO_ANSWER,107,Asia/Dubai
CALL0011392,ACC0014910,BRW0004674,2026-08-08 15:20:32,AGT0000177,CMP0000057,OUTBOUND,VND0000002,ANSWERED,206,Asia/Dubai
CALL0011393,ACC0021215,BRW0005111,2026-04-17 04:28:12,AGT0000808,CMP0000054,INBOUND,VND0000011,FAILED,559,Asia/Kolkata
CALL0011394,ACC0010088,BRW0003455,2026-05-11 07:55:35,AGT0000740,CMP0000078,OUTBOUND,VND0000011,FAILED,860,UTC
CALL0011395,ACC0004131,BRW0000110,2026-03-16 12:16:25,AGT0000688,CMP0000095,OUTBOUND,VND0000014,ANSWERED,194,Asia/Dubai
CALL0011396,ACC0017742,BRW0006153,2026-07-03 08:39:36,AGT0000328,CMP0000077,OUTBOUND,VND0000001,FAILED,437,Asia/Dubai
CALL0011397,ACC0028215,BRW0010164,2026-06-08 04:51:15,AGT0000239,CMP0000084,OUTBOUND,VND0000005,BUSY,287,Asia/Dubai
CALL0011398,ACC0008012,BRW0011591,2026-01-05 16:03:48,AGT0000425,CMP0000099,INBOUND,VND0000003,NO_ANSWER,885,Asia/Dubai
CALL0011399,ACC0005293,BRW0003204,2026-06-20 03:29:51,AGT0000420,CMP0000037,OUTBOUND,VND0000006,FAILED,497,UTC
CALL0011400,ACC0007750,BRW0008253,2026-04-24 01:28:59,AGT0000551,CMP0000009,OUTBOUND,VND0000012,ANSWERED,606,Asia/Kolkata
CALL0011401,ACC0022943,BRW0008381,2026-04-13 15:06:10,AGT0000471,CMP0000040,OUTBOUND,VND0000013,FAILED,297,UTC
CALL0011402,ACC0022419,BRW0002910,2026-03-05 18:39:32,AGT0000595,CMP0000007,OUTBOUND,VND0000011,VOICEMAIL,116,Asia/Dubai
CALL0011403,ACC0027085,BRW0002248,2026-02-19 09:46:52,AGT0000714,CMP0000081,OUTBOUND,VND0000004,NO_ANSWER,265,Asia/Dubai
CALL0011404,ACC0014318,BRW0004877,2026-04-25 03:03:18,AGT0000429,CMP0000094,OUTBOUND,VND0000009,ANSWERED,660,UTC
CALL0011405,ACC0019008,BRW0010927,2026-04-11 23:56:01,AGT0000916,CMP0000083,OUTBOUND,VND0000001,NO_ANSWER,700,Asia/Dubai
CALL0011406,ACC0001157,BRW0006519,2026-07-23 04:23:48,AGT0000923,CMP0000058,OUTBOUND,VND0000015,VOICEMAIL,275,Asia/Dubai
CALL0011407,ACC0013725,BRW0000783,2026-04-25 05:05:37,AGT0000749,CMP0000079,OUTBOUND,VND0000001,FAILED,106,Asia/Kolkata
CALL0011408,ACC0003438,BRW0003042,2026-06-22 01:21:52,AGT0000653,CMP0000057,OUTBOUND,VND0000014,NO_ANSWER,226,Asia/Kolkata
CALL0011409,ACC0013379,BRW0009898,2026-04-24 10:02:21,AGT0000627,CMP0000045,OUTBOUND,VND0000004,NO_ANSWER,402,UTC
CALL0011410,ACC0025093,BRW0005415,2026-03-17 03:56:38,AGT0000467,CMP0000104,INBOUND,VND0000011,ANSWERED,59,Asia/Kolkata
CALL0011411,ACC0013693,BRW0004567,2026-01-17 00:25:07,AGT0000474,CMP0000061,OUTBOUND,VND0000007,NO_ANSWER,816,UTC
CALL0011412,ACC0009002,BRW0003615,2026-05-30 04:29:08,AGT0000712,CMP0000053,OUTBOUND,VND0000004,BUSY,818,Asia/Kolkata
CALL0011413,ACC0019101,BRW0002029,2026-08-01 02:47:32,AGT0000095,CMP0000037,OUTBOUND,VND0000014,VOICEMAIL,554,Asia/Kolkata
CALL0011414,ACC0012109,BRW0008004,2026-05-10 08:13:12,AGT0000041,CMP0000094,INBOUND,VND0000008,BUSY,278,Asia/Kolkata
CALL0011415,ACC0008055,BRW0003880,2026-03-22 19:46:11,AGT0000089,CMP0000116,OUTBOUND,VND0000001,VOICEMAIL,668,Asia/Kolkata
CALL0011416,ACC0020887,BRW0005236,2026-08-01 04:07:49,AGT0000273,CMP0000035,OUTBOUND,VND0000003,NO_ANSWER,263,Asia/Kolkata
CALL0011417,ACC0006827,BRW0011340,2026-06-18 08:27:08,AGT0000078,CMP0000027,OUTBOUND,VND0000006,NO_ANSWER,30,Asia/Dubai
CALL0011418,ACC0021165,BRW0007546,2026-07-29 12:10:31,AGT0000477,CMP0000113,OUTBOUND,VND0000004,FAILED,603,Asia/Kolkata
CALL0011419,ACC0027948,BRW0003215,2026-05-06 08:53:40,AGT0000601,CMP0000081,OUTBOUND,VND0000014,FAILED,769,Asia/Dubai
CALL0011420,ACC0005178,BRW0001857,2026-01-03 06:06:56,,CMP0000108,OUTBOUND,VND0000015,NO_ANSWER,210,UTC
CALL0011421,ACC0025103,BRW0008436,2026-01-31 03:15:22,AGT0000780,CMP0000014,OUTBOUND,VND0000014,BUSY,658,UTC
CALL0011422,ACC0017265,BRW0002351,2026-07-06 01:46:51,AGT0000881,CMP0000116,INBOUND,VND0000006,NO_ANSWER,636,Asia/Kolkata
CALL0011423,ACC0000176,BRW0011650,2026-06-07 20:52:04,AGT0000568,CMP0000040,OUTBOUND,VND0000010,NO_ANSWER,548,Asia/Dubai
CALL0011424,ACC0019244,BRW0008693,2026-08-08 15:55:23,AGT0000817,CMP0000003,OUTBOUND,VND0000014,VOICEMAIL,23,Asia/Kolkata
CALL0011425,ACC0014780,BRW0004464,2026-07-19 12:54:16,AGT0000525,CMP0000043,OUTBOUND,VND0000005,BUSY,602,Asia/Kolkata
CALL0011426,ACC0002075,BRW0006780,2026-07-11 21:51:43,AGT0000758,CMP0000068,OUTBOUND,VND0000008,NO_ANSWER,84,Asia/Dubai
CALL0011427,ACC0022488,BRW0008489,2026-01-23 13:07:20,AGT0000079,CMP0000035,OUTBOUND,VND0000013,VOICEMAIL,201,Asia/Dubai
CALL0011428,ACC0022465,BRW0010782,2026-02-12 23:53:37,AGT0000198,CMP0000024,OUTBOUND,VND0000014,FAILED,290,UTC
CALL0011429,ACC0013346,BRW0005450,2026-03-23 11:53:21,AGT0000939,CMP0000067,OUTBOUND,VND0000010,NO_ANSWER,246,Asia/Dubai
CALL0011430,ACC0028254,BRW0004856,2026-02-15 12:40:32,AGT0000480,CMP0000093,OUTBOUND,VND0000011,ANSWERED,14,UTC
CALL0011431,ACC0028846,BRW0003584,2026-02-05 22:54:41,AGT0000114,CMP0000083,OUTBOUND,VND0000003,ANSWERED,69,Asia/Dubai
CALL0011432,ACC0013463,BRW0000340,2026-05-27 20:41:08,AGT0000441,CMP0000052,OUTBOUND,VND0000013,VOICEMAIL,341,Asia/Kolkata
CALL0011433,ACC0014344,BRW0008978,2026-01-30 07:18:20,AGT0000091,CMP0000033,OUTBOUND,VND0000012,BUSY,30,Asia/Kolkata
CALL0011434,ACC0027648,BRW0000842,2026-01-02 23:06:23,AGT0000218,CMP0000100,OUTBOUND,VND0000007,VOICEMAIL,205,Asia/Kolkata
CALL0011435,ACC0026956,BRW0006224,2026-05-09 11:09:39,AGT0000485,CMP0000082,OUTBOUND,VND0000008,VOICEMAIL,509,Asia/Dubai
CALL0011436,ACC0027217,BRW0002142,2026-07-24 21:57:33,AGT0000926,CMP0000014,OUTBOUND,VND0000005,NO_ANSWER,55,UTC
CALL0011437,ACC0021559,BRW0011874,2026-07-23 21:49:17,AGT0000121,CMP0000044,OUTBOUND,VND0000008,FAILED,530,Asia/Dubai
CALL0011438,ACC0006786,BRW0006547,2026-03-12 09:38:29,AGT0000268,CMP0000015,OUTBOUND,VND0000014,BUSY,799,Asia/Kolkata
CALL0011439,ACC0000342,BRW0002515,2026-06-01 00:36:36,AGT0000127,CMP0000048,OUTBOUND,VND0000009,NO_ANSWER,320,Asia/Dubai
CALL0011440,ACC0015754,BRW0006868,2026-01-08 08:46:07,AGT0000291,CMP0000114,OUTBOUND,VND0000010,NO_ANSWER,40,Asia/Dubai
CALL0011441,ACC0026539,BRW0004278,2026-02-28 09:56:06,AGT0000693,CMP0000078,OUTBOUND,VND0000001,FAILED,457,UTC
CALL0011442,ACC0006300,BRW0000094,2026-03-30 10:28:20,AGT0000090,CMP0000045,OUTBOUND,VND0000009,BUSY,647,UTC
CALL0011443,ACC0013975,BRW0011027,2026-07-27 12:31:56,AGT0000225,CMP0000057,OUTBOUND,VND0000002,VOICEMAIL,101,UTC
CALL0011444,ACC0010359,BRW0002341,2026-06-26 18:27:20,AGT0000261,CMP0000090,OUTBOUND,VND0000004,NO_ANSWER,454,Asia/Kolkata
CALL0011445,ACC0011857,BRW0009957,2026-05-06 08:59:23,AGT0000410,CMP0000071,OUTBOUND,VND0000008,FAILED,874,UTC
CALL0011446,ACC0011961,BRW0008087,2026-02-08 09:28:01,AGT0000300,CMP0000073,OUTBOUND,VND0000006,VOICEMAIL,851,Asia/Dubai
CALL0011447,ACC0029139,BRW0009997,2026-01-04 16:11:26,AGT0000290,CMP0000003,OUTBOUND,VND0000002,VOICEMAIL,256,Asia/Kolkata
CALL0011448,ACC0023437,BRW0009848,2026-06-25 14:05:34,AGT0000883,CMP0000009,OUTBOUND,VND0000006,BUSY,898,Asia/Kolkata
CALL0011449,ACC0011432,BRW0005789,2026-02-26 12:54:16,AGT0000856,CMP0000075,OUTBOUND,VND0000006,FAILED,708,UTC
CALL0011450,ACC0025921,BRW0009159,2026-01-02 10:22:17,AGT0000322,CMP0000098,OUTBOUND,VND0000008,BUSY,767,Asia/Dubai
CALL0011451,ACC0006807,BRW0003084,2026-07-21 09:34:44,AGT0000309,CMP0000036,OUTBOUND,VND0000012,BUSY,178,Asia/Dubai
CALL0011452,ACC0026914,BRW0008562,2026-01-12 15:09:06,AGT0000587,CMP0000037,OUTBOUND,VND0000015,ANSWERED,561,Asia/Kolkata
CALL0011453,ACC0021907,BRW0004216,2026-02-23 10:18:14,AGT0000175,CMP0000026,OUTBOUND,VND0000009,VOICEMAIL,8,Asia/Dubai
CALL0011454,ACC0006977,BRW0010025,2026-01-30 04:05:08,AGT0000228,CMP0000052,OUTBOUND,VND0000002,BUSY,402,UTC
CALL0011455,ACC0018915,BRW0002780,2026-07-04 10:38:57,AGT0000628,CMP0000045,OUTBOUND,VND0000011,NO_ANSWER,653,Asia/Dubai
CALL0011456,ACC0007251,BRW0011556,2026-02-26 11:12:50,AGT0000969,CMP0000014,OUTBOUND,VND0000012,ANSWERED,317,UTC
CALL0011457,ACC0017398,BRW0007238,2026-03-10 00:10:45,AGT0000853,CMP0000044,OUTBOUND,VND0000010,VOICEMAIL,240,Asia/Kolkata
CALL0011458,ACC0023579,BRW0005962,2026-03-19 09:46:26,AGT0000165,CMP0000107,OUTBOUND,VND0000009,BUSY,229,UTC
CALL0011459,ACC0014432,BRW0011019,2026-03-31 19:20:35,AGT0000297,CMP0000076,OUTBOUND,VND0000011,FAILED,808,Asia/Kolkata
CALL0011460,ACC0004334,BRW0004145,2026-01-27 17:07:09,AGT0000075,CMP0000060,OUTBOUND,VND0000007,VOICEMAIL,39,Asia/Dubai
CALL0011461,ACC0024537,BRW0011326,2026-04-14 08:04:19,AGT0000706,CMP0000103,INBOUND,VND0000003,BUSY,888,UTC
CALL0011462,ACC0006698,BRW0002645,2026-05-11 21:07:02,AGT0000153,CMP0000068,OUTBOUND,VND0000003,FAILED,259,Asia/Kolkata
CALL0011463,ACC0022206,BRW0008344,2026-01-09 11:57:32,AGT0000363,CMP0000011,OUTBOUND,VND0000014,VOICEMAIL,450,Asia/Dubai
CALL0011464,ACC0024048,BRW0000905,2026-04-20 00:29:04,AGT0000493,CMP0000073,OUTBOUND,VND0000002,FAILED,228,Asia/Dubai
CALL0011465,ACC0018869,BRW0008047,2026-02-07 23:27:44,AGT0000857,CMP0000047,OUTBOUND,VND0000012,BUSY,512,Asia/Dubai
CALL0011466,ACC0012946,BRW0007636,2026-07-14 12:57:41,AGT0000646,CMP0000048,OUTBOUND,VND0000014,NO_ANSWER,738,Asia/Kolkata
CALL0011467,ACC0023191,BRW0010437,2026-04-12 02:20:04,AGT0000828,CMP0000005,OUTBOUND,VND0000004,NO_ANSWER,72,UTC
CALL0011468,ACC0024837,BRW0004158,2026-05-02 02:53:33,AGT0000782,CMP0000031,OUTBOUND,VND0000010,ANSWERED,49,Asia/Dubai
CALL0011469,ACC0027708,BRW0011479,2026-03-20 17:59:39,AGT0000334,CMP0000082,OUTBOUND,VND0000010,VOICEMAIL,262,Asia/Kolkata
CALL0011470,ACC0009353,BRW0001895,2026-04-19 14:49:05,,CMP0000108,OUTBOUND,VND0000014,ANSWERED,88,UTC
CALL0011471,ACC0010284,BRW0009537,2026-02-27 10:27:16,AGT0000075,CMP0000102,OUTBOUND,VND0000003,VOICEMAIL,610,Asia/Kolkata
CALL0011472,ACC0026522,BRW0007661,2026-07-25 05:44:00,AGT0000268,CMP0000046,OUTBOUND,VND0000009,ANSWERED,246,Asia/Kolkata
CALL0011473,ACC0017944,BRW0001981,2026-07-15 09:40:32,AGT0000505,CMP0000037,OUTBOUND,VND0000013,BUSY,717,UTC
CALL0011474,ACC0013898,BRW0007180,2026-07-14 22:49:07,AGT0000655,CMP0000042,OUTBOUND,VND0000013,VOICEMAIL,436,Asia/Dubai
CALL0011475,ACC0023308,BRW0004669,2026-04-10 03:28:59,AGT0000615,CMP0000106,OUTBOUND,VND0000010,ANSWERED,402,UTC
CALL0011476,ACC0022471,BRW0001828,2026-04-27 17:46:02,AGT0000202,CMP0000019,OUTBOUND,VND0000004,VOICEMAIL,800,UTC
CALL0011477,ACC0019135,BRW0005642,2026-04-27 21:11:20,AGT0000405,CMP0000018,OUTBOUND,VND0000010,FAILED,95,Asia/Dubai
CALL0011478,ACC0021708,BRW0001679,2026-05-08 08:44:16,AGT0000032,CMP0000107,OUTBOUND,VND0000006,VOICEMAIL,784,UTC
CALL0011479,ACC0013397,BRW0006090,2026-07-12 08:29:59,AGT0000139,CMP0000048,OUTBOUND,VND0000002,ANSWERED,263,Asia/Kolkata
CALL0011480,ACC0013837,BRW0001364,2026-03-04 00:44:01,AGT0000599,CMP0000064,INBOUND,VND0000006,FAILED,388,Asia/Dubai
CALL0011481,ACC0015351,BRW0007560,2026-06-03 18:28:46,AGT0000786,CMP0000026,OUTBOUND,VND0000008,ANSWERED,603,Asia/Dubai
CALL0011482,ACC0006362,BRW0006931,2026-05-05 21:27:58,AGT0000768,CMP0000088,OUTBOUND,VND0000005,FAILED,856,Asia/Kolkata
CALL0011483,ACC0002159,BRW0011136,2026-04-10 16:16:47,AGT0000153,CMP0000065,OUTBOUND,VND0000008,FAILED,3,UTC
CALL0011484,ACC0001526,BRW0005661,2026-01-19 12:25:14,AGT0000909,CMP0000005,OUTBOUND,VND0000001,ANSWERED,393,UTC
CALL0011485,ACC0008419,BRW0006615,2026-08-01 23:45:27,AGT0000790,CMP0000081,OUTBOUND,VND0000013,FAILED,299,Asia/Dubai
CALL0011486,ACC0019291,BRW0007742,2026-01-06 07:09:28,AGT0000292,CMP0000064,OUTBOUND,VND0000004,FAILED,349,Asia/Dubai
CALL0011487,ACC0007430,BRW0007040,2026-05-08 02:53:04,AGT0000590,CMP0000098,OUTBOUND,VND0000008,VOICEMAIL,692,Asia/Kolkata
CALL0011488,ACC0024699,BRW0006039,2026-02-08 11:14:19,AGT0000110,CMP0000031,OUTBOUND,VND0000010,FAILED,102,UTC
CALL0011489,ACC0003020,BRW0009506,2026-05-03 06:59:59,AGT0000449,CMP0000115,OUTBOUND,VND0000015,NO_ANSWER,372,Asia/Kolkata
CALL0011490,ACC0003773,BRW0011166,2026-06-02 12:53:47,AGT0000667,CMP0000061,OUTBOUND,VND0000006,NO_ANSWER,738,Asia/Kolkata
CALL0011491,ACC0004221,BRW0000176,2026-01-17 16:37:30,,CMP0000049,OUTBOUND,VND0000008,BUSY,581,Asia/Dubai
CALL0011492,ACC0017851,BRW0003121,2026-05-26 16:48:46,AGT0000608,CMP0000036,OUTBOUND,VND0000010,VOICEMAIL,166,UTC
CALL0011493,ACC0013030,BRW0004457,2026-03-16 02:01:32,AGT0000643,CMP0000105,INBOUND,VND0000008,NO_ANSWER,756,UTC
CALL0011494,ACC0028973,BRW0010502,2026-01-04 18:38:36,AGT0000210,CMP0000041,OUTBOUND,VND0000002,FAILED,711,Asia/Dubai
CALL0011495,ACC0013238,BRW0007558,2026-03-11 16:56:17,AGT0000653,CMP0000061,OUTBOUND,VND0000011,VOICEMAIL,197,Asia/Kolkata
CALL0011496,ACC0025342,BRW0000418,2026-03-09 08:25:27,AGT0000805,CMP0000028,OUTBOUND,VND0000006,BUSY,22,Asia/Dubai
CALL0011497,ACC0009655,BRW0002746,2026-06-08 23:45:13,,CMP0000091,INBOUND,VND0000013,VOICEMAIL,609,UTC
CALL0011498,ACC0027074,BRW0006892,2026-02-18 22:14:11,AGT0000306,CMP0000046,OUTBOUND,VND0000006,NO_ANSWER,266,Asia/Dubai
CALL0011499,ACC0012453,BRW0002804,2026-02-08 09:50:39,AGT0000685,CMP0000087,OUTBOUND,VND0000005,VOICEMAIL,661,Asia/Dubai
CALL0011500,ACC0022867,BRW0009990,2026-02-12 20:09:30,AGT0000058,CMP0000109,OUTBOUND,VND0000011,VOICEMAIL,533,Asia/Kolkata
CALL0011501,ACC0003514,BRW0006625,2026-05-01 15:17:46,AGT0000177,CMP0000009,OUTBOUND,VND0000012,FAILED,892,Asia/Kolkata
CALL0011502,ACC0000889,BRW0008587,2026-07-08 08:05:27,AGT0000875,CMP0000012,OUTBOUND,VND0000015,NO_ANSWER,757,Asia/Dubai
CALL0011503,ACC0017256,BRW0003735,2026-01-05 09:11:08,AGT0000159,CMP0000067,OUTBOUND,VND0000004,ANSWERED,399,Asia/Kolkata
CALL0011504,ACC0029986,BRW0004538,2026-07-16 22:08:58,AGT0000534,CMP0000063,OUTBOUND,VND0000015,NO_ANSWER,745,Asia/Kolkata
CALL0011505,ACC0006682,BRW0003645,2026-06-21 21:42:42,AGT0000178,CMP0000004,OUTBOUND,VND0000014,FAILED,206,Asia/Kolkata
CALL0011506,ACC0025819,BRW0001143,2026-06-02 05:47:28,AGT0000752,CMP0000081,OUTBOUND,VND0000004,FAILED,708,Asia/Dubai
CALL0011507,ACC0012044,BRW0005131,2026-04-14 06:24:08,AGT0000809,CMP0000103,OUTBOUND,VND0000014,ANSWERED,743,Asia/Kolkata
CALL0011508,ACC0019259,BRW0004268,2026-05-27 06:52:33,AGT0000788,CMP0000114,OUTBOUND,VND0000007,FAILED,229,Asia/Kolkata
CALL0011509,ACC0003115,BRW0010806,2026-03-03 23:26:42,AGT0000441,CMP0000111,OUTBOUND,VND0000002,FAILED,845,UTC
CALL0011510,ACC0006434,BRW0004640,2026-02-20 06:56:55,AGT0000358,CMP0000106,OUTBOUND,VND0000013,NO_ANSWER,679,UTC
CALL0011511,ACC0001736,BRW0005463,2026-05-29 21:39:23,AGT0000461,CMP0000040,OUTBOUND,VND0000009,NO_ANSWER,176,UTC
CALL0011512,ACC0015023,BRW0007094,2026-07-12 05:34:07,AGT0000831,CMP0000038,OUTBOUND,VND0000007,VOICEMAIL,680,UTC
CALL0011513,ACC0025638,BRW0006859,2026-07-02 11:43:56,AGT0000628,CMP0000075,OUTBOUND,VND0000004,BUSY,771,Asia/Dubai
CALL0011514,ACC0008365,BRW0008267,2026-03-08 03:50:25,AGT0000256,CMP0000015,OUTBOUND,VND0000009,ANSWERED,600,Asia/Kolkata
CALL0011515,ACC0004472,BRW0001519,2026-05-21 04:52:15,AGT0000866,CMP0000018,OUTBOUND,VND0000012,ANSWERED,75,Asia/Kolkata
CALL0011516,ACC0007188,BRW0003274,2026-03-06 19:54:21,AGT0000062,CMP0000005,OUTBOUND,VND0000001,FAILED,242,Asia/Dubai
CALL0011517,ACC0014206,BRW0004050,2026-03-12 18:54:11,AGT0000295,CMP0000115,OUTBOUND,VND0000006,FAILED,638,Asia/Kolkata
CALL0011518,ACC0000486,BRW0002060,2026-06-26 04:46:59,AGT0000967,CMP0000070,OUTBOUND,VND0000013,ANSWERED,461,UTC
CALL0011519,ACC0025410,BRW0010618,2026-07-13 03:32:33,AGT0000991,CMP0000074,OUTBOUND,VND0000014,FAILED,899,UTC
CALL0011520,ACC0004880,BRW0001110,2026-03-18 09:18:06,AGT0000640,CMP0000112,OUTBOUND,VND0000007,FAILED,28,Asia/Dubai
CALL0011521,ACC0019278,BRW0000471,2026-04-27 03:26:28,AGT0000433,CMP0000120,OUTBOUND,VND0000011,VOICEMAIL,650,Asia/Kolkata
CALL0011522,ACC0021591,BRW0001887,2026-05-29 11:42:59,AGT0000507,CMP0000069,OUTBOUND,VND0000005,ANSWERED,565,Asia/Dubai
CALL0011523,ACC0009586,BRW0001485,2026-06-23 08:06:47,AGT0000136,CMP0000096,OUTBOUND,VND0000002,FAILED,615,UTC
CALL0011524,ACC0021740,BRW0010930,2026-02-24 08:11:34,AGT0000326,CMP0000062,OUTBOUND,VND0000011,ANSWERED,722,Asia/Kolkata
CALL0011525,ACC0021131,BRW0004864,2026-07-04 00:24:36,AGT0000864,CMP0000065,OUTBOUND,VND0000010,BUSY,123,UTC
CALL0011526,ACC0023094,BRW0000275,2026-01-25 07:07:54,AGT0000445,CMP0000103,OUTBOUND,VND0000003,NO_ANSWER,792,Asia/Kolkata
